sample	method	truth_gtdb_species	pred_gtdb_species	TP	FP	FN	precision	recall	F1	L1_union_pp	L1_truth_only_pp	Pearson_union	Pearson_truth_only	panel	collapse_rule
5	current_calibrated_abundance	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.185888179619205	15.414228172608885	0.9913799211896311	0.9917478920123491	cami2_toy_mouse_gut	max
5	current_calibrated_raw	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.18588817961991	15.414228172609581	0.9913799211896311	0.9917478920123489	cami2_toy_mouse_gut	max
5	exact_hit_abund_ge_0.50	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.18588817961991	15.414228172609581	0.9913799211896311	0.9917478920123489	cami2_toy_mouse_gut	max
5	exact_hit_abund_ge_0.40	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.18588817961991	15.414228172609581	0.9913799211896311	0.9917478920123489	cami2_toy_mouse_gut	max
5	exact_hit_abund_ge_0.30	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.18588817961991	15.414228172609581	0.9913799211896311	0.9917478920123489	cami2_toy_mouse_gut	max
5	exact_hit_abund_ge_0.25	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.18588817961991	15.414228172609581	0.9913799211896311	0.9917478920123489	cami2_toy_mouse_gut	max
5	exact_hit_abund_ge_0.20	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.18588817961991	15.414228172609581	0.9913799211896311	0.9917478920123489	cami2_toy_mouse_gut	max
5	exact_hit_abund_ge_0.15	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.18588817961991	15.414228172609581	0.9913799211896311	0.9917478920123489	cami2_toy_mouse_gut	max
5	exact_hit_abund_ge_0.10	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.18588817961991	15.414228172609581	0.9913799211896311	0.9917478920123489	cami2_toy_mouse_gut	max
5	exact_hit_abund_ge_0.05	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.18588817961991	15.414228172609581	0.9913799211896311	0.9917478920123489	cami2_toy_mouse_gut	max
5	exact_hit_abund_ge_0.00	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	46.12603715231219	44.15705886671721	0.9906357104869298	0.9909312490033406	cami2_toy_mouse_gut	max
6	current_calibrated_abundance	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063045	20.062955823580815	0.9729828392129993	0.9737545137280396	cami2_toy_mouse_gut	max
6	current_calibrated_raw	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063205	20.062955823580985	0.9729828392129997	0.9737545137280396	cami2_toy_mouse_gut	max
6	exact_hit_abund_ge_0.50	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063205	20.062955823580985	0.9729828392129997	0.9737545137280396	cami2_toy_mouse_gut	max
6	exact_hit_abund_ge_0.40	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063205	20.062955823580985	0.9729828392129997	0.9737545137280396	cami2_toy_mouse_gut	max
6	exact_hit_abund_ge_0.30	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063205	20.062955823580985	0.9729828392129997	0.9737545137280396	cami2_toy_mouse_gut	max
6	exact_hit_abund_ge_0.25	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063205	20.062955823580985	0.9729828392129997	0.9737545137280396	cami2_toy_mouse_gut	max
6	exact_hit_abund_ge_0.20	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063205	20.062955823580985	0.9729828392129997	0.9737545137280396	cami2_toy_mouse_gut	max
6	exact_hit_abund_ge_0.15	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063205	20.062955823580985	0.9729828392129997	0.9737545137280396	cami2_toy_mouse_gut	max
6	exact_hit_abund_ge_0.10	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063205	20.062955823580985	0.9729828392129997	0.9737545137280396	cami2_toy_mouse_gut	max
6	exact_hit_abund_ge_0.05	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063205	20.062955823580985	0.9729828392129997	0.9737545137280396	cami2_toy_mouse_gut	max
6	exact_hit_abund_ge_0.00	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	43.05624000000067	40.59526458717809	0.9719110228551785	0.9725272406371294	cami2_toy_mouse_gut	max
7	current_calibrated_abundance	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.9156741322429225	5.826327372589971	0.9984269486093539	0.9984274174395251	cami2_toy_mouse_gut	max
7	current_calibrated_raw	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.91567413224301	5.826327372590053	0.9984269486093535	0.9984274174395251	cami2_toy_mouse_gut	max
7	exact_hit_abund_ge_0.50	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.91567413224301	5.826327372590053	0.9984269486093535	0.9984274174395251	cami2_toy_mouse_gut	max
7	exact_hit_abund_ge_0.40	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.91567413224301	5.826327372590053	0.9984269486093535	0.9984274174395251	cami2_toy_mouse_gut	max
7	exact_hit_abund_ge_0.30	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.91567413224301	5.826327372590053	0.9984269486093535	0.9984274174395251	cami2_toy_mouse_gut	max
7	exact_hit_abund_ge_0.25	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.91567413224301	5.826327372590053	0.9984269486093535	0.9984274174395251	cami2_toy_mouse_gut	max
7	exact_hit_abund_ge_0.20	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.91567413224301	5.826327372590053	0.9984269486093535	0.9984274174395251	cami2_toy_mouse_gut	max
7	exact_hit_abund_ge_0.15	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.91567413224301	5.826327372590053	0.9984269486093535	0.9984274174395251	cami2_toy_mouse_gut	max
7	exact_hit_abund_ge_0.10	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.91567413224301	5.826327372590053	0.9984269486093535	0.9984274174395251	cami2_toy_mouse_gut	max
7	exact_hit_abund_ge_0.05	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.91567413224301	5.826327372590053	0.9984269486093535	0.9984274174395251	cami2_toy_mouse_gut	max
7	exact_hit_abund_ge_0.00	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	10.842371581745338	10.675384520320472	0.9983484315675268	0.9983513977553183	cami2_toy_mouse_gut	max
0	current_calibrated_abundance	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635632	10.124727197423452	0.9895037710483946	0.9957539782840136	hmp_airskin_gtdb_source_abundance	sum
0	current_calibrated_raw	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635714	10.124727197423518	0.9895037710483946	0.9957539782840135	hmp_airskin_gtdb_source_abundance	sum
0	exact_hit_abund_ge_0.50	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635714	10.124727197423518	0.9895037710483946	0.9957539782840135	hmp_airskin_gtdb_source_abundance	sum
0	exact_hit_abund_ge_0.40	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635714	10.124727197423518	0.9895037710483946	0.9957539782840135	hmp_airskin_gtdb_source_abundance	sum
0	exact_hit_abund_ge_0.30	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635714	10.124727197423518	0.9895037710483946	0.9957539782840135	hmp_airskin_gtdb_source_abundance	sum
0	exact_hit_abund_ge_0.25	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635714	10.124727197423518	0.9895037710483946	0.9957539782840135	hmp_airskin_gtdb_source_abundance	sum
0	exact_hit_abund_ge_0.20	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635714	10.124727197423518	0.9895037710483946	0.9957539782840135	hmp_airskin_gtdb_source_abundance	sum
0	exact_hit_abund_ge_0.15	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635714	10.124727197423518	0.9895037710483946	0.9957539782840135	hmp_airskin_gtdb_source_abundance	sum
0	exact_hit_abund_ge_0.10	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635714	10.124727197423518	0.9895037710483946	0.9957539782840135	hmp_airskin_gtdb_source_abundance	sum
0	exact_hit_abund_ge_0.05	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635714	10.124727197423518	0.9895037710483946	0.9957539782840135	hmp_airskin_gtdb_source_abundance	sum
0	exact_hit_abund_ge_0.00	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	21.58050010580751	13.137473820799805	0.9902368270967791	0.9956325672901724	hmp_airskin_gtdb_source_abundance	sum
1	current_calibrated_abundance	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.1058836900925	11.773226709809936	0.9973939434154936	0.9978165192517793	hmp_airskin_gtdb_source_abundance	sum
1	current_calibrated_raw	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.10588369009282	11.773226709810181	0.9973939434154937	0.9978165192517792	hmp_airskin_gtdb_source_abundance	sum
1	exact_hit_abund_ge_0.50	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.10588369009282	11.773226709810181	0.9973939434154937	0.9978165192517792	hmp_airskin_gtdb_source_abundance	sum
1	exact_hit_abund_ge_0.40	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.10588369009282	11.773226709810181	0.9973939434154937	0.9978165192517792	hmp_airskin_gtdb_source_abundance	sum
1	exact_hit_abund_ge_0.30	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.10588369009282	11.773226709810181	0.9973939434154937	0.9978165192517792	hmp_airskin_gtdb_source_abundance	sum
1	exact_hit_abund_ge_0.25	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.10588369009282	11.773226709810181	0.9973939434154937	0.9978165192517792	hmp_airskin_gtdb_source_abundance	sum
1	exact_hit_abund_ge_0.20	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.10588369009282	11.773226709810181	0.9973939434154937	0.9978165192517792	hmp_airskin_gtdb_source_abundance	sum
1	exact_hit_abund_ge_0.15	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.10588369009282	11.773226709810181	0.9973939434154937	0.9978165192517792	hmp_airskin_gtdb_source_abundance	sum
1	exact_hit_abund_ge_0.10	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.10588369009282	11.773226709810181	0.9973939434154937	0.9978165192517792	hmp_airskin_gtdb_source_abundance	sum
1	exact_hit_abund_ge_0.05	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.10588369009282	11.773226709810181	0.9973939434154937	0.9978165192517792	hmp_airskin_gtdb_source_abundance	sum
1	exact_hit_abund_ge_0.00	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	24.885172411080468	14.632188840680524	0.997568983010105	0.9978629573268403	hmp_airskin_gtdb_source_abundance	sum
3	current_calibrated_abundance	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	12.670666989685692	8.881086724946552	0.9970245468507755	0.9993927980330461	hmp_airskin_gtdb_source_abundance	sum
3	current_calibrated_raw	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	12.670666989685811	8.881086724946671	0.9970245468507755	0.9993927980330459	hmp_airskin_gtdb_source_abundance	sum
3	exact_hit_abund_ge_0.50	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	12.670666989685811	8.881086724946671	0.9970245468507755	0.9993927980330459	hmp_airskin_gtdb_source_abundance	sum
3	exact_hit_abund_ge_0.40	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	12.670666989685811	8.881086724946671	0.9970245468507755	0.9993927980330459	hmp_airskin_gtdb_source_abundance	sum
3	exact_hit_abund_ge_0.30	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	12.670666989685811	8.881086724946671	0.9970245468507755	0.9993927980330459	hmp_airskin_gtdb_source_abundance	sum
