method	samples	mean_F1	pooled_TP	pooled_FP	pooled_FN	pooled_F1	mean_L1_union_pp	mean_L1_truth_only_pp	mean_Pearson_union	mean_Pearson_truth_only
sylph_gtdb_source_abundance	0,5,6,11,18,22,28	0.9457094765175393	161	10	7	0.9498525073746312	4.06751569846985	3.1598573236104124	0.9983062522641364	0.9988154538117753
minco_current_default_gtdb_source_abundance_sample18_0_5_6_11_22_28	0,5,6,11,18,22,28	0.885798066887561	157	32	11	0.8795518207282913	17.957642936694192	12.552968559619577	0.973067416749017	0.9855798774053376
