panel	sample	method	truth_species	pred_species	TP	FP	FN	precision	recall	F1	L1_union_pp	L1_truth_only_pp	official_L1_kind	official_L1_pp	Pearson_union	Pearson_truth_only	added_mass_before_norm	selected_candidates
hmp_airskin_gtdb_source_abundance	4	normalized_depth_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.25_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.25_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.25_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.25_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.25_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.25_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.5_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.5_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.5_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.5_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.5_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha0.5_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha1_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha1_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha1_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha1_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha1_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha1_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha2_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha2_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha2_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha2_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha2_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	normalized_depth_alpha2_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.1	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.25	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.5	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha1	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha2	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha5	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha10	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.25_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.25_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.25_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.25_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.25_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.25_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.5_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.5_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.5_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.5_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.5_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha0.5_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha1_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha1_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha1_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha1_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha1_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha1_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha2_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha2_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha2_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha2_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha2_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	raw_abundance_scaled_alpha2_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.1	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.25	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.5	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha1	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha2	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha5	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha10	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.25_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.25_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.25_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.25_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.25_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.25_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.5_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.5_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.5_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.5_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.5_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha0.5_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha1_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha1_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha1_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha1_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha1_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha1_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha2_cap0.001	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha2_cap0.003	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha2_cap0.005	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha2_cap0.01	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha2_cap0.02	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	4	xny_share_alpha2_cap0.05	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	0.0	0
hmp_airskin_gtdb_source_abundance	5	zero_mass	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	10.337735604597123	9.524072174532568	union	10.337735604597123	0.9983818025644171	0.9984813848525257	0.0	0
hmp_airskin_gtdb_source_abundance	5	normalized_depth_alpha0.05	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	10.337735604597123	9.524072174532568	union	10.337735604597123	0.9983818025644171	0.9984813848525257	0.0	0
hmp_airskin_gtdb_source_abundance	5	normalized_depth_alpha0.1	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	10.337735604597123	9.524072174532568	union	10.337735604597123	0.9983818025644171	0.9984813848525257	0.0	0
hmp_airskin_gtdb_source_abundance	5	normalized_depth_alpha0.25	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	10.337735604597123	9.524072174532568	union	10.337735604597123	0.9983818025644171	0.9984813848525257	0.0	0
hmp_airskin_gtdb_source_abundance	5	normalized_depth_alpha0.5	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	10.337735604597123	9.524072174532568	union	10.337735604597123	0.9983818025644171	0.9984813848525257	0.0	0
hmp_airskin_gtdb_source_abundance	5	normalized_depth_alpha1	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	10.337735604597123	9.524072174532568	union	10.337735604597123	0.9983818025644171	0.9984813848525257	0.0	0
hmp_airskin_gtdb_source_abundance	5	normalized_depth_alpha2	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	10.337735604597123	9.524072174532568	union	10.337735604597123	0.9983818025644171	0.9984813848525257	0.0	0
