variant_method	feature	op	threshold	switched_samples	sample_count	mean_delta_F1	min_delta_F1	improved_samples	worsened_samples	mean_delta_L1_pp	max_worse_L1_pp	mean_delta_Pearson	cami2_toy_mouse_gut_delta_F1	cami2_toy_mouse_gut_delta_L1_pp	cami2_toy_mouse_gut_delta_Pearson	cami2_toy_mouse_gut_switched_samples	cami2_toy_mouse_gut_improved_samples	cami2_toy_mouse_gut_worsened_samples	cami3_toy_human_gut_gtdb_source_readmap_delta_F1	cami3_toy_human_gut_gtdb_source_readmap_delta_L1_pp	cami3_toy_human_gut_gtdb_source_readmap_delta_Pearson	cami3_toy_human_gut_gtdb_source_readmap_switched_samples	cami3_toy_human_gut_gtdb_source_readmap_improved_samples	cami3_toy_human_gut_gtdb_source_readmap_worsened_samples	hmp_airskin_gtdb_source_abundance_delta_F1	hmp_airskin_gtdb_source_abundance_delta_L1_pp	hmp_airskin_gtdb_source_abundance_delta_Pearson	hmp_airskin_gtdb_source_abundance_switched_samples	hmp_airskin_gtdb_source_abundance_improved_samples	hmp_airskin_gtdb_source_abundance_worsened_samples	hmp_gastrooral_gtdb_source_abundance_delta_F1	hmp_gastrooral_gtdb_source_abundance_delta_L1_pp	hmp_gastrooral_gtdb_source_abundance_delta_Pearson	hmp_gastrooral_gtdb_source_abundance_switched_samples	hmp_gastrooral_gtdb_source_abundance_improved_samples	hmp_gastrooral_gtdb_source_abundance_worsened_samples	mean_panel_delta_F1	min_panel_delta_F1	improved_panels	worsened_panels	mean_panel_delta_L1_pp	max_panel_worse_L1_pp	mean_panel_delta_Pearson
drop_prob_lt_0.5_and_realaf_lt_0.3	max_mean_depth_median	>=	0.46514669999999997	28	35	0.03353672602042252	-0.0012787723785165905	17	1	-0.9034826036652828	0.0	0.0003896956247122528	0.0	0.0	0.0	1	0	0	0.0	0.0	0.0	0	0	0	0.04295325928540773	-1.1697139992882595	0.0005152514418115097	25	16	1	0.0070237050043898686	-0.0198065737509463	-0.00013622103199095736	2	1	0	0.0124942410724494	0.0	2	0	-0.29738014325980144	0.0	9.475760245513808e-05
min_xny_ge_25	low_prob_xny_mass_frac	<=	0.012610981293070807	31	35	0.03347404208259065	-0.15659904262594027	15	2	-1.636164782659313	0.0	0.0012683598665859679	-0.0026051475204017516	-0.06003890740786488	7.569152403371268e-07	3	0	1	-0.052199680875313424	-0.07379552078984612	-0.00036741768218577037	1	0	1	0.0491388387742936	-2.1036638076680276	0.0016869298388849693	25	14	0	0.004628655585945718	-0.032670650723041206	-2.7264009274496903e-05	2	1	0	-0.0002593335088689648	-0.052199680875313424	2	2	-0.5675422216471949	-0.032670650723041206	0.0003232512656662598
drop_prob_lt_0.7_and_breadth_lt_0.2	low_prob_breadth_mass_frac	<=	0.09956316967810842	31	35	0.033204481224610824	-0.11203415253259486	15	8	-2.4601231232766003	0.7654741840761368	0.00111085330758407	-0.03721840498938104	0.09458650559942801	6.216530798600998e-05	3	0	2	-0.037344717510864954	-1.2044010924438027	0.001035670628924475	1	0	1	0.05024868539873842	-3.0781486781939464	0.001402371195306897	25	13	5	0.014565852298089932	0.1675743785443391	-0.0011388321592876172	2	2	0	-0.0024371462008544106	-0.037344717510864954	2	2	-1.0050972216234955	0.1675743785443391	0.0003403437432324412
drop_prob_lt_0.7_and_breadth_lt_0.2	best_mean_filter_drop_mass_frac	<=	0.09956316967810842	31	35	0.033204481224610824	-0.11203415253259486	15	8	-2.4601231232766003	0.7654741840761368	0.00111085330758407	-0.03721840498938104	0.09458650559942801	6.216530798600998e-05	3	0	2	-0.037344717510864954	-1.2044010924438027	0.001035670628924475	1	0	1	0.05024868539873842	-3.0781486781939464	0.001402371195306897	25	13	5	0.014565852298089932	0.1675743785443391	-0.0011388321592876172	2	2	0	-0.0024371462008544106	-0.037344717510864954	2	2	-1.0050972216234955	0.1675743785443391	0.0003403437432324412
drop_prob_lt_0.7_and_breadth_lt_0.2	method_dropped_abundance_fraction	<=	0.09956316967810842	31	35	0.033204481224610824	-0.11203415253259486	15	8	-2.4601231232766003	0.7654741840761368	0.00111085330758407	-0.03721840498938104	0.09458650559942801	6.216530798600998e-05	3	0	2	-0.037344717510864954	-1.2044010924438027	0.001035670628924475	1	0	1	0.05024868539873842	-3.0781486781939464	0.001402371195306897	25	13	5	0.014565852298089932	0.1675743785443391	-0.0011388321592876172	2	2	0	-0.0024371462008544106	-0.037344717510864954	2	2	-1.0050972216234955	0.1675743785443391	0.0003403437432324412
drop_prob_lt_0.7_and_breadth_lt_0.2	max_breadth_median	>=	0.198975	31	35	0.0331403322770067	-0.0615713346482577	16	7	-3.067143072590053	0.7654741840761368	0.001905135971383874	-0.03721840498938104	0.09458650559942801	6.216530798600998e-05	3	0	2	0.0	0.0	0.0	0	0	0	0.04601611629878509	-3.998848733871807	0.0025470713849278814	26	14	5	0.014565852298089932	0.1675743785443391	-0.0011388321592876172	2	2	0	0.005840890901873496	-0.03721840498938104	2	1	-0.93417196243201	0.1675743785443391	0.0003676011334065685
drop_prob_lt_0.7_and_breadth_lt_0.2	low_breadth05_frac	<=	0.3263157894736842	31	35	0.0331403322770067	-0.0615713346482577	16	7	-3.067143072590053	0.7654741840761368	0.001905135971383874	-0.03721840498938104	0.09458650559942801	6.216530798600998e-05	3	0	2	0.0	0.0	0.0	0	0	0	0.04601611629878509	-3.998848733871807	0.0025470713849278814	26	14	5	0.014565852298089932	0.1675743785443391	-0.0011388321592876172	2	2	0	0.005840890901873496	-0.03721840498938104	2	1	-0.93417196243201	0.1675743785443391	0.0003676011334065685
drop_prob_lt_0.5_and_breadth_lt_0.2	max_mean_depth_median	>=	0.270299	31	35	0.033089764613707454	-0.022363865281712303	17	6	-1.4174067544280986	0.6488479620499419	0.0006306431006078845	-0.01286185215078813	0.03641270970808345	1.7159035906969915e-06	3	0	2	0.0	0.0	0.0	0	0	0	0.04396378038223033	-1.863989235135398	0.0008786050724193579	26	16	3	0.004852623805953027	0.30461740727402464	-0.0008274880724093991	2	1	1	0.008988638009348807	-0.01286185215078813	2	1	-0.38073977953832244	0.30461740727402464	1.3208225900163931e-05
drop_prob_lt_0.5_and_breadth_lt_0.1	max_xny_median	>=	265.0	31	35	0.032857624966077865	-0.012940693747435561	16	1	-1.072922970052149	0.13738400162457864	0.0006170535053603401	-0.00431356458247852	0.045794667208192884	-1.1492687674123185e-06	2	0	1	0.0	0.0	0.0	0	0	0	0.04237963276173939	-1.3399050429871056	0.0007172047220172979	27	15	0	0.009353741496598622	-0.7561258963989701	0.0011178964997235474	2	1	0	0.011854952418964872	-0.00431356458247852	2	1	-0.5125590680444707	0.045794667208192884	0.0004584879882433583
drop_prob_lt_0.5_and_breadth_lt_0.1	max_real_min_af_median	>=	0.265	31	35	0.032857624966077865	-0.012940693747435561	16	1	-1.072922970052149	0.13738400162457864	0.0006170535053603401	-0.00431356458247852	0.045794667208192884	-1.1492687674123185e-06	2	0	1	0.0	0.0	0.0	0	0	0	0.04237963276173939	-1.3399050429871056	0.0007172047220172979	27	15	0	0.009353741496598622	-0.7561258963989701	0.0011178964997235474	2	1	0	0.011854952418964872	-0.00431356458247852	2	1	-0.5125590680444707	0.045794667208192884	0.0004584879882433583
drop_prob_lt_0.7_and_breadth_lt_0.2	max_depth_cv_mean	>=	9.471121925	21	35	0.0327423816751154	-0.17273442737633715	15	6	-3.4233978542731465	0.7654741840761368	0.002778949718052491	0.0	0.0	0.0	0	0	0	-0.14633105961313783	-3.676764734892906	0.010127120355400088	3	0	3	0.05762388269897307	-4.041621461184077	0.002561464569785635	16	13	3	0.014565852298089932	0.1675743785443391	-0.0011388321592876172	2	2	0	-0.01853533115401871	-0.14633105961313783	2	1	-1.887702954383161	0.1675743785443391	0.0028874381914745263
drop_prob_lt_0.5_and_breadth_lt_0.1	max_xny_median	>=	387.5	28	35	0.032695252291040665	0.0	15	0	-0.8816351081226602	0.0	0.00048812089921977463	0.0	0.0	0.0	1	0	0	0.0	0.0	0.0	0	0	0	0.04168986471086023	-1.0868509996850062	0.0005499421656757415	25	14	0	0.009353741496598622	-0.7561258963989701	0.0011178964997235474	2	1	0	0.012760901551864713	0.0	2	0	-0.4607442240209941	0.0	0.0004169596663498222
drop_prob_lt_0.5_and_breadth_lt_0.1	max_real_min_af_median	>=	0.3875	28	35	0.032695252291040665	0.0	15	0	-0.8816351081226602	0.0	0.00048812089921977463	0.0	0.0	0.0	1	0	0	0.0	0.0	0.0	0	0	0	0.04168986471086023	-1.0868509996850062	0.0005499421656757415	25	14	0	0.009353741496598622	-0.7561258963989701	0.0011178964997235474	2	1	0	0.012760901551864713	0.0	2	0	-0.4607442240209941	0.0	0.0004169596663498222
drop_prob_lt_0.5_and_breadth_lt_0.1	max_mean_depth_median	>=	0.46514669999999997	28	35	0.032695252291040665	0.0	15	0	-0.8816351081226602	0.0	0.00048812089921977463	0.0	0.0	0.0	1	0	0	0.0	0.0	0.0	0	0	0	0.04168986471086023	-1.0868509996850062	0.0005499421656757415	25	14	0	0.009353741496598622	-0.7561258963989701	0.0011178964997235474	2	1	0	0.012760901551864713	0.0	2	0	-0.4607442240209941	0.0	0.0004169596663498222
min_breadth_ge_0.02	max_depth_cv_mean	<=	11.6193571374269	28	35	0.03256098571365217	-0.0014357053682895193	13	1	-1.486756566391519	0.0	0.0013452342281927456	-0.00047856845609650644	-0.05738008675118186	8.429529047004891e-07	3	0	1	0.0	0.0	0.0	0	0	0	0.042261859457263545	-1.9209014653129488	0.0017437284862234072	24	13	0	0.0	0.0	0.0	1	0	0	0.01044582275029176	-0.00047856845609650644	1	1	-0.49457038801603265	0.0	0.0004361428597820269
drop_prob_lt_0.5_and_breadth_lt_0.2	max_xny_median	>=	265.0	31	35	0.03253207171081017	-0.041883116883116966	17	6	-1.4169558944117864	0.6488479620499419	0.0006278982823386554	-0.005407230390217362	0.072557391307195	-1.7624907164096963e-06	2	0	1	0.0	0.0	0.0	0	0	0	0.042412553831003785	-1.8674208626993392	0.000875433462919295	27	16	4	0.004852623805953027	0.30461740727402464	-0.0008274880724093991	2	1	1	0.010464486811684862	-0.005407230390217362	2	1	-0.37256151602952986	0.30461740727402464	1.1545724948371555e-05
drop_prob_lt_0.5_and_breadth_lt_0.2	max_real_min_af_median	>=	0.265	31	35	0.03253207171081017	-0.041883116883116966	17	6	-1.4169558944117864	0.6488479620499419	0.0006278982823386554	-0.005407230390217362	0.072557391307195	-1.7624907164096963e-06	2	0	1	0.0	0.0	0.0	0	0	0	0.042412553831003785	-1.8674208626993392	0.000875433462919295	27	16	4	0.004852623805953027	0.30461740727402464	-0.0008274880724093991	2	1	1	0.010464486811684862	-0.005407230390217362	2	1	-0.37256151602952986	0.30461740727402464	1.1545724948371555e-05
drop_prob_lt_0.5_and_realaf_lt_0.3	max_mean_depth_median	>=	0.270299	31	35	0.03241965221586772	-0.01911487758945385	17	4	-1.0956311352819785	0.217672173921585	0.0005180293537565043	-0.011778856253368645	-0.0013277029579796817	2.2757694672081996e-06	3	0	2	0.0	0.0	0.0	0	0	0	0.04281396245580357	-1.4186479066108673	0.0006813571161873311	26	16	2	0.0070237050043898686	-0.0198065737509463	-0.00013622103199095736	2	1	0	0.0095147028017062	-0.011778856253368645	2	1	-0.3599455458299483	0.0	0.00013685296341589548
drop_prob_lt_0.7_and_breadth_lt_0.1	max_mean_depth_median	>=	0.6132042	24	35	0.03241381861784719	-0.020875420875420825	13	1	-1.5101838697418342	0.11705400251215181	0.0012837546755118088	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0.04132504328264646	-1.9016364314135652	0.0015813192830913413	22	12	1	0.009353741496598622	-0.7561258963989701	0.0011178964997235474	2	1	0	0.01266969619481127	0.0	2	0	-0.6644405819531338	0.0	0.0006748039457037222
drop_prob_lt_0.7_and_breadth_lt_0.2	max_mean_depth_median	>=	0.7386777000000002	21	35	0.03233363085083746	-0.01719479243429145	12	2	-2.0360149851352016	0.7654741840761368	0.0013992724608182159	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0.04083501389567151	-2.651691601363731	0.0018982296461930665	19	10	2	0.014565852298089932	0.1675743785443391	-0.0011388321592876172	2	2	0	0.013850216548440361	0.0	2	0	-0.6210293057048479	0.1675743785443391	0.00018984937172636233
drop_prob_lt_0.5_and_breadth_lt_0.1	max_mean_depth_median	>=	0.270299	31	35	0.03231148560637918	-0.01911487758945385	16	2	-1.0792559781320212	0.13738400162457864	0.0006173996419475072	-0.010685190445629803	-0.0280904270569818	2.8889914162055774e-06	3	0	2	0.0	0.0	0.0	0	0	0	0.04237963276173939	-1.3399050429871056	0.0007172047220172979	26	15	0	0.009353741496598622	-0.7561258963989701	0.0011178964997235474	2	1	0	0.010262045953177052	-0.010685190445629803	2	1	-0.5310303416107643	0.0	0.0004594975532892627
min_breadth_ge_0.02	low_real_frac	<=	0.29185471738663227	31	35	0.03221545754183678	-0.0014357053682895193	14	1	-1.5940062127395642	0.0	0.0013662605907010343	-0.00047856845609650644	-0.05738008675118186	8.429529047004891e-07	3	0	1	0.0	0.0	0.0	0	0	0	0.04181395256787321	-2.0599287846530077	0.001770984882067485	26	14	0	0.0	0.0	0.0	2	0	0	0.010333846027944175	-0.00047856845609650644	1	1	-0.5293272178510474	0.0	0.00044295695874304637
drop_prob_lt_0.5_and_realaf_lt_0.3	max_xny_median	>=	265.0	31	35	0.03217824578802061	-0.027564102564102577	17	4	-1.0910178822215815	0.217672173921585	0.0005160516444037335	-0.005407230390217362	0.072557391307195	-1.7624907164096963e-06	2	0	1	0.0	0.0	0.0	0	0	0	0.04179306976824422	-1.4208772186731495	0.0006792421144541413	27	16	3	0.0070237050043898686	-0.0198065737509463	-0.00013622103199095736	2	1	0	0.010852386095604181	-0.005407230390217362	2	1	-0.3420316002792252	0.072557391307195	0.00013531464793669357
drop_prob_lt_0.5_and_realaf_lt_0.3	max_real_min_af_median	>=	0.265	31	35	0.03217824578802061	-0.027564102564102577	17	4	-1.0910178822215815	0.217672173921585	0.0005160516444037335	-0.005407230390217362	0.072557391307195	-1.7624907164096963e-06	2	0	1	0.0	0.0	0.0	0	0	0	0.04179306976824422	-1.4208772186731495	0.0006792421144541413	27	16	3	0.0070237050043898686	-0.0198065737509463	-0.00013622103199095736	2	1	0	0.010852386095604181	-0.005407230390217362	2	1	-0.3420316002792252	0.072557391307195	0.00013531464793669357
min_breadth_ge_0.05	method_dropped_rows	<=	28.400000000000006	28	35	0.03208938244065656	-0.018333333333333313	13	2	-1.9107488534662995	0.19677882569514793	0.001340589579303678	-0.0021446655367940806	0.012304203120926616	-1.7817844074248987e-07	2	0	1	0.0	0.0	0.0	0	0	0	0.04114277403852462	-2.4700652766276736	0.0017488339640584782	24	12	1	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	0.012087962499582291	-0.0021446655367940806	2	1	-0.6421102698436951	0.012304203120926616	0.0003999955440759399
min_xny_ge_50	method_dropped_rows	<=	28.400000000000006	28	35	0.03208938244065656	-0.018333333333333313	13	2	-1.9107488534662995	0.19677882569514793	0.001340589579303678	-0.0021446655367940806	0.012304203120926616	-1.7817844074248987e-07	2	0	1	0.0	0.0	0.0	0	0	0	0.04114277403852462	-2.4700652766276736	0.0017488339640584782	24	12	1	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	0.012087962499582291	-0.0021446655367940806	2	1	-0.6421102698436951	0.012304203120926616	0.0003999955440759399
min_breadth_ge_0.05	method_dropped_abundance_fraction	<=	0.0780583040472693	31	35	0.03207794356801593	-0.2123010861328618	14	4	-1.5903983459497564	0.19677882569514793	0.0005021934800973999	-0.032722804651518556	0.018204470476597123	5.486628311309379e-06	3	0	2	-0.07076702871095393	-0.11513148931159378	-0.0006985214222284079	1	0	1	0.05238852007313993	-2.0426592977777926	0.0007390082742143795	25	13	1	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	-0.010436892948183483	-0.07076702871095393	2	2	-0.5625665806202057	0.018204470476597123	-2.5675032254173793e-05
min_xny_ge_50	method_dropped_abundance_fraction	<=	0.0780583040472693	31	35	0.03207794356801593	-0.2123010861328618	14	4	-1.5903983459497564	0.19677882569514793	0.0005021934800973999	-0.032722804651518556	0.018204470476597123	5.486628311309379e-06	3	0	2	-0.07076702871095393	-0.11513148931159378	-0.0006985214222284079	1	0	1	0.05238852007313993	-2.0426592977777926	0.0007390082742143795	25	13	1	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	-0.010436892948183483	-0.07076702871095393	2	2	-0.5625665806202057	0.018204470476597123	-2.5675032254173793e-05
drop_prob_lt_0.5_and_xny_lt_500	max_mean_depth_median	>=	0.270299	31	35	0.03196900571387881	-0.022839771443123436	17	8	-1.9038819838812118	0.7326307232580582	0.0012064642731332866	-0.017728068591369033	0.1717012623290645	-1.0526812251517488e-06	3	0	3	0.0	0.0	0.0	0	0	0	0.042197944916958836	-2.4295966030566576	0.0014913354321435298	26	15	5	0.01637744650098849	-0.7759324701499164	0.00098167546773259	2	2	0	0.010211830706644574	-0.017728068591369033	2	1	-0.7584569527193774	0.1717012623290645	0.0006179895546627421
min_breadth_ge_0.02	max_breadth_median	>=	0.198975	31	35	0.031922371455746716	-0.0014357053682895193	14	1	-1.574208639240163	0.0	0.0013630869487210738	-0.00047856845609650644	-0.05738008675118186	8.429529047004891e-07	3	0	1	0.0	0.0	0.0	0	0	0	0.04143402615997869	-2.0342652634500804	0.0017668709017230918	26	14	0	0.0	0.0	0.0	2	0	0	0.010238864425970546	-0.00047856845609650644	1	1	-0.5229113375503156	0.0	0.0004419284636569481
min_breadth_ge_0.02	low_breadth05_frac	<=	0.3263157894736842	31	35	0.031922371455746716	-0.0014357053682895193	14	1	-1.574208639240163	0.0	0.0013630869487210738	-0.00047856845609650644	-0.05738008675118186	8.429529047004891e-07	3	0	1	0.0	0.0	0.0	0	0	0	0.04143402615997869	-2.0342652634500804	0.0017668709017230918	26	14	0	0.0	0.0	0.0	2	0	0	0.010238864425970546	-0.00047856845609650644	1	1	-0.5229113375503156	0.0	0.0004419284636569481
min_breadth_ge_0.02	method_dropped_rows	<=	28.800000000000004	31	35	0.031922371455746716	-0.0014357053682895193	14	1	-1.574208639240163	0.0	0.0013630869487210738	-0.00047856845609650644	-0.05738008675118186	8.429529047004891e-07	3	0	1	0.0	0.0	0.0	0	0	0	0.04143402615997869	-2.0342652634500804	0.0017668709017230918	26	14	0	0.0	0.0	0.0	2	0	0	0.010238864425970546	-0.00047856845609650644	1	1	-0.5229113375503156	0.0	0.0004419284636569481
min_xny_ge_25	low_prob_breadth_mass_frac	<=	0.09956316967810842	31	35	0.031806618964764846	-0.15659904262594027	15	2	-1.131103332898227	0.0	0.0005328744106006208	-0.0026051475204017516	-0.06003890740786488	7.569152403371268e-07	3	0	1	-0.052199680875313424	-0.07379552078984612	-0.00036741768218577037	1	0	1	0.04697736436229717	-1.4489545209406938	0.0007335227663113711	25	14	0	0.004628655585945718	-0.032670650723041206	-2.7264009274496903e-05	2	1	0	-0.0007997021118680715	-0.052199680875313424	2	2	-0.4038648999653615	-0.032670650723041206	8.489949752286025e-05
min_xny_ge_25	best_mean_filter_drop_mass_frac	<=	0.09956316967810842	31	35	0.031806618964764846	-0.15659904262594027	15	2	-1.131103332898227	0.0	0.0005328744106006208	-0.0026051475204017516	-0.06003890740786488	7.569152403371268e-07	3	0	1	-0.052199680875313424	-0.07379552078984612	-0.00036741768218577037	1	0	1	0.04697736436229717	-1.4489545209406938	0.0007335227663113711	25	14	0	0.004628655585945718	-0.032670650723041206	-2.7264009274496903e-05	2	1	0	-0.0007997021118680715	-0.052199680875313424	2	2	-0.4038648999653615	-0.032670650723041206	8.489949752286025e-05
min_breadth_ge_0.02	low_prob_xny_mass_frac	<=	0.012610981293070807	31	35	0.031759946523387816	-0.11546756622241883	13	2	-1.3992460580198833	0.0	0.0011899557474612608	-0.00047856845609650644	-0.05738008675118186	8.429529047004891e-07	3	0	1	-0.03848918874080628	-0.07949212246928046	-0.00036741350302068226	1	0	1	0.04550005184849192	-1.7986294593716494	0.0015832652893145213	25	13	0	0.0	0.0	0.0	2	0	0	0.0016330736628972845	-0.03848918874080628	1	2	-0.48387541714802795	0.0	0.0003041736847996349
min_breadth_ge_0.05	max_xny_median	>=	452.7	24	35	0.03171549265495262	0.0	11	0	-1.8934464291135835	0.19677882569514793	0.0013540911142214832	0.0	0.0	0.0	1	0	0	0.0	0.0	0.0	0	0	0	0.04041980592333868	-2.446269074342198	0.0017663161561622173	21	10	0	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	0.012443386854984325	0.0	2	0	-0.6392372700525579	0.0	0.00040441063671206026
min_breadth_ge_0.05	max_real_min_af_median	>=	0.4527	24	35	0.03171549265495262	0.0	11	0	-1.8934464291135835	0.19677882569514793	0.0013540911142214832	0.0	0.0	0.0	1	0	0	0.0	0.0	0.0	0	0	0	0.04041980592333868	-2.446269074342198	0.0017663161561622173	21	10	0	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	0.012443386854984325	0.0	2	0	-0.6392372700525579	0.0	0.00040441063671206026
min_xny_ge_50	max_xny_median	>=	452.7	24	35	0.03171549265495262	0.0	11	0	-1.8934464291135835	0.19677882569514793	0.0013540911142214832	0.0	0.0	0.0	1	0	0	0.0	0.0	0.0	0	0	0	0.04041980592333868	-2.446269074342198	0.0017663161561622173	21	10	0	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	0.012443386854984325	0.0	2	0	-0.6392372700525579	0.0	0.00040441063671206026
min_xny_ge_50	max_real_min_af_median	>=	0.4527	24	35	0.03171549265495262	0.0	11	0	-1.8934464291135835	0.19677882569514793	0.0013540911142214832	0.0	0.0	0.0	1	0	0	0.0	0.0	0.0	0	0	0	0.04041980592333868	-2.446269074342198	0.0017663161561622173	21	10	0	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	0.012443386854984325	0.0	2	0	-0.6392372700525579	0.0	0.00040441063671206026
drop_prob_lt_0.7_and_breadth_lt_0.1	max_depth_cv_mean	<=	11.6193571374269	28	35	0.031714608873040555	-0.040826873385012896	13	4	-1.669770712478852	0.0082570659541652	0.0013435925201131253	-0.02345352567450043	-0.08907093129994041	2.678399505055366e-05	3	0	2	0.0	0.0	0.0	0	0	0	0.04371747731777484	-2.1546208201059254	0.00173871800810399	24	13	2	0.0	0.0	0.0	1	0	0	0.005065987910818602	-0.02345352567450043	1	1	-0.5609229378514664	0.0	0.0004413755007886359
min_breadth_ge_0.05	top3_abundance	>=	0.48593329798767015	28	35	0.031506551880262405	-0.09173441734417342	13	3	-1.9764860170277534	0.19677882569514793	0.0012443672004900153	-0.032722804651518556	0.018204470476597123	5.486628311309379e-06	3	0	2	0.0	0.0	0.0	0	0	0	0.04447769369495333	-2.564134222496339	0.0016124589678598743	24	13	1	0.0	0.0	0.0	1	0	0	0.0029387222608586935	-0.032722804651518556	1	1	-0.6364824380049354	0.018204470476597123	0.0004044863990427959
min_xny_ge_50	top3_abundance	>=	0.48593329798767015	28	35	0.031506551880262405	-0.09173441734417342	13	3	-1.9764860170277534	0.19677882569514793	0.0012443672004900153	-0.032722804651518556	0.018204470476597123	5.486628311309379e-06	3	0	2	0.0	0.0	0.0	0	0	0	0.04447769369495333	-2.564134222496339	0.0016124589678598743	24	13	1	0.0	0.0	0.0	1	0	0	0.0029387222608586935	-0.032722804651518556	1	1	-0.6364824380049354	0.018204470476597123	0.0004044863990427959
min_xny_ge_25	top3_abundance	>=	0.48593329798767015	28	35	0.031504227806103194	-0.007815442561205255	14	1	-1.470997593927598	0.0	0.0011420703874372043	-0.0026051475204017516	-0.06003890740786488	7.569152403371268e-07	3	0	1	0.0	0.0	0.0	0	0	0	0.04112827465832655	-1.9001777431571236	0.0014803775116511533	24	14	0	0.0	0.0	0.0	1	0	0	0.0096307817844812	-0.0026051475204017516	1	1	-0.4900541626412471	0.0	0.0003702836067228726
drop_prob_lt_0.7_and_breadth_lt_0.2	probability_mean	<=	0.7939919801116324	18	35	0.03147793248839886	-0.17273442737633715	12	6	-3.426775161684379	0.7654741840761368	0.002844128384662687	0.0	0.0	0.0	0	0	0	-0.14633105961313783	-3.676764734892906	0.010127120355400088	3	0	3	0.0570637339234583	-4.033586535343502	0.002561597496184955	15	12	3	0.0	0.0	0.0	0	0	0	-0.022316831422419883	-0.14633105961313783	1	1	-1.927587817559102	0.0	0.0031721794628962606
min_breadth_ge_0.05	max_zip_af_median	>=	0.8084474	31	35	0.03146913470461453	-0.2347906403940887	16	3	-2.4353661426586823	0.3591673737276011	0.0017648484111451163	0.0	0.0	0.0	0	0	0	-0.1490305755089835	0.004590968597606586	0.0026465339509375387	2	0	2	0.05665940585908378	-3.149267699522616	0.002004719990959052	27	15	1	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	-0.020754357038325275	-0.1490305755089835	2	1	-0.8138391841982607	0.004590968597606586	0.0011256450831456538
min_xny_ge_50	max_zip_af_median	>=	0.8084474	31	35	0.03146913470461453	-0.2347906403940887	16	3	-2.4353661426586823	0.3591673737276011	0.0017648484111451163	0.0	0.0	0.0	0	0	0	-0.1490305755089835	0.004590968597606586	0.0026465339509375387	2	0	2	0.05665940585908378	-3.149267699522616	0.002004719990959052	27	15	1	0.009353741496598622	-0.1106800058680335	-0.00014867360931397622	2	1	0	-0.020754357038325275	-0.1490305755089835	2	1	-0.8138391841982607	0.004590968597606586	0.0011256450831456538
drop_prob_lt_0.7_and_breadth_lt_0.2	max_depth_cv_mean	>=	6.127824784827586	28	35	0.03146644877542352	-0.17273442737633715	16	7	-3.4929113886661742	0.7654741840761368	0.0027911415865678516	0.0	0.0	0.0	0	0	0	-0.14633105961313783	-3.676764734892906	0.010127120355400088	3	0	3	0.055969895606779875	-4.131731598360224	0.0025772688437870287	23	14	4	0.014565852298089932	0.1675743785443391	-0.0011388321592876172	2	2	0	-0.018948827927067008	-0.14633105961313783	2	1	-1.9102304886771977	0.1675743785443391	0.002891389259974875
drop_prob_lt_0.7_and_breadth_lt_0.2	max_depth_cv_mean	>=	7.76983911811594	24	35	0.03146644877542352	-0.17273442737633715	16	7	-3.4929113886661742	0.7654741840761368	0.0027911415865678516	0.0	0.0	0.0	0	0	0	-0.14633105961313783	-3.676764734892906	0.010127120355400088	3	0	3	0.055969895606779875	-4.131731598360224	0.0025772688437870287	19	14	4	0.014565852298089932	0.1675743785443391	-0.0011388321592876172	2	2	0	-0.018948827927067008	-0.14633105961313783	2	1	-1.9102304886771977	0.1675743785443391	0.002891389259974875
drop_prob_lt_0.7_and_breadth_lt_0.1	low_real_frac	<=	0.29185471738663227	31	35	0.0314565298861907	-0.040826873385012896	16	4	-1.8142745352539866	0.11705400251215181	0.0014218626112159135	-0.02345352567450043	-0.08907093129994041	2.678399505055366e-05	3	0	2	0.0	0.0	0.0	0	0	0	0.04269006074248068	-2.2859312647108063	0.0017573720891836378	26	15	2	0.009353741496598622	-0.7561258963989701	0.0011178964997235474	2	1	0	0.007147569141144719	-0.02345352567450043	2	1	-0.7827820231024292	0.0	0.0007255131459894347
drop_prob_lt_0.5_and_breadth_lt_0.2	max_mean_depth_median	>=	0.6132042	24	35	0.031442292700144925	-0.004342162396873683	16	1	-1.1987352716328095	0.6488479620499419	0.0005179395295042712	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0.04039907395900616	-1.5764803452480138	0.0007326985065728996	22	15	0	0.004852623805953027	0.30461740727402464	-0.0008274880724093991	2	1	1	0.011312924441239797	0.0	2	0	-0.3179657344934973	0.30461740727402464	-2.3697391459124895e-05
