panel	sample	method	F1	official_L1_pp	official_Pearson	truth_mass_detected_pct	matched_abs_error_pp	missing_truth_mass_pp	extra_pred_mass_pp	delta_L1_pp	delta_Pearson
cami2_toy_mouse_gut	5	current_selected_abundance	0.8722222222222222	15.414228172610029	0.9917478920123489	97.67162055848611	13.085848731096164	2.3283794415138734	1.7716600070103266	0.0	0.0
cami2_toy_mouse_gut	5	genus_raw_hit_breadth_a0.005	0.8722222222222222	15.342208916343534	0.9917921690923255	97.67162055848611	13.013829474829668	2.3283794415138734	1.771645541663556	-0.07201925626649519	4.4277079976562383e-05
cami2_toy_mouse_gut	5	genus_raw_hit_breadth_a0.01	0.8722222222222222	15.27018966007699	0.9918361451730615	97.67162055848611	12.941810218563138	2.3283794415138734	1.7716310763167875	-0.14403851253303834	8.825316071259248e-05
cami2_toy_mouse_gut	5	genus_raw_hit_breadth_a0.02	0.8722222222222222	15.135362396238275	0.9919231967770831	97.67162055848611	12.806982954724413	2.3283794415138734	1.7716021456232487	-0.27886577637175414	0.00017530476473415213
cami2_toy_mouse_gut	5	genus_raw_hit_breadth_a0.05	0.8722222222222222	14.899154923855203	0.9921771909405569	97.67162055848611	12.570775482341345	2.3283794415138734	1.7715153535426302	-0.5150732487548257	0.0004292989282079773
cami2_toy_mouse_gut	5	genus_raw_hit_breadth_a0.1	0.8722222222222222	14.72438012832194	0.9925769363332178	97.67162055848611	12.39600068680808	2.3283794415138734	1.771370700074935	-0.6898480442880892	0.0008290443208688325
cami2_toy_mouse_gut	5	genus_raw_hit_breadth_a0.25	0.8722222222222222	14.649648625522055	0.9936048337116115	97.67162055848611	12.32126918400819	2.3283794415138734	1.7709367396718485	-0.7645795470879744	0.0018569416992625376
cami2_toy_mouse_gut	5	genus_raw_mean_breadth_a0.005	0.8722222222222222	15.343460764215974	0.9917869596477903	97.67162055848611	13.015081322702116	2.3283794415138734	1.771643256382544	-0.0707674083940546	3.906763544136993e-05
cami2_toy_mouse_gut	5	genus_raw_mean_breadth_a0.01	0.8722222222222222	15.27269335582194	0.9918257428489297	97.67162055848611	12.944313914308067	2.3283794415138734	1.7716265057547604	-0.14153481678808966	7.785083658073955e-05
cami2_toy_mouse_gut	5	genus_raw_mean_breadth_a0.02	0.8722222222222222	15.137215493646409	0.9919024582939776	97.67162055848611	12.808836052132547	2.3283794415138734	1.771593004499194	-0.2770126789636205	0.00015456628162868746
cami2_toy_mouse_gut	5	genus_raw_mean_breadth_a0.05	0.8722222222222222	14.884014022212158	0.9921258390740216	97.67162055848611	12.555634580698289	2.3283794415138734	1.7714925007324966	-0.530214150397871	0.0003779470616727121
cami2_toy_mouse_gut	5	genus_raw_norm_depth_a0.005	0.8722222222222222	15.341622692848272	0.9917925828177638	97.67162055848611	13.013243251334409	2.3283794415138734	1.771645052760345	-0.0726054797617568	4.4690805414915324e-05
cami2_toy_mouse_gut	5	genus_raw_norm_depth_a0.01	0.8722222222222222	15.269017213086494	0.991836967591811	97.67162055848611	12.940637771572625	2.3283794415138734	1.7716300985103646	-0.1452109595235349	8.907557946202793e-05
cami2_toy_mouse_gut	5	genus_raw_norm_depth_a0.02	0.8722222222222222	15.13260693633016	0.9919248215432867	97.67162055848611	12.804227494816288	2.3283794415138734	1.7716001900104017	-0.2816212362798698	0.00017692953093773056
cami2_toy_mouse_gut	5	genus_raw_norm_depth_a0.05	0.8722222222222222	14.894619682966406	0.9921811034623942	97.67162055848611	12.566240241452546	2.3283794415138734	1.7715104645105146	-0.5196084896436233	0.00043321145004526773
cami2_toy_mouse_gut	5	genus_raw_norm_depth_a0.1	0.8722222222222222	14.708439999328208	0.9925842709640386	97.67162055848611	12.38006055781434	2.3283794415138734	1.7713609220107014	-0.705788173281821	0.0008363789516896425
cami2_toy_mouse_gut	5	genus_raw_norm_depth_a0.25	0.8722222222222222	14.602692266860217	0.9936196320112056	97.67162055848611	12.274312825346358	2.3283794415138734	1.7709122945112625	-0.8115359057498122	0.001871739998856703
cami2_toy_mouse_gut	5	genus_raw_prob_a0.005	0.8722222222222222	15.404599634889646	0.9917502629144892	97.67162055848611	13.076220193375779	2.3283794415138734	1.7716538120927143	-0.009628537720383079	2.370902140280684e-06
cami2_toy_mouse_gut	5	genus_raw_prob_a0.01	0.8722222222222222	15.394971097169266	0.9917526204098291	97.67162055848611	13.066591655655394	2.3283794415138734	1.7716476171751026	-0.019257075440762605	4.7283974802248e-06
cami2_toy_mouse_gut	5	genus_raw_prob_a0.02	0.8722222222222222	15.375714021728495	0.99175729520805	97.67162055848611	13.047334580214631	2.3283794415138734	1.7716352273398783	-0.03851415088153409	9.403195701085387e-06
cami2_toy_mouse_gut	5	genus_raw_prob_a0.05	0.8722222222222222	15.320311641763704	0.9917709985656348	97.67162055848611	12.991932200249835	2.3283794415138734	1.7715980578342068	-0.09391653084632523	2.3106553285856535e-05
cami2_toy_mouse_gut	5	global_raw_realaf_a0.1	0.8722222222222222	15.22074791732325	0.991620264762149	97.67162055848611	12.892368475809382	2.3283794415138734	1.7878759571764462	-0.19348025528677937	-0.00012762725019987986
cami2_toy_mouse_gut	5	genus_raw_realaf_a0.005	0.8722222222222222	15.391285101579442	0.9917521610082118	97.67162055848611	13.062905660065585	2.3283794415138734	1.7716464599623334	-0.022943071030587348	4.268995862921621e-06
cami2_toy_mouse_gut	5	genus_raw_realaf_a0.01	0.8722222222222222	15.368342030548861	0.9917563752764108	97.67162055848611	13.039962589035001	2.3283794415138734	1.7716329129143407	-0.04588614206116759	8.483264061887041e-06
cami2_toy_mouse_gut	5	genus_raw_realaf_a0.02	0.8722222222222222	15.32245588848772	0.9917646398528259	97.67162055848611	12.994076446973857	2.3283794415138734	1.7716058188183539	-0.09177228412230853	1.674784047700495e-05
cami2_toy_mouse_gut	5	genus_raw_realaf_a0.05	0.8722222222222222	15.189860358923182	0.991788125910585	97.67162055848611	12.861480917409315	2.3283794415138734	1.771524536530395	-0.22436781368684677	4.023389823604173e-05
cami2_toy_mouse_gut	5	genus_raw_realaf_a0.1	0.8722222222222222	15.076260013358599	0.991822937085562	97.67162055848611	12.747880571844728	2.3283794415138734	1.7713890660504648	-0.33796815925142987	7.504507321309806e-05
cami2_toy_mouse_gut	5	global_raw_xny_a0.1	0.8722222222222222	15.22074791732325	0.991620264762149	97.67162055848611	12.892368475809382	2.3283794415138734	1.7878759571764462	-0.19348025528677937	-0.00012762725019987986
cami2_toy_mouse_gut	5	genus_raw_xny_a0.005	0.8722222222222222	15.391285101579442	0.9917521610082118	97.67162055848611	13.062905660065585	2.3283794415138734	1.7716464599623334	-0.022943071030587348	4.268995862921621e-06
cami2_toy_mouse_gut	5	genus_raw_xny_a0.01	0.8722222222222222	15.368342030548861	0.9917563752764108	97.67162055848611	13.039962589035001	2.3283794415138734	1.7716329129143407	-0.04588614206116759	8.483264061887041e-06
cami2_toy_mouse_gut	5	genus_raw_xny_a0.02	0.8722222222222222	15.32245588848772	0.9917646398528259	97.67162055848611	12.994076446973857	2.3283794415138734	1.7716058188183539	-0.09177228412230853	1.674784047700495e-05
cami2_toy_mouse_gut	5	genus_raw_xny_a0.05	0.8722222222222222	15.189860358923182	0.991788125910585	97.67162055848611	12.861480917409315	2.3283794415138734	1.771524536530395	-0.22436781368684677	4.023389823604173e-05
cami2_toy_mouse_gut	5	genus_raw_xny_a0.1	0.8722222222222222	15.076260013358599	0.991822937085562	97.67162055848611	12.747880571844728	2.3283794415138734	1.7713890660504648	-0.33796815925142987	7.504507321309806e-05
cami2_toy_mouse_gut	6	current_selected_abundance	0.8579387186629526	19.34922376619821	0.974477144863044	98.55702629753166	17.90625006372986	1.4429737024683593	2.8486074814788362	0.0	0.0
cami2_toy_mouse_gut	6	genus_raw_hit_breadth_a0.005	0.8579387186629526	19.285648201974567	0.9746058889697031	98.55702629753166	17.842674499506224	1.4429737024683593	2.8466932700019725	-0.06357556422364397	0.00012874410665908442
cami2_toy_mouse_gut	6	genus_raw_hit_breadth_a0.01	0.8579387186629526	19.222072637750966	0.9747339065623484	98.55702629753166	17.779098935282605	1.4429737024683593	2.844779058525109	-0.1271511284472453	0.0002567616993043309
