method	panel	sample_count	mean_L1_delta_pp	max_worse_L1_delta_pp	improved_samples	worsened_samples	mean_Pearson_delta
genus_raw_mean_breadth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	-0.18437150851605022	0.016220826566398117	1	1	0.0014399106660265004
genus_raw_mean_breadth_a0.1	cami2_toy_mouse_gut	3	-0.6178546386755567	-0.1448186694820448	3	0	0.0009996283127082783
genus_raw_mean_breadth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.35933839940794127	0.1564962552327387	1	2	-0.001107705563365961
genus_raw_mean_breadth_a0.1	hmp_airskin_gtdb_source_abundance	24	-1.6282139581192894	0.5171492175267964	21	3	0.0015415410023028782
genus_raw_mean_breadth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	-0.34343419357463745	0.0830593000478217	1	1	0.002679988277211387
genus_raw_mean_breadth_a0.25	cami2_toy_mouse_gut	3	-0.7032213041900773	-0.09958547657855021	3	0	0.0022503652567688417
genus_raw_mean_breadth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.33819486445114916	0.39214149146228294	1	2	-0.0038580328223869476
genus_raw_mean_breadth_a0.25	hmp_airskin_gtdb_source_abundance	24	-2.2789521586062054	3.0996130795413634	21	3	0.002098872476380733
genus_raw_mean_breadth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	-0.6717451833700396	0.5813288512526267	1	1	0.005332804647307565
genus_raw_norm_depth_a0.005	cami2_toy_mouse_gut	3	-0.04796342000178052	-0.007700482265854625	3	0	6.176822655919641e-05
genus_raw_norm_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.018907171277123307	0.008467282381730001	2	1	-3.883909098053214e-05
genus_raw_norm_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.09745413392758255	0.015682004243178227	23	1	9.577190896932486e-05
genus_raw_norm_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	-0.0387220410111615	-0.029869685012569036	2	0	0.00020481241473158107
genus_raw_norm_depth_a0.01	cami2_toy_mouse_gut	3	-0.09592684000356784	-0.015400964531708361	3	0	0.00012311590396907324
genus_raw_norm_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.03781434255424898	0.016934564763460003	2	1	-7.895948292905668e-05
genus_raw_norm_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.1939640350353126	0.03136400848633514	23	1	0.00018951364622745345
genus_raw_norm_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	-0.06331091756243623	-0.03147304110540716	2	0	0.0004073029036197884
genus_raw_norm_depth_a0.02	cami2_toy_mouse_gut	3	-0.18892011908473952	-0.030801929063414057	3	0	0.00024455319558928473
genus_raw_norm_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.07562868510851455	0.03386912952696264	2	1	-0.00016302405719093027
genus_raw_norm_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.3829911959524068	0.06272801697265962	23	1	0.00037096914969812766
genus_raw_norm_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	-0.10761653872734112	-0.02493548941572321	2	0	0.0008053808959852526
genus_raw_norm_depth_a0.05	cami2_toy_mouse_gut	3	-0.40431719376700936	-0.0770048226585347	3	0	0.0005988649690225056
genus_raw_norm_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.18325872154394318	0.08467282381739949	2	1	-0.000445447998477048
genus_raw_norm_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.9085843968798618	0.15682004243167924	22	2	0.0008682253092533962
genus_raw_norm_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	-0.23428868291352867	0.007166604270297583	1	1	0.0019455078217500699
genus_raw_norm_depth_a0.1	cami2_toy_mouse_gut	3	-0.6611750005679635	-0.13645372530032596	3	0	0.0011564787947474138
genus_raw_norm_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.3452166810001553	0.16936904593697477	2	1	-0.0010145465272970444
genus_raw_norm_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	-1.6367830513990327	0.44016755823859555	22	2	0.0015472092679981685
genus_raw_norm_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	-0.44352248642389025	0.06444296734694355	1	1	0.003672635798471602
genus_raw_norm_depth_a0.25	cami2_toy_mouse_gut	3	-0.8203719537834754	-0.04996804703816604	3	0	0.002590648510984672
genus_raw_norm_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.4874716590599988	0.4238471015712406	2	1	-0.0034155651739404083
genus_raw_norm_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	-2.501355951600027	1.9892785621072555	21	3	0.0025913144996943666
genus_raw_norm_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	-0.9358305291767932	0.5070587921332734	1	1	0.007686817202513518
genus_raw_prob_a0.005	cami2_toy_mouse_gut	3	-0.006585710147463193	-0.002827524822160754	3	0	2.5286269499750582e-06
genus_raw_prob_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.010449056278517332	-0.0015346796705841825	3	0	2.2263359970575713e-05
genus_raw_prob_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.012911821256666234	0.004904535231275986	21	3	1.8021426804894675e-05
genus_raw_prob_a0.005	hmp_gastrooral_gtdb_source_abundance	2	-0.002618638518002925	0.00035820054572965887	1	1	5.029925001209801e-05
genus_raw_prob_a0.01	cami2_toy_mouse_gut	3	-0.013171420294920466	-0.005655049644325061	3	0	5.038055025496924e-06
genus_raw_prob_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.02089811255704414	-0.003069359341154154	3	0	4.438436634564743e-05
genus_raw_prob_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.02582364251333343	0.00980907046256263	21	3	3.593204228572363e-05
genus_raw_prob_a0.01	hmp_gastrooral_gtdb_source_abundance	2	-0.005237277035987198	0.0007164010914539887	1	1	0.0001003607601055001
genus_raw_prob_a0.02	cami2_toy_mouse_gut	3	-0.02634284058983501	-0.01131009928864124	3	0	9.99935262950095e-06
genus_raw_prob_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.04179622511405512	-0.006138718682237254	3	0	8.819935894547697e-05
genus_raw_prob_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.05155660114946503	0.019618140925128813	21	3	7.142137315245545e-05
genus_raw_prob_a0.02	hmp_gastrooral_gtdb_source_abundance	2	-0.010474554072009035	0.0014328021829097537	1	1	0.00019977224551831485
genus_raw_prob_a0.05	cami2_toy_mouse_gut	3	-0.0650674860220836	-0.0282752482216031	3	0	2.4423462156623426e-05
genus_raw_prob_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.10449056278518043	-0.015346796705671295	3	0	0.00021622894429558967
genus_raw_prob_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.1284024996253024	0.04904535231282381	21	3	0.0001752437668597571
genus_raw_prob_a0.05	hmp_gastrooral_gtdb_source_abundance	2	-0.026186385180010596	0.003582005457262838	1	1	0.0004923447670288628
genus_raw_prob_a0.1	cami2_toy_mouse_gut	3	-0.12070217543022614	-0.04035807825807414	3	0	4.6935596793251655e-05
genus_raw_prob_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.20898112557031348	-0.030693593411214692	3	0	0.0004182325421582996
genus_raw_prob_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.2402287499886073	0.1411944454523475	20	4	0.00033952633306373603
genus_raw_prob_a0.1	hmp_gastrooral_gtdb_source_abundance	2	-0.05199931431686711	0.007910923000848058	1	1	0.0009612949446700658
genus_raw_prob_a0.25	cami2_toy_mouse_gut	3	-0.1771423622112991	-0.0478648172672802	3	0	0.0001030988948620785
genus_raw_prob_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.4954017056985928	-0.0767300412250762	3	0	0.0009390305477957606
genus_raw_prob_a0.25	hmp_airskin_gtdb_source_abundance	24	-0.5442416287399904	0.8166228611461275	19	5	0.0007679324291215475
genus_raw_prob_a0.25	hmp_gastrooral_gtdb_source_abundance	2	-0.12678771451073256	0.02619845006501187	1	1	0.002231996984320306
genus_raw_realaf_a0.005	cami2_toy_mouse_gut	3	-0.010334877807650264	-0.0026725516269436866	3	0	-1.8983809931446178e-06
genus_raw_realaf_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.015368614425083157	-0.003365340298628894	3	0	1.680747253722063e-05
genus_raw_realaf_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.025259302202040312	0.0007181122966350983	22	2	3.268054655019189e-05
genus_raw_realaf_a0.005	hmp_gastrooral_gtdb_source_abundance	2	-0.008157499758261189	0.004706313889757396	1	1	8.508396817202835e-05
genus_raw_realaf_a0.01	cami2_toy_mouse_gut	3	-0.020669755615312663	-0.005345103253881156	3	0	-3.841778289270792e-06
genus_raw_realaf_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.030737228850114207	-0.006730680597101468	3	0	3.331433328372194e-05
genus_raw_realaf_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.05017755465422291	0.0014362245932844075	22	2	6.513653971707001e-05
genus_raw_realaf_a0.01	hmp_gastrooral_gtdb_source_abundance	2	-0.016314999516536588	0.009412627779514793	1	1	0.00016990432681524004
genus_raw_realaf_a0.02	cami2_toy_mouse_gut	3	-0.04133951123061497	-0.010690206507761424	3	0	-7.863468692785128e-06
genus_raw_realaf_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.061474457700252096	-0.013461361194245569	3	0	6.542650543802282e-05
genus_raw_realaf_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.09780188174285653	0.0028724491865546042	21	3	0.0001293761862763282
genus_raw_realaf_a0.02	hmp_gastrooral_gtdb_source_abundance	2	-0.03262999903309982	0.018825255558990506	1	1	0.0003387559886410263
genus_raw_realaf_a0.05	cami2_toy_mouse_gut	3	-0.09723442602192496	-0.01643409332558221	3	0	-2.1004954076679166e-05
genus_raw_realaf_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.15144499043577753	-0.0336534029854505	3	0	0.00015455597874725058
genus_raw_realaf_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.2361333775783745	0.06179472640785377	21	3	0.000316740275355105
genus_raw_realaf_a0.05	hmp_gastrooral_gtdb_source_abundance	2	-0.08157499758274778	0.04706313889750113	1	1	0.0008390304304122242
genus_raw_realaf_a0.1	cami2_toy_mouse_gut	3	-0.1473736932199016	-0.015057669579785937	3	0	-4.647717129613316e-05
genus_raw_realaf_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.2879916892293532	-0.06728995681814354	3	0	0.00027911986805525163
genus_raw_realaf_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.4420798914696144	0.16170515418505005	21	3	0.0006113245858386981
genus_raw_realaf_a0.1	hmp_gastrooral_gtdb_source_abundance	2	-0.16168517548522043	0.09705591715558093	1	1	0.00165209844621933
genus_raw_realaf_a0.25	cami2_toy_mouse_gut	3	-0.15628335393280915	0.019184822225630782	2	1	-0.00014931813688460563
genus_raw_realaf_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.6646679630676289	-0.16818153137148784	3	0	0.0004737789723517534
genus_raw_realaf_a0.25	hmp_airskin_gtdb_source_abundance	24	-0.9280885067403283	0.46229084875697524	20	4	0.0013655330053260102
genus_raw_realaf_a0.25	hmp_gastrooral_gtdb_source_abundance	2	-0.401002367431591	0.24906093545184405	1	1	0.0039399379249851485
genus_raw_xny_a0.005	cami2_toy_mouse_gut	3	-0.010334877807650264	-0.0026725516269436866	3	0	-1.8983809931446178e-06
genus_raw_xny_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.015368614425083157	-0.003365340298628894	3	0	1.680747253722063e-05
genus_raw_xny_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.025259302202040312	0.0007181122966350983	22	2	3.268054655019189e-05
genus_raw_xny_a0.005	hmp_gastrooral_gtdb_source_abundance	2	-0.008157499758261189	0.004706313889757396	1	1	8.508396817202835e-05
genus_raw_xny_a0.01	cami2_toy_mouse_gut	3	-0.020669755615312663	-0.005345103253881156	3	0	-3.841778289270792e-06
genus_raw_xny_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.030737228850114207	-0.006730680597101468	3	0	3.331433328372194e-05
genus_raw_xny_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.05017755465422291	0.0014362245932844075	22	2	6.513653971707001e-05
genus_raw_xny_a0.01	hmp_gastrooral_gtdb_source_abundance	2	-0.016314999516536588	0.009412627779514793	1	1	0.00016990432681524004
genus_raw_xny_a0.02	cami2_toy_mouse_gut	3	-0.04133951123061497	-0.010690206507761424	3	0	-7.863468692785128e-06
genus_raw_xny_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.061474457700252096	-0.013461361194245569	3	0	6.542650543802282e-05
genus_raw_xny_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.09780188174285653	0.0028724491865546042	21	3	0.0001293761862763282
genus_raw_xny_a0.02	hmp_gastrooral_gtdb_source_abundance	2	-0.03262999903309982	0.018825255558990506	1	1	0.0003387559886410263
genus_raw_xny_a0.05	cami2_toy_mouse_gut	3	-0.09723442602192496	-0.01643409332558221	3	0	-2.1004954076679166e-05
genus_raw_xny_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.15144499043577753	-0.0336534029854505	3	0	0.00015455597874725058
genus_raw_xny_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.2361333775783745	0.06179472640785377	21	3	0.000316740275355105
genus_raw_xny_a0.05	hmp_gastrooral_gtdb_source_abundance	2	-0.08157499758274778	0.04706313889750113	1	1	0.0008390304304122242
genus_raw_xny_a0.1	cami2_toy_mouse_gut	3	-0.1473736932199016	-0.015057669579785937	3	0	-4.647717129613316e-05
genus_raw_xny_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.2879916892293532	-0.06728995681814354	3	0	0.00027911986805525163
genus_raw_xny_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.4420798914696144	0.16170515418505005	21	3	0.0006113245858386981
genus_raw_xny_a0.1	hmp_gastrooral_gtdb_source_abundance	2	-0.16168517548522043	0.09705591715558093	1	1	0.00165209844621933
genus_raw_xny_a0.25	cami2_toy_mouse_gut	3	-0.15628335393280915	0.019184822225630782	2	1	-0.00014931813688460563
genus_raw_xny_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.6646679630676289	-0.16818153137148784	3	0	0.0004737789723517534
genus_raw_xny_a0.25	hmp_airskin_gtdb_source_abundance	24	-0.9280885067403283	0.46229084875697524	20	4	0.0013655330053260102
genus_raw_xny_a0.25	hmp_gastrooral_gtdb_source_abundance	2	-0.401002367431591	0.24906093545184405	1	1	0.0039399379249851485
genus_raw_zip_a0.005	cami2_toy_mouse_gut	3	-0.005342522015724012	-0.000883177903038046	3	0	-6.735458417672646e-06
genus_raw_zip_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	0.004417953147727379	0.01315670869345098	1	2	2.5143260831361758e-05
genus_raw_zip_a0.005	hmp_airskin_gtdb_source_abundance	24	0.005507173509749608	0.03414379625541031	9	15	4.103226499694672e-06
genus_raw_zip_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.02690014112029626	0.03739271443271264	0	2	-0.00021325672570837728
genus_raw_zip_a0.01	cami2_toy_mouse_gut	3	-0.010629142921848652	-0.0017663558061116191	3	0	-1.3522279510643406e-05
genus_raw_zip_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	0.008835906295485548	0.02631341738690196	1	2	4.971636687286137e-05
genus_raw_zip_a0.01	hmp_airskin_gtdb_source_abundance	24	0.01106897644056811	0.06828759251083483	9	15	7.961123324809471e-06
genus_raw_zip_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.05380028224058808	0.07478542886541106	0	2	-0.0004273206853256384
genus_raw_zip_a0.02	cami2_toy_mouse_gut	3	-0.021159865971661123	-0.0035327116122196855	3	0	-2.7249890606761973e-05
genus_raw_zip_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	0.017671812590956886	0.05262683477382524	1	2	9.715113138516103e-05
genus_raw_zip_a0.02	hmp_airskin_gtdb_source_abundance	24	0.023530112151986155	0.16867590141620425	9	15	1.4941065876762175e-05
genus_raw_zip_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.10760056448116995	0.14957085773083634	0	2	-0.0008578771621183812
genus_raw_zip_a0.05	cami2_toy_mouse_gut	3	-0.036833724439234196	0.03522267664324552	2	1	-6.966233119280278e-05
genus_raw_zip_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	0.044179531477413526	0.13156708693454533	1	2	0.00022574672226035228
genus_raw_zip_a0.05	hmp_airskin_gtdb_source_abundance	24	0.06466061321285754	0.4788633055945333	9	15	2.9996742093095035e-05
genus_raw_zip_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.2690014112029395	0.37392714432711216	0	2	-0.002169097828877087
genus_raw_zip_a0.1	cami2_toy_mouse_gut	3	-0.02507329763568163	0.11970678408919433	2	1	-0.0001444341311123143
genus_raw_zip_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	0.08835906295484126	0.2631341738691404	1	2	0.0003942701857078494
genus_raw_zip_a0.1	hmp_airskin_gtdb_source_abundance	24	0.1410957313008615	0.995842312558409	9	15	3.549561343766753e-05
genus_raw_zip_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.5380028224058373	0.7478542886541675	0	2	-0.004420446325153815
genus_raw_zip_a0.25	cami2_toy_mouse_gut	3	0.12305541202225208	0.3894420651281658	1	2	-0.00039910866771567893
genus_raw_zip_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	0.23448448117489326	0.6985959060361253	1	2	0.0005546281622536379
genus_raw_zip_a0.25	hmp_airskin_gtdb_source_abundance	24	0.42811651254697686	2.5467793334500506	8	16	-9.44754641689453e-05
genus_raw_zip_a0.25	hmp_gastrooral_gtdb_source_abundance	2	1.3450070560146132	1.8696357216354613	0	2	-0.011684380768861802
genus_realaf_norm_depth_a0.005	cami2_toy_mouse_gut	3	-0.0128210336651818	-0.004135269697634669	3	0	-9.703222098996397e-06
genus_realaf_norm_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.012013788005113213	0.0012647269142718187	2	1	-1.4161118243668133e-05
genus_realaf_norm_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.030443906075254785	0.031141288588628413	19	5	5.145280184602752e-05
genus_realaf_norm_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.024011900006190245	0.034113255185630464	0	2	-0.00016343288134434975
genus_realaf_norm_depth_a0.01	cami2_toy_mouse_gut	3	-0.02564206733036478	-0.008270539395279997	3	0	-1.9563195976550023e-05
genus_realaf_norm_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.024027576010245372	0.0025294538285578483	2	1	-2.9158478269194117e-05
genus_realaf_norm_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.057491899495069276	0.06228257717726393	18	6	0.00010193026383284916
genus_realaf_norm_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.04802380001239026	0.06822651037124672	0	2	-0.00032771643245244064
genus_realaf_norm_depth_a0.02	cami2_toy_mouse_gut	3	-0.04341300496886754	0.006029121737298304	2	1	-3.975275391928287e-05
genus_realaf_norm_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.04805515202047891	0.005058907657158329	2	1	-6.16578296082082e-05
genus_realaf_norm_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.10792195981446746	0.12456515435452076	18	6	0.00019996626815916205
genus_realaf_norm_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.09604760002476098	0.13645302074246501	0	2	-0.0006588363881062653
genus_realaf_norm_depth_a0.05	cami2_toy_mouse_gut	3	-0.07286033724355405	0.0846198730934864	2	1	-0.00010406669921958489
genus_realaf_norm_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.11330544529904311	0.012647269142831874	2	1	-0.0001791184581113233
genus_realaf_norm_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.19934435751328947	0.3156977743048124	18	6	0.00047085407534159146
genus_realaf_norm_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.24011900006193176	0.3411325518562194	0	2	-0.0016726318063169932
genus_realaf_norm_depth_a0.1	cami2_toy_mouse_gut	3	-0.04020008714390736	0.21823872678077016	2	1	-0.00022366348110362347
genus_realaf_norm_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.2014093511767001	0.025311532026748296	2	1	-0.0004409217701607145
genus_realaf_norm_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.2595317488271904	0.6402961170872388	17	7	0.0008458476337065377
genus_realaf_norm_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.4814828248298797	0.6822651037124103	0	2	-0.003430462563681125
genus_realaf_norm_depth_a0.25	cami2_toy_mouse_gut	3	0.2291121179687945	0.6535181928178506	1	2	-0.0006740245163725881
genus_realaf_norm_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.44786214382874806	0.06436562999230944	2	1	-0.0017114321868477722
genus_realaf_norm_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	-0.20305017301764805	2.0962233464691415	11	13	0.0014163927957158752
genus_realaf_norm_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	1.222544609560554	1.7056627592810116	0	2	-0.009214701952157123
genus_s_norm_depth_a0.005	cami2_toy_mouse_gut	3	-0.007813106774389253	-0.001746649363584929	3	0	-4.1589283780914714e-06
genus_s_norm_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.004597545446055544	-0.00028765604258040867	3	0	-4.310704693459104e-06
genus_s_norm_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.026698241629507735	0.008302642498234647	18	6	4.3252165660872165e-05
genus_s_norm_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.017095102497078685	0.03144310025749064	0	2	-0.00013288172293351996
genus_s_norm_depth_a0.01	cami2_toy_mouse_gut	3	-0.01558234811338366	-0.0034932987271734106	3	0	-8.37271412360933e-06
genus_s_norm_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.009195090892134772	-0.0005753120851608173	3	0	-9.16046846851278e-06
genus_s_norm_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.052743682203753216	0.016605284996440872	18	6	8.598082522268587e-05
genus_s_norm_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.03419020499417158	0.0628862005150097	0	2	-0.0002663466653330948
genus_s_norm_depth_a0.02	cami2_toy_mouse_gut	3	-0.0310662763547489	-0.00698659745434238	3	0	-1.6964717204433672e-05
genus_s_norm_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.018390181784271913	-0.0011506241703216347	3	0	-2.0476080344907405e-05
genus_s_norm_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.1021234818512445	0.03321056999289418	17	7	0.0001698715701384431
genus_s_norm_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.06838040998834316	0.1257724010300194	0	2	-0.0005350290289375947
genus_s_norm_depth_a0.05	cami2_toy_mouse_gut	3	-0.061016513251381355	0.03004836902499264	2	1	-4.405365093385072e-05
genus_s_norm_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.04174528082252257	-0.002876560425825403	3	0	-6.733135331978464e-05
genus_s_norm_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.23238768474983273	0.12044908671303389	17	7	0.00040908355243506056
genus_s_norm_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.1709510249708437	0.3144310025750201	0	2	-0.0013551458442741526
genus_s_norm_depth_a0.1	cami2_toy_mouse_gut	3	-0.0721217580427241	0.10937649567926222	2	1	-9.356144549022005e-05
genus_s_norm_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.06418639719813513	-0.005753120851665017	3	0	-0.00018830956533100185
genus_s_norm_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.3913686223476384	0.2790138747954245	16	8	0.0007667345703271747
genus_s_norm_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.3419020499416945	0.6288620051500544	0	2	-0.0027692275649988107
genus_s_norm_depth_a0.25	cami2_toy_mouse_gut	3	0.003753795139086099	0.3637002597485264	2	1	-0.0002744593678059015
genus_s_norm_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.10407704881537445	-0.01438280212911991	3	0	-0.0008698274370516993
genus_s_norm_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	-0.6948759576225472	0.7547082390425928	16	8	0.0015421701749781431
genus_s_norm_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	0.8547551248542442	1.5721550128751574	0	2	-0.00737120033154276
genus_s_rel_depth_a0.005	cami2_toy_mouse_gut	3	-0.007813106774389253	-0.001746649363584929	3	0	-4.1589283780914714e-06
genus_s_rel_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.004597545446055544	-0.00028765604258040867	3	0	-4.310704693459104e-06
genus_s_rel_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.026698241629507735	0.008302642498234647	18	6	4.3252165660872165e-05
genus_s_rel_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.017095102497078685	0.03144310025749064	0	2	-0.00013288172293351996
genus_s_rel_depth_a0.01	cami2_toy_mouse_gut	3	-0.01558234811338366	-0.0034932987271734106	3	0	-8.37271412360933e-06
genus_s_rel_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.009195090892134772	-0.0005753120851608173	3	0	-9.16046846851278e-06
genus_s_rel_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.052743682203753216	0.016605284996440872	18	6	8.598082522268587e-05
genus_s_rel_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.03419020499417158	0.0628862005150097	0	2	-0.0002663466653330948
genus_s_rel_depth_a0.02	cami2_toy_mouse_gut	3	-0.0310662763547489	-0.00698659745434238	3	0	-1.6964717204433672e-05
genus_s_rel_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.018390181784271913	-0.0011506241703216347	3	0	-2.0476080344907405e-05
genus_s_rel_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.1021234818512445	0.03321056999289418	17	7	0.0001698715701384431
genus_s_rel_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.06838040998834316	0.1257724010300194	0	2	-0.0005350290289375947
genus_s_rel_depth_a0.05	cami2_toy_mouse_gut	3	-0.061016513251381355	0.03004836902499264	2	1	-4.405365093385072e-05
genus_s_rel_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.04174528082252257	-0.002876560425825403	3	0	-6.733135331978464e-05
genus_s_rel_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.23238768474983273	0.12044908671303389	17	7	0.00040908355243506056
genus_s_rel_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.1709510249708437	0.3144310025750201	0	2	-0.0013551458442741526
genus_s_rel_depth_a0.1	cami2_toy_mouse_gut	3	-0.0721217580427241	0.10937649567926222	2	1	-9.356144549022005e-05
genus_s_rel_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.06418639719813513	-0.005753120851665017	3	0	-0.00018830956533100185
genus_s_rel_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.3913686223476384	0.2790138747954245	16	8	0.0007667345703271747
