rule_type	feature1	op1	threshold1	feature2	op2	threshold2	sample_count	switched_samples	mean_sample_delta_L1_pp	max_sample_worse_L1_pp	improved_samples	worsened_samples	mean_panel_delta_L1_pp	max_panel_worse_L1_pp	improved_panels	worsened_panels
two_feature_and	s_breadth_median	<=	0.6811482000000001	adjusted_base_rows	>=	15.0	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_breadth_median	<=	0.6811482000000001	u_xny_median	<=	574.9	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_breadth_median	<=	0.6811482000000001	u_breadth_median	<=	0.5749	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	u_xny_median	<=	574.9	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	u_breadth_median	<=	0.5749	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	u_xny_median	<=	574.9	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	u_breadth_median	<=	0.5749	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.7984000000000001	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.7984000000000001	u_xny_median	<=	574.9	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.7984000000000001	u_breadth_median	<=	0.5749	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	candidate_added_rows	>=	0.0	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	metadata_candidate_raw_mass_before	>=	0.0	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	n_candidate_calls	>=	0.0	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	>=	0.0	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	candidate_raw_mass	>=	0.0	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	candidate_raw_frac	>=	0.0	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_zip_median	<=	1.0	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	probability_min	>=	0.0	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	1.0558000000000005	u_depth_median	<=	0.685	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.685	u_xny_median	<=	650.0500000000001	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.685	u_breadth_median	<=	0.65005	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.685	adjusted_base_rows	>=	13.1	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.685	adjusted_base_rows	>=	15.0	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.685	s_xny_median	<=	845.3	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.685	xny_max_median	<=	845.3	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.685	s_breadth_median	<=	0.7391689	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.685	u_xny_median	<=	574.9	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.685	u_breadth_median	<=	0.5749	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_xny_median	<=	845.3	u_xny_median	<=	574.9	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	s_xny_median	<=	845.3	u_breadth_median	<=	0.5749	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	xny_max_median	<=	845.3	u_xny_median	<=	574.9	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	xny_max_median	<=	845.3	u_breadth_median	<=	0.5749	32	23	-0.7778799574086177	0.019184822225343	22	1	-0.4948844895442844	-0.15628335393242426	4	0
two_feature_and	adjusted_base_row_frac	>=	0.44179566563467493	top3_abundance	<=	0.749518292500377	32	24	-0.777820225910415	0.2204793383230292	20	4	-0.46626652703939264	-0.15628335393242426	4	0
two_feature_and	blend_perturb_row_frac	>=	0.44179566563467493	top3_abundance	<=	0.749518292500377	32	24	-0.777820225910415	0.2204793383230292	20	4	-0.46626652703939264	-0.15628335393242426	4	0
two_feature_and	probability_mean	<=	0.8826788705173912	abundance_entropy	>=	1.9352491871832622	32	25	-0.7772336208475017	0.2615437606112749	21	4	-0.4647004881205371	-0.15628335393242426	4	0
two_feature_and	adjusted_base_row_frac	>=	0.44179566563467493	u_depth_median	<=	0.7984000000000001	32	22	-0.7771832992750234	0.019184822225343	21	1	-0.46605421816092873	-0.15628335393242426	4	0
two_feature_and	blend_perturb_row_frac	>=	0.44179566563467493	u_depth_median	<=	0.7984000000000001	32	22	-0.7771832992750234	0.019184822225343	21	1	-0.46605421816092873	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.7984000000000001	blend_perturb_base_frac	>=	0.0069480424574381704	32	23	-0.7770913966336488	0.019184822225343	22	1	-0.4946216359526281	-0.15628335393242426	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.6211112684378163	u_xny_median	<=	650.0500000000001	32	22	-0.7770346483792727	0.0392577798145055	20	2	-0.395658456542192	0.0	3	0
two_feature_and	base_mass_multi_genus_frac	>=	0.6211112684378163	u_breadth_median	<=	0.65005	32	22	-0.7770346483792727	0.0392577798145055	20	2	-0.395658456542192	0.0	3	0
two_feature_and	probability_mean	<=	0.8826788705173912	u_zip_median	>=	0.9938931999999999	32	23	-0.7768369240604849	0.2615437606112749	20	3	-0.4017832201799895	0.0	3	0
two_feature_and	probability_mean	<=	0.8826788705173912	u_zip_median	>=	1.0	32	23	-0.7768369240604849	0.2615437606112749	20	3	-0.4017832201799895	0.0	3	0
two_feature_and	max_species_per_genus	>=	5.0	u_xny_median	<=	574.9	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	max_species_per_genus	>=	5.0	u_breadth_median	<=	0.5749	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	5.294014250000002	u_xny_median	<=	574.9	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	5.294014250000002	u_breadth_median	<=	0.5749	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	probability_mean	<=	0.8826788705173912	u_xny_median	<=	574.9	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	probability_mean	<=	0.8826788705173912	u_breadth_median	<=	0.5749	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	1.0558000000000005	u_xny_median	<=	574.9	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	1.0558000000000005	u_breadth_median	<=	0.5749	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	u_xny_median	<=	650.0500000000001	adjusted_base_rows	>=	15.0	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	u_breadth_median	<=	0.65005	adjusted_base_rows	>=	15.0	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	13.1	u_xny_median	<=	574.9	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	13.1	u_breadth_median	<=	0.5749	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	u_xny_median	<=	574.9	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	u_breadth_median	<=	0.5749	32	24	-0.7766531517894144	0.0392577798145055	22	2	-0.49447555433788326	-0.15628335393242426	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.37501510201405147	top3_abundance	<=	0.749518292500377	32	24	-0.7765369627139074	0.2615437606112749	20	4	-0.4358702167371815	-0.15628335393242426	4	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	max_species_per_genus	>=	6.0	32	25	-0.7760994946320944	0.2204793383230292	22	3	-0.49568989523937446	-0.16267829467420525	4	0
two_feature_and	max_species_per_genus	>=	5.0	abundance_entropy	>=	1.9352491871832622	32	27	-0.7760426454694194	0.2615437606112749	22	5	-0.464303496327843	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	abundance_entropy	>=	1.9352491871832622	32	27	-0.7760426454694194	0.2615437606112749	22	5	-0.464303496327843	-0.15628335393242426	4	0
two_feature_and	adjusted_base_row_frac	>=	0.44179566563467493	probability_mean	<=	0.8478367147070053	32	22	-0.7759208938162003	0.0392577798145055	20	2	-0.46703230962858566	-0.16267829467420525	4	0
two_feature_and	blend_perturb_row_frac	>=	0.44179566563467493	probability_mean	<=	0.8478367147070053	32	22	-0.7759208938162003	0.0392577798145055	20	2	-0.46703230962858566	-0.16267829467420525	4	0
two_feature_and	u_xny_median	<=	650.0500000000001	called_rows	>=	28.0	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	u_xny_median	<=	650.0500000000001	eligible_base_rows	>=	26.8	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	u_xny_median	<=	650.0500000000001	n_calls	>=	28.0	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	u_xny_median	<=	650.0500000000001	n_base_calls	>=	26.8	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	u_breadth_median	<=	0.65005	called_rows	>=	28.0	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	u_breadth_median	<=	0.65005	eligible_base_rows	>=	26.8	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	u_breadth_median	<=	0.65005	n_calls	>=	28.0	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	u_breadth_median	<=	0.65005	n_base_calls	>=	26.8	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	called_rows	>=	28.0	blend_perturb_base_frac	>=	0.0069480424574381704	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	eligible_base_rows	>=	26.8	blend_perturb_base_frac	>=	0.0069480424574381704	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	n_calls	>=	28.0	blend_perturb_base_frac	>=	0.0069480424574381704	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	n_base_calls	>=	26.8	blend_perturb_base_frac	>=	0.0069480424574381704	32	24	-0.7758645910144455	0.0392577798145055	22	2	-0.494212700746227	-0.15628335393242426	4	0
two_feature_and	probability_mean	<=	0.8478367147070053	blend_perturb_base_frac	>=	0.0069480424574381704	32	23	-0.7758289911748257	0.0392577798145055	21	2	-0.49559972742028496	-0.16267829467420525	4	0
single	u_zip_median	>=	0.9938931999999999				32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
single	u_zip_median	>=	1.0				32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	max_species_per_genus	>=	5.0	u_zip_median	>=	0.9938931999999999	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	max_species_per_genus	>=	5.0	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	candidate_added_rows	>=	0.0	u_zip_median	>=	0.9938931999999999	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	candidate_added_rows	>=	0.0	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	metadata_candidate_raw_mass_before	>=	0.0	u_zip_median	>=	0.9938931999999999	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	metadata_candidate_raw_mass_before	>=	0.0	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	n_candidate_calls	>=	0.0	u_zip_median	>=	0.9938931999999999	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	n_candidate_calls	>=	0.0	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	candidate_call_frac	>=	0.0	u_zip_median	>=	0.9938931999999999	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	candidate_call_frac	>=	0.0	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	candidate_raw_mass	>=	0.0	u_zip_median	>=	0.9938931999999999	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	candidate_raw_mass	>=	0.0	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	candidate_raw_frac	>=	0.0	u_zip_median	>=	0.9938931999999999	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	candidate_raw_frac	>=	0.0	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	u_zip_median	<=	1.0	u_zip_median	>=	0.9938931999999999	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	u_zip_median	<=	1.0	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	probability_min	>=	0.0	u_zip_median	>=	0.9938931999999999	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	probability_min	>=	0.0	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	u_zip_median	>=	0.9938931999999999	u_zip_median	>=	1.0	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	u_zip_median	>=	0.9938931999999999	u_zip_median	>=	0.7228884	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	u_zip_median	>=	1.0	u_zip_median	>=	0.7228884	32	25	-0.7756459486824026	0.2615437606112749	21	4	-0.40138622838729543	0.0	3	0
two_feature_and	s_xny_median	<=	922.05	u_zip_median	>=	0.7228884	32	24	-0.7751607248824499	0.2615437606112749	21	3	-0.4105274276798093	-0.04252772827046766	4	0
two_feature_and	s_xny_mean	<=	848.9395833333334	u_zip_median	>=	0.7228884	32	24	-0.7751607248824499	0.2615437606112749	21	3	-0.4105274276798093	-0.04252772827046766	4	0
two_feature_and	xny_max_median	<=	922.05	u_zip_median	>=	0.7228884	32	24	-0.7751607248824499	0.2615437606112749	21	3	-0.4105274276798093	-0.04252772827046766	4	0
two_feature_and	u_depth_median	<=	0.7984000000000001	blend_perturb_max_frac	>=	0.002050987256114475	32	21	-0.7749278160294272	0.0	21	0	-0.4952993357051521	-0.16267829467420525	4	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	u_depth_median	<=	0.685	32	21	-0.7749278160294272	0.0	21	0	-0.4952993357051521	-0.16267829467420525	4	0
two_feature_and	u_depth_median	<=	0.685	max_species_per_genus	>=	6.0	32	21	-0.7749278160294272	0.0	21	0	-0.4952993357051521	-0.16267829467420525	4	0
two_feature_and	u_depth_median	<=	0.685	blend_perturb_max_frac	>=	0.002050987256114475	32	21	-0.7749278160294272	0.0	21	0	-0.4952993357051521	-0.16267829467420525	4	0
two_feature_and	adjusted_base_row_frac	>=	0.44179566563467493	u_depth_median	<=	1.0558000000000005	32	25	-0.7747655182777378	0.2204793383230292	22	3	-0.4652482911618335	-0.15628335393242426	4	0
two_feature_and	blend_perturb_row_frac	>=	0.44179566563467493	u_depth_median	<=	1.0558000000000005	32	25	-0.7747655182777378	0.2204793383230292	22	3	-0.4652482911618335	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	2.08587515	probability_mean	<=	0.8393664441592499	32	20	-0.7746981395659689	0.0	20	0	-0.4689398404831818	-0.04252772827046766	4	0
two_feature_and	probability_mean	<=	0.8393664441592499	blend_perturb_max_frac	>=	0.002050987256114475	32	20	-0.7746981395659689	0.0	20	0	-0.4689398404831818	-0.04252772827046766	4	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	probability_mean	<=	0.8393664441592499	32	21	-0.774588224763674	0.0035172736734416	20	1	-0.4689032022157501	-0.04252772827046766	4	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	u_zip_median	>=	0.9938931999999999	32	22	-0.77456852018326	0.2204793383230292	19	3	-0.43099564145762315	0.0	3	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	u_zip_median	>=	1.0	32	22	-0.77456852018326	0.2204793383230292	19	3	-0.43099564145762315	0.0	3	0
two_feature_and	s_xny_median	<=	922.05	u_depth_median	<=	1.0558000000000005	32	26	-0.7743763854356795	0.2615437606112749	23	3	-0.4637480763165964	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	848.9395833333334	u_depth_median	<=	1.0558000000000005	32	26	-0.7743763854356795	0.2615437606112749	23	3	-0.4637480763165964	-0.15628335393242426	4	0
two_feature_and	xny_max_median	<=	922.05	u_depth_median	<=	1.0558000000000005	32	26	-0.7743763854356795	0.2615437606112749	23	3	-0.4637480763165964	-0.15628335393242426	4	0
two_feature_and	s_xny_median	<=	922.05	adjusted_base_rows	>=	13.1	32	27	-0.7742664706333846	0.2615437606112749	23	4	-0.4637114380491647	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	848.9395833333334	adjusted_base_rows	>=	13.1	32	27	-0.7742664706333846	0.2615437606112749	23	4	-0.4637114380491647	-0.15628335393242426	4	0
two_feature_and	xny_max_median	<=	922.05	adjusted_base_rows	>=	13.1	32	27	-0.7742664706333846	0.2615437606112749	23	4	-0.4637114380491647	-0.15628335393242426	4	0
two_feature_and	s_xny_median	<=	922.05	candidate_call_frac	<=	0.037037037037037035	32	26	-0.7741737622781248	0.2615437606112749	22	4	-0.46368053526407815	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	848.9395833333334	candidate_call_frac	<=	0.037037037037037035	32	26	-0.7741737622781248	0.2615437606112749	22	4	-0.46368053526407815	-0.15628335393242426	4	0
two_feature_and	xny_max_median	<=	922.05	candidate_call_frac	<=	0.037037037037037035	32	26	-0.7741737622781248	0.2615437606112749	22	4	-0.46368053526407815	-0.15628335393242426	4	0
single	u_xny_median	<=	650.0500000000001				32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
single	u_breadth_median	<=	0.65005				32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	candidate_added_rows	>=	0.0	u_xny_median	<=	650.0500000000001	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	candidate_added_rows	>=	0.0	u_breadth_median	<=	0.65005	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	metadata_candidate_raw_mass_before	>=	0.0	u_xny_median	<=	650.0500000000001	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	metadata_candidate_raw_mass_before	>=	0.0	u_breadth_median	<=	0.65005	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	n_candidate_calls	>=	0.0	u_xny_median	<=	650.0500000000001	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	n_candidate_calls	>=	0.0	u_breadth_median	<=	0.65005	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	>=	0.0	u_xny_median	<=	650.0500000000001	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	>=	0.0	u_breadth_median	<=	0.65005	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	candidate_raw_mass	>=	0.0	u_xny_median	<=	650.0500000000001	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	candidate_raw_mass	>=	0.0	u_breadth_median	<=	0.65005	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	candidate_raw_frac	>=	0.0	u_xny_median	<=	650.0500000000001	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	candidate_raw_frac	>=	0.0	u_breadth_median	<=	0.65005	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	u_zip_median	<=	1.0	u_xny_median	<=	650.0500000000001	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	u_zip_median	<=	1.0	u_breadth_median	<=	0.65005	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	probability_min	>=	0.0	u_xny_median	<=	650.0500000000001	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	probability_min	>=	0.0	u_breadth_median	<=	0.65005	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	u_xny_median	<=	650.0500000000001	u_breadth_median	<=	0.65005	32	28	-0.7740936020432827	0.9934199183847312	24	4	-0.49362237108917273	-0.15628335393242426	4	0
two_feature_and	max_species_per_genus	>=	6.0	u_xny_median	<=	574.9	32	22	-0.7737010104102239	0.0392577798145055	21	1	-0.494890400498751	-0.16267829467420525	4	0
two_feature_and	max_species_per_genus	>=	6.0	u_breadth_median	<=	0.5749	32	22	-0.7737010104102239	0.0392577798145055	21	1	-0.494890400498751	-0.16267829467420525	4	0
two_feature_and	adjusted_base_rows	>=	15.0	blend_perturb_max_frac	>=	0.002050987256114475	32	22	-0.7737010104102239	0.0392577798145055	21	1	-0.494890400498751	-0.16267829467420525	4	0
single	max_species_per_genus	>=	6.0				32	27	-0.7736252560575044	0.2615437606112749	23	4	-0.46489659314446924	-0.16267829467420525	4	0
two_feature_and	max_species_per_genus	>=	5.0	max_species_per_genus	>=	6.0	32	27	-0.7736252560575044	0.2615437606112749	23	4	-0.46489659314446924	-0.16267829467420525	4	0
two_feature_and	candidate_added_rows	>=	0.0	max_species_per_genus	>=	6.0	32	27	-0.7736252560575044	0.2615437606112749	23	4	-0.46489659314446924	-0.16267829467420525	4	0
two_feature_and	metadata_candidate_raw_mass_before	>=	0.0	max_species_per_genus	>=	6.0	32	27	-0.7736252560575044	0.2615437606112749	23	4	-0.46489659314446924	-0.16267829467420525	4	0
two_feature_and	n_candidate_calls	>=	0.0	max_species_per_genus	>=	6.0	32	27	-0.7736252560575044	0.2615437606112749	23	4	-0.46489659314446924	-0.16267829467420525	4	0
two_feature_and	candidate_call_frac	>=	0.0	max_species_per_genus	>=	6.0	32	27	-0.7736252560575044	0.2615437606112749	23	4	-0.46489659314446924	-0.16267829467420525	4	0
two_feature_and	candidate_raw_mass	>=	0.0	max_species_per_genus	>=	6.0	32	27	-0.7736252560575044	0.2615437606112749	23	4	-0.46489659314446924	-0.16267829467420525	4	0
two_feature_and	candidate_raw_frac	>=	0.0	max_species_per_genus	>=	6.0	32	27	-0.7736252560575044	0.2615437606112749	23	4	-0.46489659314446924	-0.16267829467420525	4	0
two_feature_and	u_zip_median	<=	1.0	max_species_per_genus	>=	6.0	32	27	-0.7736252560575044	0.2615437606112749	23	4	-0.46489659314446924	-0.16267829467420525	4	0
