rule_type	feature1	op1	threshold1	feature2	op2	threshold2	sample_count	switched_samples	mean_sample_delta_L1_pp	max_sample_worse_L1_pp	improved_samples	worsened_samples	mean_panel_delta_L1_pp	max_panel_worse_L1_pp	improved_panels	worsened_panels
two_feature_and	s_xny_mean	<=	783.8035164835164	base_mass_multi_genus_frac	>=	0.6211112684378163	32	21	-0.7585285616106148	0.2615437606112749	19	2	-0.3595212050492641	0.13077188030563744	3	1
two_feature_and	s_depth_median	<=	3.0571624000000006	base_mass_multi_genus_frac	>=	0.6211112684378163	32	21	-0.7585285616106148	0.2615437606112749	19	2	-0.3595212050492641	0.13077188030563744	3	1
two_feature_and	max_species_per_genus	>=	6.0	adjusted_base_rows	>=	13.1	32	25	-0.7585278737662318	0.2615437606112749	21	4	-0.4598641323807117	-0.16267829467420525	4	0
two_feature_and	u_zip_median	>=	0.9938931999999999	s_breadth_median	<=	0.7391689	32	22	-0.7584972096714264	0.2615437606112749	19	3	-0.39566998205030335	0.0	3	0
two_feature_and	u_zip_median	>=	1.0	s_breadth_median	<=	0.7391689	32	22	-0.7584972096714264	0.2615437606112749	19	3	-0.39566998205030335	0.0	3	0
two_feature_and	s_depth_median	<=	2.08587515	u_zip_median	>=	0.9938931999999999	32	17	-0.7584548570382594	0.0	17	0	-0.4256244204092896	0.0	3	0
two_feature_and	s_depth_median	<=	2.08587515	u_zip_median	>=	1.0	32	17	-0.7584548570382594	0.0	17	0	-0.4256244204092896	0.0	3	0
two_feature_and	u_depth_median	<=	0.7984000000000001	u_zip_median	>=	0.7228884	32	21	-0.7583454668501126	0.2615437606112749	20	1	-0.4049223416690302	-0.04252772827046766	4	0
two_feature_and	u_depth_median	<=	1.0558000000000005	top3_abundance	<=	0.749518292500377	32	25	-0.758198054038734	0.2615437606112749	21	4	-0.4583552991842812	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	19.299999999999997	top3_abundance	<=	0.749518292500377	32	21	-0.7581499589379396	0.0392577798145055	19	2	-0.48830782338739165	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	19.299999999999997	abundance_entropy	>=	1.9352491871832622	32	21	-0.7581499589379396	0.0392577798145055	19	2	-0.48830782338739165	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	13.1	top3_abundance	<=	0.749518292500377	32	26	-0.7580881392364389	0.2615437606112749	21	5	-0.4583186609168495	-0.15628335393242426	4	0
two_feature_and	called_rows	>=	24.2	top3_abundance	<=	0.749518292500377	32	26	-0.7580881392364389	0.2615437606112749	21	5	-0.4583186609168495	-0.15628335393242426	4	0
two_feature_and	eligible_base_rows	>=	22.4	top3_abundance	<=	0.749518292500377	32	26	-0.7580881392364389	0.2615437606112749	21	5	-0.4583186609168495	-0.15628335393242426	4	0
two_feature_and	n_calls	>=	24.2	top3_abundance	<=	0.749518292500377	32	26	-0.7580881392364389	0.2615437606112749	21	5	-0.4583186609168495	-0.15628335393242426	4	0
two_feature_and	n_base_calls	>=	22.4	top3_abundance	<=	0.749518292500377	32	26	-0.7580881392364389	0.2615437606112749	21	5	-0.4583186609168495	-0.15628335393242426	4	0
two_feature_and	multi_species_genus_count	>=	3.1	top3_abundance	<=	0.749518292500377	32	26	-0.7580881392364389	0.2615437606112749	21	5	-0.4583186609168495	-0.15628335393242426	4	0
two_feature_and	multi_species_genus_count	>=	4.0	top3_abundance	<=	0.749518292500377	32	26	-0.7580881392364389	0.2615437606112749	21	5	-0.4583186609168495	-0.15628335393242426	4	0
single	u_zip_median	>=	0.7228884				32	28	-0.7579869291049963	0.9934199183847312	23	5	-0.4048028290873248	-0.04252772827046766	4	0
two_feature_and	candidate_added_rows	>=	0.0	u_zip_median	>=	0.7228884	32	28	-0.7579869291049963	0.9934199183847312	23	5	-0.4048028290873248	-0.04252772827046766	4	0
two_feature_and	metadata_candidate_raw_mass_before	>=	0.0	u_zip_median	>=	0.7228884	32	28	-0.7579869291049963	0.9934199183847312	23	5	-0.4048028290873248	-0.04252772827046766	4	0
two_feature_and	n_candidate_calls	>=	0.0	u_zip_median	>=	0.7228884	32	28	-0.7579869291049963	0.9934199183847312	23	5	-0.4048028290873248	-0.04252772827046766	4	0
two_feature_and	candidate_call_frac	>=	0.0	u_zip_median	>=	0.7228884	32	28	-0.7579869291049963	0.9934199183847312	23	5	-0.4048028290873248	-0.04252772827046766	4	0
two_feature_and	candidate_raw_mass	>=	0.0	u_zip_median	>=	0.7228884	32	28	-0.7579869291049963	0.9934199183847312	23	5	-0.4048028290873248	-0.04252772827046766	4	0
two_feature_and	candidate_raw_frac	>=	0.0	u_zip_median	>=	0.7228884	32	28	-0.7579869291049963	0.9934199183847312	23	5	-0.4048028290873248	-0.04252772827046766	4	0
two_feature_and	u_zip_median	<=	1.0	u_zip_median	>=	0.7228884	32	28	-0.7579869291049963	0.9934199183847312	23	5	-0.4048028290873248	-0.04252772827046766	4	0
two_feature_and	probability_min	>=	0.0	u_zip_median	>=	0.7228884	32	28	-0.7579869291049963	0.9934199183847312	23	5	-0.4048028290873248	-0.04252772827046766	4	0
two_feature_and	probability_mean	<=	0.8478367147070053	s_breadth_median	<=	0.6103651	32	20	-0.7579803812362824	0.0	20	0	-0.41930397945395065	0.0	3	0
two_feature_and	adjusted_base_row_frac	>=	0.44179566563467493	s_breadth_median	<=	0.6103651	32	20	-0.757905260559722	0.019184822225343	19	1	-0.3892819939356751	0.0	3	0
two_feature_and	blend_perturb_row_frac	>=	0.44179566563467493	s_breadth_median	<=	0.6103651	32	20	-0.757905260559722	0.019184822225343	19	1	-0.3892819939356751	0.0	3	0
two_feature_and	base_mass_multi_genus_frac	>=	0.37501510201405147	s_breadth_median	<=	0.6103651	32	20	-0.757905260559722	0.019184822225343	19	1	-0.3892819939356751	0.0	3	0
two_feature_and	blend_perturb_base_frac	>=	0.013846792593400018	u_zip_median	>=	0.9938931999999999	32	18	-0.7576605537956631	0.0392577798145055	17	1	-0.4253596526617575	0.0	3	0
two_feature_and	blend_perturb_base_frac	>=	0.013846792593400018	u_zip_median	>=	1.0	32	18	-0.7576605537956631	0.0392577798145055	17	1	-0.4253596526617575	0.0	3	0
two_feature_and	probability_min	<=	0.517038781871124	u_zip_median	>=	0.9938931999999999	32	23	-0.7575987340941625	0.2615437606112749	19	4	-0.39537049019121534	0.0	3	0
two_feature_and	probability_min	<=	0.517038781871124	u_zip_median	>=	1.0	32	23	-0.7575987340941625	0.2615437606112749	19	4	-0.39537049019121534	0.0	3	0
two_feature_and	u_depth_median	<=	0.7984000000000001	probability_mean	<=	0.8478367147070053	32	22	-0.7575255275637226	0.2615437606112749	21	1	-0.45953001697987533	-0.16267829467420525	4	0
two_feature_and	probability_mean	<=	0.8478367147070053	s_xny_median	<=	845.3	32	22	-0.7575255275637226	0.2615437606112749	21	1	-0.45953001697987533	-0.16267829467420525	4	0
two_feature_and	probability_mean	<=	0.8478367147070053	xny_max_median	<=	845.3	32	22	-0.7575255275637226	0.2615437606112749	21	1	-0.45953001697987533	-0.16267829467420525	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.37501510201405147	s_xny_median	<=	845.3	32	22	-0.7574504068871621	0.2615437606112749	20	2	-0.42950803146159977	-0.15628335393242426	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.37501510201405147	xny_max_median	<=	845.3	32	22	-0.7574504068871621	0.2615437606112749	20	2	-0.42950803146159977	-0.15628335393242426	4	0
two_feature_and	s_breadth_median	<=	0.6103651	top1_abundance	<=	0.5449778717218927	32	21	-0.7573808555417404	0.019184822225343	20	1	-0.4177052442685054	0.0	3	0
two_feature_and	s_xny_mean	<=	783.8035164835164	called_rows	>=	28.0	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	eligible_base_rows	>=	26.8	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	n_calls	>=	28.0	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	n_base_calls	>=	26.8	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	called_rows	>=	24.2	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	eligible_base_rows	>=	22.4	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	n_calls	>=	24.2	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	n_base_calls	>=	22.4	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	multi_species_genus_count	>=	3.1	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_xny_mean	<=	783.8035164835164	multi_species_genus_count	>=	4.0	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	called_rows	>=	28.0	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	eligible_base_rows	>=	26.8	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	n_calls	>=	28.0	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	n_base_calls	>=	26.8	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	called_rows	>=	24.2	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	eligible_base_rows	>=	22.4	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	n_calls	>=	24.2	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	n_base_calls	>=	22.4	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	multi_species_genus_count	>=	3.1	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	s_depth_median	<=	3.0571624000000006	multi_species_genus_count	>=	4.0	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	u_depth_median	<=	0.7984000000000001	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	called_rows	>=	28.0	s_xny_median	<=	845.3	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	called_rows	>=	28.0	xny_max_median	<=	845.3	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	eligible_base_rows	>=	26.8	s_xny_median	<=	845.3	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	eligible_base_rows	>=	26.8	xny_max_median	<=	845.3	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	n_calls	>=	28.0	s_xny_median	<=	845.3	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	n_calls	>=	28.0	xny_max_median	<=	845.3	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	n_base_calls	>=	26.8	s_xny_median	<=	845.3	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	n_base_calls	>=	26.8	xny_max_median	<=	845.3	32	23	-0.7573585042457877	0.2615437606112749	21	2	-0.45807544925329907	-0.15628335393242426	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.6211112684378163	s_breadth_median	<=	0.7391689	32	22	-0.7573017559914115	0.2615437606112749	19	3	-0.35911226984286304	0.13077188030563744	3	1
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	u_zip_median	>=	0.7228884	32	25	-0.7569095006058537	0.9934199183847312	21	4	-0.4344122421576525	-0.04252772827046766	4	0
two_feature_and	probability_mean	<=	0.8478367147070053	u_zip_median	>=	0.7228884	32	22	-0.7564835356967476	0.2615437606112749	19	3	-0.4043016979512419	-0.04252772827046766	4	0
two_feature_and	probability_min	<=	0.517038781871124	base_mass_multi_genus_frac	>=	0.6211112684378163	32	23	-0.7564032804141476	0.2615437606112749	19	4	-0.3588127779837751	0.13077188030563744	3	1
two_feature_and	probability_mean	<=	0.8478367147070053	u_depth_median	<=	1.0558000000000005	32	23	-0.7562987219445193	0.2615437606112749	21	2	-0.4591210817734742	-0.16267829467420525	4	0
two_feature_and	probability_mean	<=	0.8478367147070053	adjusted_base_rows	>=	13.1	32	24	-0.7561888071422243	0.2615437606112749	21	3	-0.45908444350604255	-0.16267829467420525	4	0
two_feature_and	probability_mean	<=	0.8478367147070053	adjusted_base_rows	>=	15.0	32	24	-0.7561888071422243	0.2615437606112749	21	3	-0.45908444350604255	-0.16267829467420525	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	called_rows	>=	28.0	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	eligible_base_rows	>=	26.8	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	n_calls	>=	28.0	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	n_base_calls	>=	26.8	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	called_rows	>=	28.0	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	eligible_base_rows	>=	26.8	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	n_calls	>=	28.0	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	n_base_calls	>=	26.8	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	called_rows	>=	28.0	s_breadth_median	<=	0.7391689	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	eligible_base_rows	>=	26.8	s_breadth_median	<=	0.7391689	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	n_calls	>=	28.0	s_breadth_median	<=	0.7391689	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	n_base_calls	>=	26.8	s_breadth_median	<=	0.7391689	32	24	-0.7561316986265844	0.2615437606112749	21	3	-0.45766651404689795	-0.15628335393242426	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.37501510201405147	adjusted_base_rows	>=	15.0	32	24	-0.7561136864656639	0.2615437606112749	20	4	-0.429062457987767	-0.15628335393242426	4	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	top3_abundance	<=	0.749518292500377	32	25	-0.7560800200840547	0.9934199183847312	21	4	-0.48901673705669463	-0.16267829467420525	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	adjusted_base_rows	>=	15.0	32	25	-0.7560217838242893	0.2615437606112749	21	4	-0.4576298757794663	-0.15628335393242426	4	0
two_feature_and	probability_min	<=	0.517038781871124	adjusted_base_rows	>=	15.0	32	25	-0.7560217838242893	0.2615437606112749	21	4	-0.4576298757794663	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	called_rows	>=	24.2	32	25	-0.7560217838242893	0.2615437606112749	21	4	-0.4576298757794663	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	eligible_base_rows	>=	22.4	32	25	-0.7560217838242893	0.2615437606112749	21	4	-0.4576298757794663	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	n_calls	>=	24.2	32	25	-0.7560217838242893	0.2615437606112749	21	4	-0.4576298757794663	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	n_base_calls	>=	22.4	32	25	-0.7560217838242893	0.2615437606112749	21	4	-0.4576298757794663	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	multi_species_genus_count	>=	3.1	32	25	-0.7560217838242893	0.2615437606112749	21	4	-0.4576298757794663	-0.15628335393242426	4	0
two_feature_and	adjusted_base_rows	>=	15.0	multi_species_genus_count	>=	4.0	32	25	-0.7560217838242893	0.2615437606112749	21	4	-0.4576298757794663	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	1.0558000000000005	u_zip_median	>=	0.7228884	32	24	-0.755927685852827	0.2615437606112749	21	3	-0.40411641466993503	-0.04252772827046766	4	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	s_xny_mean	<=	743.4134751773049	32	20	-0.7557424856693854	0.0	20	0	-0.418558014264985	0.0	3	0
two_feature_and	max_species_per_genus	>=	6.0	s_xny_mean	<=	743.4134751773049	32	20	-0.7557424856693854	0.0	20	0	-0.418558014264985	0.0	3	0
two_feature_and	blend_perturb_max_frac	>=	0.002050987256114475	s_xny_mean	<=	743.4134751773049	32	20	-0.7557424856693854	0.0	20	0	-0.418558014264985	0.0	3	0
two_feature_and	s_xny_median	<=	845.3	blend_perturb_base_frac	>=	0.009562064967434643	32	21	-0.7556896260631047	0.2204793383230292	20	1	-0.488886605716378	-0.16267829467420525	4	0
two_feature_and	xny_max_median	<=	845.3	blend_perturb_base_frac	>=	0.009562064967434643	32	21	-0.7556896260631047	0.2204793383230292	20	1	-0.488886605716378	-0.16267829467420525	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.37501510201405147	called_rows	>=	28.0	32	23	-0.7554350404929899	0.2615437606112749	20	3	-0.42883624266354237	-0.15628335393242426	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.37501510201405147	eligible_base_rows	>=	26.8	32	23	-0.7554350404929899	0.2615437606112749	20	3	-0.42883624266354237	-0.15628335393242426	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.37501510201405147	n_calls	>=	28.0	32	23	-0.7554350404929899	0.2615437606112749	20	3	-0.42883624266354237	-0.15628335393242426	4	0
two_feature_and	base_mass_multi_genus_frac	>=	0.37501510201405147	n_base_calls	>=	26.8	32	23	-0.7554350404929899	0.2615437606112749	20	3	-0.42883624266354237	-0.15628335393242426	4	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	adjusted_base_row_frac	>=	0.4558333333333333	32	24	-0.7553065929087055	0.2204793383230292	21	3	-0.3577009525830374	0.0	3	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	blend_perturb_row_frac	>=	0.4558333333333333	32	24	-0.7553065929087055	0.2204793383230292	21	3	-0.3577009525830374	0.0	3	0
two_feature_and	u_zip_median	>=	0.9938931999999999	top3_abundance	<=	0.749518292500377	32	22	-0.7549954189601479	0.2615437606112749	18	4	-0.39450271847987717	0.0	3	0
two_feature_and	u_zip_median	>=	1.0	top3_abundance	<=	0.749518292500377	32	22	-0.7549954189601479	0.2615437606112749	18	4	-0.39450271847987717	0.0	3	0
two_feature_and	u_depth_median	<=	0.685	u_zip_median	>=	0.7228884	32	19	-0.754959059500456	0.0	19	0	-0.43376209512251995	-0.04252772827046766	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	u_depth_median	<=	1.0558000000000005	32	26	-0.7549407232485021	0.2615437606112749	22	4	-0.4572695222542039	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	called_rows	>=	24.2	32	27	-0.754830808446207	0.2615437606112749	22	5	-0.4572328839867722	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	eligible_base_rows	>=	22.4	32	27	-0.754830808446207	0.2615437606112749	22	5	-0.4572328839867722	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	n_calls	>=	24.2	32	27	-0.754830808446207	0.2615437606112749	22	5	-0.4572328839867722	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	n_base_calls	>=	22.4	32	27	-0.754830808446207	0.2615437606112749	22	5	-0.4572328839867722	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	multi_species_genus_count	>=	3.1	32	27	-0.754830808446207	0.2615437606112749	22	5	-0.4572328839867722	-0.15628335393242426	4	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	multi_species_genus_count	>=	4.0	32	27	-0.754830808446207	0.2615437606112749	22	5	-0.4572328839867722	-0.15628335393242426	4	0
two_feature_and	u_depth_median	<=	0.7984000000000001	abundance_entropy	>=	1.9352491871832622	32	22	-0.7547551891117731	0.2615437606112749	20	2	-0.4572076775419609	-0.15628335393242426	4	0
two_feature_and	blend_perturb_max_frac	>=	0.001848269724903565	raw_mass_sum	<=	848.3792632527429	32	25	-0.754585595888773	0.2204793383230292	22	3	-0.472921462254581	-0.16267829467420525	4	0
two_feature_and	u_depth_median	<=	1.0558000000000005	blend_perturb_base_frac	>=	0.009562064967434643	32	22	-0.7544628204439014	0.2204793383230292	20	2	-0.48847767050997687	-0.16267829467420525	4	0
two_feature_and	called_rows	>=	24.2	blend_perturb_max_frac	>=	0.002050987256114475	32	22	-0.7544628204439014	0.2204793383230292	20	2	-0.48847767050997687	-0.16267829467420525	4	0
two_feature_and	eligible_base_rows	>=	22.4	blend_perturb_max_frac	>=	0.002050987256114475	32	22	-0.7544628204439014	0.2204793383230292	20	2	-0.48847767050997687	-0.16267829467420525	4	0
two_feature_and	n_calls	>=	24.2	blend_perturb_max_frac	>=	0.002050987256114475	32	22	-0.7544628204439014	0.2204793383230292	20	2	-0.48847767050997687	-0.16267829467420525	4	0
two_feature_and	n_base_calls	>=	22.4	blend_perturb_max_frac	>=	0.002050987256114475	32	22	-0.7544628204439014	0.2204793383230292	20	2	-0.48847767050997687	-0.16267829467420525	4	0
two_feature_and	multi_species_genus_count	>=	3.1	blend_perturb_max_frac	>=	0.002050987256114475	32	22	-0.7544628204439014	0.2204793383230292	20	2	-0.48847767050997687	-0.16267829467420525	4	0
two_feature_and	multi_species_genus_count	>=	4.0	blend_perturb_max_frac	>=	0.002050987256114475	32	22	-0.7544628204439014	0.2204793383230292	20	2	-0.48847767050997687	-0.16267829467420525	4	0
two_feature_and	u_depth_median	<=	0.7984000000000001	probability_mean	<=	0.8393664441592499	32	20	-0.7544346544824745	0.0	20	0	-0.4621853454553503	-0.04252772827046766	4	0
two_feature_and	u_depth_median	<=	1.0558000000000005	probability_mean	<=	0.8393664441592499	32	20	-0.7544346544824745	0.0	20	0	-0.4621853454553503	-0.04252772827046766	4	0
two_feature_and	probability_mean	<=	0.8393664441592499	u_depth_median	<=	0.685	32	20	-0.7544346544824745	0.0	20	0	-0.4621853454553503	-0.04252772827046766	4	0
two_feature_and	probability_mean	<=	0.8393664441592499	s_xny_median	<=	845.3	32	20	-0.7544346544824745	0.0	20	0	-0.4621853454553503	-0.04252772827046766	4	0
two_feature_and	probability_mean	<=	0.8393664441592499	xny_max_median	<=	845.3	32	20	-0.7544346544824745	0.0	20	0	-0.4621853454553503	-0.04252772827046766	4	0
two_feature_and	probability_mean	<=	0.8393664441592499	u_xny_median	<=	574.9	32	20	-0.7544346544824745	0.0	20	0	-0.4621853454553503	-0.04252772827046766	4	0
two_feature_and	probability_mean	<=	0.8393664441592499	u_breadth_median	<=	0.5749	32	20	-0.7544346544824745	0.0	20	0	-0.4621853454553503	-0.04252772827046766	4	0
single	blend_perturb_base_frac	>=	0.016402756920662877				32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	max_species_per_genus	>=	5.0	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	s_depth_median	<=	5.294014250000002	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	probability_mean	<=	0.8826788705173912	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	s_xny_median	<=	922.05	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	s_xny_mean	<=	848.9395833333334	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	xny_max_median	<=	922.05	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	s_breadth_median	<=	0.6811482000000001	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	s_xny_mean	<=	783.8035164835164	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	s_depth_median	<=	3.0571624000000006	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	candidate_call_frac	<=	0.037037037037037035	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	s_depth_median	<=	2.08587515	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	blend_perturb_base_frac	>=	0.013846792593400018	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	probability_min	<=	0.517038781871124	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
two_feature_and	candidate_added_rows	>=	0.0	blend_perturb_base_frac	>=	0.016402756920662877	32	19	-0.7544287141625499	0.0	19	0	-0.41812009042937315	0.0	3	0
