panel	sample	selected_F1	sylph_F1	selected_minus_sylph_F1	selected_L1_pp	sylph_L1_pp	selected_minus_sylph_L1_pp	selected_Pearson	sylph_Pearson	selected_minus_sylph_Pearson	selected_oracle_L1_pp	selected_oracle_minus_sylph_L1_pp	allocation_headroom_L1_pp	truth_mass_detected_pct	selected_TP	selected_FP	selected_FN	selected_missing_truth_mass_pp	selected_extra_pred_mass_pp	selected_matched_abs_error_pp	selected_oracle_missing_truth_mass_pp	feasibility_class
hmp_airskin_gtdb_source_abundance	9	0.9292929292929292	0.9738219895287958	-0.04452906023586667	31.5269302502451	7.687184035528116	23.839746214716985	0.9866666556242838	0.9980983985941578	-0.011431742969874037	0.14171156340449947	-7.545472472123616	31.385218686840602	99.92914421829778	92	10	4	0.0708557817022819	8.840135103793363	22.615939364749448	0.0708557817022819	allocation_only_can_close_l1_gap
hmp_airskin_gtdb_source_abundance	10	0.9130434782608696	0.9411764705882352	-0.028132992327365547	20.729208359157223	11.172737974136306	9.556470385020917	0.9889496865549154	0.9931350210509232	-0.004185334496007775	3.499787275170348	-7.672950698965957	17.229421083986875	98.25010636241484	63	6	6	1.7498936375851832	2.7253861424834	16.25392857908863	1.7498936375851832	allocation_only_can_close_l1_gap
hmp_airskin_gtdb_source_abundance	11	0.9846153846153848	1.0	-0.015384615384615219	22.34574875063908	6.864304715532985	15.481444035106094	0.9390039844436856	0.9941596246642732	-0.05515564022058761	0.010564827095989205	-6.853739888436995	22.335183923543088	99.994717586452	32	0	1	0.005282413547989002	0.0	22.340466337091083	0.005282413547989002	allocation_only_can_close_l1_gap
hmp_airskin_gtdb_source_abundance	13	0.925	0.9876543209876544	-0.06265432098765433	54.74798404447642	8.344358782582342	46.40362526189408	0.9105244185423929	0.997402892612516	-0.08687847407012317	0.04493033827472121	-8.29942844430762	54.70305370620169	99.97753483086265	37	3	3	0.02246516913736668	0.5556851859640413	54.16983368937501	0.02246516913736668	allocation_only_can_close_l1_gap
hmp_airskin_gtdb_source_abundance	14	0.8999999999999999	0.9491525423728812	-0.04915254237288125	14.247572698891384	4.072864305846237	10.174708393045147	0.9988928181803316	0.999842073742382	-0.0009492555620503884	1.4598540145984884	-2.6130102912477486	12.787718684292896	99.27007299270075	27	5	1	0.7299270072992409	3.442978450069356	10.074667241522793	0.7299270072992409	allocation_only_can_close_l1_gap
hmp_airskin_gtdb_source_abundance	15	0.9583333333333334	0.9387755102040816	0.019557823129251806	8.654145647602354	0.9784642891169384	7.6756813584854156	0.9996229749681824	0.999984242699932	-0.0003612677317496038	0.05515126046520369	-0.9233130286517347	8.59899438713715	99.97242436976741	23	1	1	0.02757563023261003	0.3675147504109304	8.25905526695881	0.02757563023261003	allocation_only_can_close_l1_gap
hmp_airskin_gtdb_source_abundance	16	1.0	1.0	0.0	6.914589514693759	1.2885885172944354	5.6260009973993235	0.9998353757011104	0.9999595863424356	-0.00012421064132528414	0.0	-1.2885885172944354	6.914589514693759	100.0	10	0	0	0.0	0.0	6.914589514693759	0.0	allocation_only_can_close_l1_gap
hmp_airskin_gtdb_source_abundance	17	0.773109243697479	0.9787234042553192	-0.2056141605578402	26.525180643112837	1.8725768878823037	24.652603755230533	0.996009577889128	0.9999665749948402	-0.003956997105712179	1.986258379993444e-14	-1.872576887882284	26.525180643112815	100.00000000000003	46	27	0	0.0	8.856623464921958	17.668557178190873	0.0	allocation_only_can_close_l1_gap
hmp_airskin_gtdb_source_abundance	18	0.9629629629629628	1.0	-0.0370370370370372	11.411039745670228	1.8827650603234176	9.52827468534681	0.9950982254305216	0.999930327439694	-0.00483210200917239	0.016283672394886345	-1.8664813879285314	11.394756073275342	99.99185816380255	26	1	1	0.008141836197436556	1.3762248442632814	10.026673065209508	0.008141836197436556	allocation_only_can_close_l1_gap
hmp_airskin_gtdb_source_abundance	19	0.816793893129771	0.9683257918552036	-0.1515318987254326	37.16496661201054	13.049354419407996	24.11561219260254	0.964017170345746	0.9941563409041	-0.030139170558354023	1.7426587970721523	-11.306695622335843	35.422307814938385	99.12867060146395	107	44	4	0.8713293985361064	10.014122982463773	26.279514231010626	0.8713293985361064	allocation_only_can_close_l1_gap
