panel	method	samples	sample_count	pooled_TP	pooled_FP	pooled_FN	pooled_F1	mean_official_L1_pp	mean_Pearson_union	mean_added_mass_before_norm
cami2_toy_mouse_gut	normalized_depth_alpha2_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.60596193872049	0.987646625235865	0.0010626666666666666
cami2_toy_mouse_gut	normalized_depth_alpha2_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.60596193872049	0.987646625235865	0.0010626666666666666
cami2_toy_mouse_gut	normalized_depth_alpha2_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.60596193872049	0.987646625235865	0.0010626666666666666
cami2_toy_mouse_gut	normalized_depth_alpha2_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	13.60596193872049	0.987646625235865	0.0010626666666666666
cami2_toy_mouse_gut	normalized_depth_alpha5	5,6,7	3	374	10	93	0.8789659224441834	13.375240620935545	0.9876718911482342	0.0026566666666666666
cami2_toy_mouse_gut	normalized_depth_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
cami2_toy_mouse_gut	normalized_depth_cap0.003	5,6,7	3	374	10	93	0.8789659224441834	13.686736326201368	0.9876249172775452	0.0005313333333333333
cami2_toy_mouse_gut	normalized_depth_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.686736326201368	0.9876249172775452	0.0005313333333333333
cami2_toy_mouse_gut	normalized_depth_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.686736326201368	0.9876249172775452	0.0005313333333333333
cami2_toy_mouse_gut	normalized_depth_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.686736326201368	0.9876249172775452	0.0005313333333333333
cami2_toy_mouse_gut	normalized_depth_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	13.686736326201368	0.9876249172775452	0.0005313333333333333
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.1	5,6,7	3	374	10	93	0.8789659224441834	16.23762131308066	0.977095976216929	0.03333333333333333
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.25	5,6,7	3	374	10	93	0.8789659224441834	22.68706049006275	0.9309580441810318	0.08333333333333333
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.25_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.25_cap0.003	5,6,7	3	374	10	93	0.8789659224441834	13.615475299934625	0.9876444104139493	0.001
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.25_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.514451802425562	0.9876632349350226	0.0016666666666666668
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.25_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.40664639069228	0.9876645392646618	0.0033333333333333335
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.25_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.562354978421716	0.9874713443176254	0.006666666666666667
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.25_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.5	5,6,7	3	374	10	93	0.8789659224441834	30.752588011702176	0.8533409837770818	0.16666666666666666
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.5_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.5_cap0.003	5,6,7	3	374	10	93	0.8789659224441834	13.615475299934625	0.9876444104139493	0.001
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.5_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.514451802425562	0.9876632349350226	0.0016666666666666668
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.5_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.40664639069228	0.9876645392646618	0.0033333333333333335
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.5_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.562354978421716	0.9874713443176254	0.006666666666666667
cami2_toy_mouse_gut	raw_abundance_scaled_alpha0.5_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	raw_abundance_scaled_alpha1	5,6,7	3	374	10	93	0.8789659224441834	40.96542041385479	0.7738518286217125	0.3333333333333333
cami2_toy_mouse_gut	raw_abundance_scaled_alpha10	5,6,7	3	374	10	93	0.8789659224441834	67.26559596570307	0.6771763086754387	3.3333333333333335
cami2_toy_mouse_gut	raw_abundance_scaled_alpha1_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
cami2_toy_mouse_gut	raw_abundance_scaled_alpha1_cap0.003	5,6,7	3	374	10	93	0.8789659224441834	13.615475299934625	0.9876444104139493	0.001
cami2_toy_mouse_gut	raw_abundance_scaled_alpha1_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.514451802425562	0.9876632349350226	0.0016666666666666668
cami2_toy_mouse_gut	raw_abundance_scaled_alpha1_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.40664639069228	0.9876645392646618	0.0033333333333333335
cami2_toy_mouse_gut	raw_abundance_scaled_alpha1_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.562354978421716	0.9874713443176254	0.006666666666666667
cami2_toy_mouse_gut	raw_abundance_scaled_alpha1_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	raw_abundance_scaled_alpha2	5,6,7	3	374	10	93	0.8789659224441834	51.56355228776416	0.7221130504224517	0.6666666666666666
cami2_toy_mouse_gut	raw_abundance_scaled_alpha2_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
cami2_toy_mouse_gut	raw_abundance_scaled_alpha2_cap0.003	5,6,7	3	374	10	93	0.8789659224441834	13.615475299934625	0.9876444104139493	0.001
cami2_toy_mouse_gut	raw_abundance_scaled_alpha2_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.514451802425562	0.9876632349350226	0.0016666666666666668
cami2_toy_mouse_gut	raw_abundance_scaled_alpha2_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.40664639069228	0.9876645392646618	0.0033333333333333335
cami2_toy_mouse_gut	raw_abundance_scaled_alpha2_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.562354978421716	0.9874713443176254	0.006666666666666667
cami2_toy_mouse_gut	raw_abundance_scaled_alpha2_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	raw_abundance_scaled_alpha5	5,6,7	3	374	10	93	0.8789659224441834	62.3216336869253	0.6885647847474781	1.6666666666666667
cami2_toy_mouse_gut	raw_abundance_scaled_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
cami2_toy_mouse_gut	raw_abundance_scaled_cap0.003	5,6,7	3	374	10	93	0.8789659224441834	13.615475299934625	0.9876444104139493	0.001
cami2_toy_mouse_gut	raw_abundance_scaled_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.514451802425562	0.9876632349350226	0.0016666666666666668
cami2_toy_mouse_gut	raw_abundance_scaled_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.40664639069228	0.9876645392646618	0.0033333333333333335
cami2_toy_mouse_gut	raw_abundance_scaled_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.562354978421716	0.9874713443176254	0.006666666666666667
cami2_toy_mouse_gut	raw_abundance_scaled_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	xny_share_alpha0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	xny_share_alpha0.1	5,6,7	3	374	10	93	0.8789659224441834	16.23762131308066	0.977095976216929	0.03333333333333333
cami2_toy_mouse_gut	xny_share_alpha0.25	5,6,7	3	374	10	93	0.8789659224441834	22.68706049006275	0.9309580441810318	0.08333333333333333
cami2_toy_mouse_gut	xny_share_alpha0.25_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
cami2_toy_mouse_gut	xny_share_alpha0.25_cap0.003	5,6,7	3	374	10	93	0.8789659224441834	13.615475299934625	0.9876444104139493	0.001
cami2_toy_mouse_gut	xny_share_alpha0.25_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.514451802425562	0.9876632349350226	0.0016666666666666668
cami2_toy_mouse_gut	xny_share_alpha0.25_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.40664639069228	0.9876645392646618	0.0033333333333333335
cami2_toy_mouse_gut	xny_share_alpha0.25_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.562354978421716	0.9874713443176254	0.006666666666666667
cami2_toy_mouse_gut	xny_share_alpha0.25_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	xny_share_alpha0.5	5,6,7	3	374	10	93	0.8789659224441834	30.752588011702176	0.8533409837770818	0.16666666666666666
cami2_toy_mouse_gut	xny_share_alpha0.5_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
cami2_toy_mouse_gut	xny_share_alpha0.5_cap0.003	5,6,7	3	374	10	93	0.8789659224441834	13.615475299934625	0.9876444104139493	0.001
cami2_toy_mouse_gut	xny_share_alpha0.5_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.514451802425562	0.9876632349350226	0.0016666666666666668
cami2_toy_mouse_gut	xny_share_alpha0.5_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.40664639069228	0.9876645392646618	0.0033333333333333335
cami2_toy_mouse_gut	xny_share_alpha0.5_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.562354978421716	0.9874713443176254	0.006666666666666667
cami2_toy_mouse_gut	xny_share_alpha0.5_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	xny_share_alpha1	5,6,7	3	374	10	93	0.8789659224441834	40.96542041385479	0.7738518286217125	0.3333333333333333
cami2_toy_mouse_gut	xny_share_alpha10	5,6,7	3	374	10	93	0.8789659224441834	67.26559596570307	0.6771763086754387	3.3333333333333335
cami2_toy_mouse_gut	xny_share_alpha1_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
cami2_toy_mouse_gut	xny_share_alpha1_cap0.003	5,6,7	3	374	10	93	0.8789659224441834	13.615475299934625	0.9876444104139493	0.001
cami2_toy_mouse_gut	xny_share_alpha1_cap0.005	5,6,7	3	374	10	93	0.8789659224441834	13.514451802425562	0.9876632349350226	0.0016666666666666668
cami2_toy_mouse_gut	xny_share_alpha1_cap0.01	5,6,7	3	374	10	93	0.8789659224441834	13.40664639069228	0.9876645392646618	0.0033333333333333335
cami2_toy_mouse_gut	xny_share_alpha1_cap0.02	5,6,7	3	374	10	93	0.8789659224441834	13.562354978421716	0.9874713443176254	0.006666666666666667
cami2_toy_mouse_gut	xny_share_alpha1_cap0.05	5,6,7	3	374	10	93	0.8789659224441834	14.082257133106312	0.9853513026908468	0.016666666666666666
cami2_toy_mouse_gut	xny_share_alpha2	5,6,7	3	374	10	93	0.8789659224441834	51.56355228776416	0.7221130504224517	0.6666666666666666
cami2_toy_mouse_gut	xny_share_alpha2_cap0.001	5,6,7	3	374	10	93	0.8789659224441834	13.716902487743424	0.987615129548778	0.0003333333333333333
