method	samples	mean_F1	pooled_TP	pooled_FP	pooled_FN	pooled_F1	mean_L1_union_pp	mean_L1_truth_only_pp	mean_Pearson_union	mean_Pearson_truth_only
sylph_gtdb_source_abundance	0,1,3,5,6,11,13,17,18,21,22,25,28	0.9619648488517076	424	16	11	0.9691428571428571	3.9126548343139027	3.3494234587200884	0.9987771145082205	0.9990540208789648
minco_current_default_gtdb_source_abundance_sample17_0_1_3_5_6_11_13_18_21_22_25_28	0,1,3,5,6,11,13,17,18,21,22,25,28	0.8566263477246958	414	151	21	0.828	22.798077918145697	16.4135663239939	0.9738146669280113	0.9836256132112186
