sample	sample_label	source_genomes_positive	source_genomes_mapped	truth_gtdb_species	truth_mass_total	truth_mass_mapped	truth_mass_mapped_pct	truth_mass_exact_accession	truth_mass_unique_assembly_core	truth_mass_ambiguous_assembly_core	truth_mass_unmapped	raw_ref_rows	raw_ref_taxids	raw_ref_taxids_gtdb_mapped	minco_reference_release	minco_profile	sylph_reference_release	sylph_profile	same_release_ready	release_grade_candidate
1	gastrooral1	63	61	39	226.0000000000106	221.8197146107806	98.15031619945584	221.8197146107806	0.0	0.0	4.18028538923	235634	37317	37317	gtdb_r232	/tmp/minco_current_code_hmp_gastrooral_sample1_20260630/minco_sample1_current_surface_accession_taxmap.tsv	gtdb_r232_chunked	/tmp/cami2_hmp_gastrooral_sample1_20260630/run_sylph_r232/sylph_sample1/profile.chunked.tsv	True	True
