panel	method	samples	sample_count	pooled_F1	mean_F1	mean_L1_union_pp	mean_Pearson_union	TP	FP	FN	rescued_TP	rescued_FP
cami3_source_readmap_extension_after_recovery	raw_ani0.97_xny650_breadth0.10	3,4,5	3	0.69921875	0.6951404891573879	44.57919101805288	0.9184820824877019	179	41	113	0	0
cami3_source_readmap_extension_after_recovery	raw_ani0.97_xny650_breadth0.20	3,4,5	3	0.69921875	0.6951404891573879	44.57919101805288	0.9184820824877019	179	41	113	0	0
cami3_source_readmap_extension_after_recovery	raw_ani0.97_xny650_breadth0.30	3,4,5	3	0.69921875	0.6951404891573879	44.57919101805288	0.9184820824877019	179	41	113	0	0
cami3_source_readmap_extension_after_recovery	raw_ani0.97_xny650_breadth0.50	3,4,5	3	0.69921875	0.6951404891573879	44.57919101805288	0.9184820824877019	179	41	113	0	0
cami3_source_readmap_extension_after_recovery	raw_default_major	3,4,5	3	0.69921875	0.6951404891573879	44.57919101805288	0.9184820824877019	179	41	113	0	0
cami3_toy_human_gut_gtdb_source_readmap	current_default	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny100_breadth0.05	0,1,2	3	0.8177496038034865	0.8187292633586322	62.73202903342466	0.8246989662375972	258	77	38	12	15
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny100_breadth0.10	0,1,2	3	0.8177496038034865	0.8187292633586322	62.73202903342466	0.8246989662375972	258	77	38	12	15
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny100_breadth0.20	0,1,2	3	0.8177496038034865	0.8187292633586322	62.73202903342466	0.8246989662375972	258	77	38	12	15
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny100_breadth0.30	0,1,2	3	0.8246753246753247	0.8260671278266137	62.73202903342466	0.824199669221898	254	66	42	8	4
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny100_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny250_breadth0.05	0,1,2	3	0.8177496038034865	0.8187292633586322	62.73202903342466	0.8246989662375972	258	77	38	12	15
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny250_breadth0.10	0,1,2	3	0.8177496038034865	0.8187292633586322	62.73202903342466	0.8246989662375972	258	77	38	12	15
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny250_breadth0.20	0,1,2	3	0.8177496038034865	0.8187292633586322	62.73202903342466	0.8246989662375972	258	77	38	12	15
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny250_breadth0.30	0,1,2	3	0.8246753246753247	0.8260671278266137	62.73202903342466	0.824199669221898	254	66	42	8	4
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny250_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny500_breadth0.05	0,1,2	3	0.8239095315024232	0.8250411207998475	62.73202903342466	0.8242387282992542	255	68	41	9	6
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny500_breadth0.10	0,1,2	3	0.8239095315024232	0.8250411207998475	62.73202903342466	0.8242387282992542	255	68	41	9	6
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny500_breadth0.20	0,1,2	3	0.8239095315024232	0.8250411207998475	62.73202903342466	0.8242387282992542	255	68	41	9	6
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny500_breadth0.20_depth2	0,1,2	3	0.8239095315024232	0.8250411207998475	62.73202903342466	0.8242387282992542	255	68	41	9	6
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny500_breadth0.20_depth5	0,1,2	3	0.8220064724919094	0.8232161913433392	62.73202903342466	0.8242387282992542	254	68	42	8	6
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny500_breadth0.30	0,1,2	3	0.8235294117647058	0.8248086870321479	62.73202903342466	0.8240598237253564	252	64	44	6	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny500_breadth0.30_depth2	0,1,2	3	0.8235294117647058	0.8248086870321479	62.73202903342466	0.8240598237253564	252	64	44	6	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny500_breadth0.30_depth5	0,1,2	3	0.8235294117647058	0.8248086870321479	62.73202903342466	0.8240598237253564	252	64	44	6	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny500_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny650_breadth0.05	0,1,2	3	0.828150572831424	0.8296007573686984	62.73202903342466	0.8239151096773085	253	62	43	7	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny650_breadth0.10	0,1,2	3	0.828150572831424	0.8296007573686984	62.73202903342466	0.8239151096773085	253	62	43	7	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny650_breadth0.20	0,1,2	3	0.828150572831424	0.8296007573686984	62.73202903342466	0.8239151096773085	253	62	43	7	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny650_breadth0.20_depth2	0,1,2	3	0.828150572831424	0.8296007573686984	62.73202903342466	0.8239151096773085	253	62	43	7	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny650_breadth0.20_depth5	0,1,2	3	0.8262295081967213	0.8277537291896787	62.73202903342466	0.8239151096773085	252	62	44	6	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny650_breadth0.30	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny650_breadth0.30_depth2	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny650_breadth0.30_depth5	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.93_xny650_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny100_breadth0.05	0,1,2	3	0.8292682926829268	0.8305535167696934	62.73202903342466	0.8241619668753867	255	64	41	9	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny100_breadth0.10	0,1,2	3	0.8292682926829268	0.8305535167696934	62.73202903342466	0.8241619668753867	255	64	41	9	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny100_breadth0.20	0,1,2	3	0.8292682926829268	0.8305535167696934	62.73202903342466	0.8241619668753867	255	64	41	9	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny100_breadth0.30	0,1,2	3	0.8273615635179155	0.828745967593723	62.73202903342466	0.8241619668753867	254	64	42	8	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny100_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny250_breadth0.05	0,1,2	3	0.8292682926829268	0.8305535167696934	62.73202903342466	0.8241619668753867	255	64	41	9	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny250_breadth0.10	0,1,2	3	0.8292682926829268	0.8305535167696934	62.73202903342466	0.8241619668753867	255	64	41	9	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny250_breadth0.20	0,1,2	3	0.8292682926829268	0.8305535167696934	62.73202903342466	0.8241619668753867	255	64	41	9	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny250_breadth0.30	0,1,2	3	0.8273615635179155	0.828745967593723	62.73202903342466	0.8241619668753867	254	64	42	8	2
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny250_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny500_breadth0.05	0,1,2	3	0.8248772504091654	0.8262967002589322	62.73202903342466	0.8240397165983487	252	63	44	6	1
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny500_breadth0.10	0,1,2	3	0.8248772504091654	0.8262967002589322	62.73202903342466	0.8240397165983487	252	63	44	6	1
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny500_breadth0.20	0,1,2	3	0.8248772504091654	0.8262967002589322	62.73202903342466	0.8240397165983487	252	63	44	6	1
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny500_breadth0.20_depth2	0,1,2	3	0.8248772504091654	0.8262967002589322	62.73202903342466	0.8240397165983487	252	63	44	6	1
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny500_breadth0.20_depth5	0,1,2	3	0.8248772504091654	0.8262967002589322	62.73202903342466	0.8240397165983487	252	63	44	6	1
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny500_breadth0.30	0,1,2	3	0.8248772504091654	0.8262967002589322	62.73202903342466	0.8240397165983487	252	63	44	6	1
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny500_breadth0.30_depth2	0,1,2	3	0.8248772504091654	0.8262967002589322	62.73202903342466	0.8240397165983487	252	63	44	6	1
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny500_breadth0.30_depth5	0,1,2	3	0.8248772504091654	0.8262967002589322	62.73202903342466	0.8240397165983487	252	63	44	6	1
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny500_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny650_breadth0.05	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny650_breadth0.10	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny650_breadth0.20	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny650_breadth0.20_depth2	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny650_breadth0.20_depth5	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny650_breadth0.30	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny650_breadth0.30_depth2	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny650_breadth0.30_depth5	0,1,2	3	0.8223684210526317	0.8238175240378719	62.73202903342466	0.8239151096773085	250	62	46	4	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.95_xny650_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny100_breadth0.05	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny100_breadth0.10	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny100_breadth0.20	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny100_breadth0.30	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny100_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny250_breadth0.05	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny250_breadth0.10	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny250_breadth0.20	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny250_breadth0.30	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny250_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny500_breadth0.05	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny500_breadth0.10	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny500_breadth0.20	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny500_breadth0.30	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny500_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny650_breadth0.05	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny650_breadth0.10	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny650_breadth0.20	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny650_breadth0.30	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_ani0.97_xny650_breadth0.50	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
cami3_toy_human_gut_gtdb_source_readmap	raw_default_major	0,1,2	3	0.8145695364238409	0.8159567931704953	62.73202903342466	0.8239151096773085	246	62	50	0	0
hmp_airskin_gtdb_source_abundance	current_default	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8479868529170089	0.8695844068735173	22.53852648257859	0.9809237855745335	1032	307	63	0	0
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny100_breadth0.05	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8226562500000001	0.8224312355749124	22.53852648257859	0.981945770949813	1053	412	42	21	105
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny100_breadth0.10	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8278301886792453	0.8299135425913026	22.53852648257859	0.9817641401406837	1053	396	42	21	89
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny100_breadth0.20	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8332673267326733	0.840837704198012	22.53852648257859	0.9813386341015243	1052	378	43	20	71
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny100_breadth0.30	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.84860883797054	0.8700770922297506	22.53852648257859	0.981024105508301	1037	312	58	5	5
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny100_breadth0.50	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8479868529170089	0.8695844068735173	22.53852648257859	0.9809237855745335	1032	307	63	0	0
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny250_breadth0.05	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8263943440691282	0.8281391961977326	22.53852648257859	0.9818182582036116	1052	399	43	20	92
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny250_breadth0.10	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8280204643841007	0.8306313204289874	22.53852648257859	0.9817474349269936	1052	394	43	20	87
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny250_breadth0.20	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8332673267326733	0.840837704198012	22.53852648257859	0.9813386341015243	1052	378	43	20	71
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny250_breadth0.30	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.84860883797054	0.8700770922297506	22.53852648257859	0.981024105508301	1037	312	58	5	5
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny250_breadth0.50	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8479868529170089	0.8695844068735173	22.53852648257859	0.9809237855745335	1032	307	63	0	0
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny500_breadth0.05	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8506677458518818	0.8717405794893346	22.53852648257859	0.9810371989957245	1051	325	44	19	18
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny500_breadth0.10	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8506677458518818	0.8717405794893346	22.53852648257859	0.9810371989957245	1051	325	44	19	18
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny500_breadth0.20	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8506677458518818	0.8717405794893346	22.53852648257859	0.9810371989957245	1051	325	44	19	18
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny500_breadth0.20_depth2	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8506677458518818	0.8717405794893346	22.53852648257859	0.9810371989957245	1051	325	44	19	18
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny500_breadth0.20_depth5	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8503042596348885	0.8712994465583699	22.53852648257859	0.9809378884457581	1048	322	47	16	15
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny500_breadth0.30	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.84860883797054	0.8700770922297506	22.53852648257859	0.981024105508301	1037	312	58	5	5
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny500_breadth0.30_depth2	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.84860883797054	0.8700770922297506	22.53852648257859	0.981024105508301	1037	312	58	5	5
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny500_breadth0.30_depth5	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8483606557377049	0.8699176181152489	22.53852648257859	0.9809250876835169	1035	310	60	3	3
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny500_breadth0.50	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8479868529170089	0.8695844068735173	22.53852648257859	0.9809237855745335	1032	307	63	0	0
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny650_breadth0.05	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8529411764705883	0.8767173963787925	22.53852648257859	0.980924377544229	1044	309	51	12	2
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny650_breadth0.10	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8529411764705883	0.8767173963787925	22.53852648257859	0.980924377544229	1044	309	51	12	2
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny650_breadth0.20	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8529411764705883	0.8767173963787925	22.53852648257859	0.980924377544229	1044	309	51	12	2
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny650_breadth0.20_depth2	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8529411764705883	0.8767173963787925	22.53852648257859	0.980924377544229	1044	309	51	12	2
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny650_breadth0.20_depth5	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8515337423312884	0.8747639127354615	22.53852648257859	0.980924377544229	1041	309	54	9	2
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny650_breadth0.30	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8500000000000001	0.8723159196351844	22.53852648257859	0.9809240826458007	1037	308	58	5	1
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny650_breadth0.30_depth2	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8500000000000001	0.8723159196351844	22.53852648257859	0.9809240826458007	1037	308	58	5	1
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny650_breadth0.30_depth5	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8490566037735849	0.8707840363683873	22.53852648257859	0.9809240826458007	1035	308	60	3	1
hmp_airskin_gtdb_source_abundance	raw_ani0.93_xny650_breadth0.50	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8479868529170089	0.8695844068735173	22.53852648257859	0.9809237855745335	1032	307	63	0	0
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny100_breadth0.05	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8409090909090909	0.8553871653455051	22.53852648257859	0.9816528634718726	1036	333	59	4	26
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny100_breadth0.10	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8450244698205547	0.8617850200033125	22.53852648257859	0.9814675586901741	1036	321	59	4	14
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny100_breadth0.20	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8487084870848708	0.8705572789545846	22.53852648257859	0.9810228033993175	1035	309	60	3	2
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny100_breadth0.30	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8487084870848708	0.8705572789545846	22.53852648257859	0.9810228033993175	1035	309	60	3	2
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny100_breadth0.50	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8479868529170089	0.8695844068735173	22.53852648257859	0.9809237855745335	1032	307	63	0	0
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny250_breadth0.05	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8442088091353998	0.8610336662077648	22.53852648257859	0.9814918544612098	1035	322	60	3	15
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny250_breadth0.10	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8452429563086974	0.862599223937706	22.53852648257859	0.9814465407110516	1035	319	60	3	12
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny250_breadth0.20	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8487084870848708	0.8705572789545846	22.53852648257859	0.9810228033993175	1035	309	60	3	2
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny250_breadth0.30	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8487084870848708	0.8705572789545846	22.53852648257859	0.9810228033993175	1035	309	60	3	2
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny250_breadth0.50	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8479868529170089	0.8695844068735173	22.53852648257859	0.9809237855745335	1032	307	63	0	0
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny500_breadth0.05	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8487084870848708	0.8705572789545846	22.53852648257859	0.9810228033993175	1035	309	60	3	2
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny500_breadth0.10	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8487084870848708	0.8705572789545846	22.53852648257859	0.9810228033993175	1035	309	60	3	2
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny500_breadth0.20	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8487084870848708	0.8705572789545846	22.53852648257859	0.9810228033993175	1035	309	60	3	2
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny500_breadth0.20_depth2	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8487084870848708	0.8705572789545846	22.53852648257859	0.9810228033993175	1035	309	60	3	2
hmp_airskin_gtdb_source_abundance	raw_ani0.95_xny500_breadth0.20_depth5	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.8484599589322382	0.8703960951852056	22.53852648257859	0.9809237855745335	1033	307	62	1	0
