panel	method	samples	sample_count	mean_F1	pooled_F1	pooled_TP	pooled_FP	pooled_FN	mean_L1_union_pp	mean_Pearson_union	added_rows	nonzero_added_rows	base_called_raw_mass	added_raw_mass	added_abundance_mass	max_added_raw_mass_delta
hmp_airskin_gtdb_source_abundance	minco_integrated_candidate_surface_hmp_normalized_depth_alpha2	0,1,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,28	24	0.876885081381079	0.8528209321340964	1043	308	52	22.421593609537194	0.9810913152083994	12	12	15410.300669467411	38.36744448149923	0.0461740377210354	8.881784197001252e-16
hmp_gastrooral_gtdb_source_abundance	minco_integrated_candidate_surface_hmp_normalized_depth_alpha2	0,6	2	0.9328063241106719	0.9285714285714286	78	9	3	46.35794223740334	0.8962811990147186	2	2	609.7183906594249	33.95846726441387	0.0665792327970779	0.0
