method	panel	sample	source_profile	adjusted_profile	alpha	cap_sample_base_frac	called_rows	candidate_added_rows	eligible_base_rows	adjusted_base_rows	capped_genus_count	min_effective_alpha	base_raw_mass_before	base_raw_mass_after	candidate_raw_mass_before	candidate_raw_mass_after	called_raw_mass_before	called_raw_mass_after
genus_xny_a0.05	hmp_airskin_gtdb_source_abundance	23	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample23.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.05/hmp_airskin_gtdb_source_abundance.sample23.genus_xny_a0.05.tsv	0.05		36	0	36	26	0	0.05	464.9654682128142	464.9654682128142	0.0	0.0	464.9654682128142	464.9654682128142
genus_xny_a0.05	hmp_airskin_gtdb_source_abundance	24	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample24.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.05/hmp_airskin_gtdb_source_abundance.sample24.genus_xny_a0.05.tsv	0.05		27	1	26	19	0	0.05	803.4474522446819	803.4474522446819	3.856547770774472	3.856547770774472	807.3040000154564	807.3040000154564
genus_xny_a0.05	hmp_airskin_gtdb_source_abundance	25	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample25.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.05/hmp_airskin_gtdb_source_abundance.sample25.genus_xny_a0.05.tsv	0.05		77	1	76	44	0	0.05	648.1995145689457	648.1995145689458	1.527158056324436	1.527158056324436	649.7266726252701	649.7266726252702
genus_xny_a0.05	hmp_airskin_gtdb_source_abundance	28	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample28.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.05/hmp_airskin_gtdb_source_abundance.sample28.genus_xny_a0.05.tsv	0.05		15	0	15	9	0	0.05	36.13808924085987	36.13808924085988	0.0	0.0	36.13808924085987	36.13808924085988
genus_xny_a0.05	hmp_gastrooral_gtdb_source_abundance	0	/tmp/minco_candidate_preset_replay_20260629/hmp_gastrooral_gtdb_source_abundance.sample0.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.05/hmp_gastrooral_gtdb_source_abundance.sample0.genus_xny_a0.05.tsv	0.05		35	1	34	15	0	0.05	527.8164302688051	527.8164302688051	33.37172162017547	33.37172162017547	561.1881518889805	561.1881518889805
genus_xny_a0.05	hmp_gastrooral_gtdb_source_abundance	6	/tmp/minco_candidate_preset_replay_20260629/hmp_gastrooral_gtdb_source_abundance.sample6.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.05/hmp_gastrooral_gtdb_source_abundance.sample6.genus_xny_a0.05.tsv	0.05		52	1	51	28	0	0.05	81.90196039061986	81.90196039061985	0.5867456442384007	0.5867456442384007	82.48870603485827	82.48870603485825
genus_xny_a0.10	cami2_toy_mouse_gut	5	/tmp/minco_candidate_preset_replay_20260629/toymouse_sample5.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/cami2_toy_mouse_gut.sample5.genus_xny_a0.10.tsv	0.1		162	0	162	83	0	0.1	447.62143312003894	447.621433120039	0.0	0.0	447.62143312003894	447.621433120039
genus_xny_a0.10	cami2_toy_mouse_gut	6	/tmp/minco_candidate_preset_replay_20260629/toymouse_sample6.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/cami2_toy_mouse_gut.sample6.genus_xny_a0.10.tsv	0.1		158	1	157	90	0	0.1	471.51613109747154	471.5161310974715	1.5003643291521545	1.5003643291521545	473.0164954266237	473.01649542662364
genus_xny_a0.10	cami2_toy_mouse_gut	7	/tmp/minco_candidate_preset_replay_20260629/toymouse_sample7.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/cami2_toy_mouse_gut.sample7.genus_xny_a0.10.tsv	0.1		64	0	64	29	0	0.1	809.105830481334	809.1058304813341	0.0	0.0	809.105830481334	809.1058304813341
genus_xny_a0.10	cami3_toy_human_gut_gtdb_source_readmap	0	/tmp/minco_candidate_preset_replay_20260629/cami3_sample0.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/cami3_toy_human_gut_gtdb_source_readmap.sample0.genus_xny_a0.10.tsv	0.1		96	2	94	33	0	0.1	836.1992031056135	836.1992031056135	37.869789510247024	37.869789510247024	874.0689926158605	874.0689926158605
genus_xny_a0.10	cami3_toy_human_gut_gtdb_source_readmap	1	/tmp/minco_candidate_preset_replay_20260629/cami3_sample1.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/cami3_toy_human_gut_gtdb_source_readmap.sample1.genus_xny_a0.10.tsv	0.1		101	2	99	37	0	0.1	696.5458701465375	696.5458701465376	32.50918885147921	32.50918885147921	729.0550589980166	729.0550589980168
genus_xny_a0.10	cami3_toy_human_gut_gtdb_source_readmap	2	/tmp/minco_candidate_preset_replay_20260629/cami3_sample2.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/cami3_toy_human_gut_gtdb_source_readmap.sample2.genus_xny_a0.10.tsv	0.1		116	1	115	52	0	0.1	614.1982610081561	614.198261008156	13.511133345657417	13.511133345657417	627.7093943538135	627.7093943538134
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	0	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample0.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample0.genus_xny_a0.10.tsv	0.1		36	0	36	21	0	0.1	408.9642011941639	408.96420119416393	0.0	0.0	408.9642011941639	408.96420119416393
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	1	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample1.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample1.genus_xny_a0.10.tsv	0.1		99	0	99	54	0	0.1	797.3620335604977	797.3620335604978	0.0	0.0	797.3620335604977	797.3620335604978
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	3	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample3.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample3.genus_xny_a0.10.tsv	0.1		47	0	47	34	0	0.1	843.9592241304858	843.959224130486	0.0	0.0	843.9592241304858	843.959224130486
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	4	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample4.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample4.genus_xny_a0.10.tsv	0.1		137	0	137	101	0	0.1	699.6853467325391	699.6853467325392	0.0	0.0	699.6853467325391	699.6853467325392
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	5	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample5.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample5.genus_xny_a0.10.tsv	0.1		26	0	26	14	0	0.1	573.7486646829607	573.7486646829607	0.0	0.0	573.7486646829607	573.7486646829607
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	6	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample6.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample6.genus_xny_a0.10.tsv	0.1		17	1	16	2	0	0.1	982.4895310475591	982.4895310475591	12.345963447143628	12.345963447143628	994.8354944947027	994.8354944947027
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	7	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample7.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample7.genus_xny_a0.10.tsv	0.1		89	0	89	69	0	0.1	687.4666704624319	687.466670462432	0.0	0.0	687.4666704624319	687.466670462432
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	9	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample9.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample9.genus_xny_a0.10.tsv	0.1		102	0	102	70	0	0.1	699.3135248795265	699.3135248795267	0.0	0.0	699.3135248795265	699.3135248795267
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	10	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample10.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample10.genus_xny_a0.10.tsv	0.1		69	0	69	46	0	0.1	544.9605847625855	544.9605847625852	0.0	0.0	544.9605847625855	544.9605847625852
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	11	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample11.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample11.genus_xny_a0.10.tsv	0.1		32	0	32	20	0	0.1	721.1873437604959	721.1873437604959	0.0	0.0	721.1873437604959	721.1873437604959
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	13	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample13.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample13.genus_xny_a0.10.tsv	0.1		40	0	40	32	0	0.1	73.84212257489807	73.84212257489808	0.0	0.0	73.84212257489807	73.84212257489808
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	14	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample14.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample14.genus_xny_a0.10.tsv	0.1		32	2	30	14	0	0.1	690.5499292614517	690.5499292614516	4.808989707376749	4.808989707376749	695.3589189688282	695.3589189688282
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	15	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample15.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample15.genus_xny_a0.10.tsv	0.1		24	2	22	15	0	0.1	670.5257898257688	670.5257898257688	3.7965170219935023	3.7965170219935023	674.3223068477622	674.3223068477623
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	16	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample16.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample16.genus_xny_a0.10.tsv	0.1		10	0	10	6	0	0.1	700.4183300548	700.4183300548	0.0	0.0	700.4183300548	700.4183300548
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	17	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample17.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample17.genus_xny_a0.10.tsv	0.1		73	0	73	54	0	0.1	765.7900750735467	765.7900750735467	0.0	0.0	765.7900750735467	765.7900750735467
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	18	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample18.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample18.genus_xny_a0.10.tsv	0.1		27	1	26	13	0	0.1	770.2414630299387	770.2414630299387	4.602962983066915	4.602962983066915	774.8444260130057	774.8444260130057
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	19	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample19.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample19.genus_xny_a0.10.tsv	0.1		151	4	147	92	0	0.1	861.9825544299003	861.9825544299003	9.08702008880001	9.08702008880001	871.0695745187003	871.0695745187004
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	20	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample20.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample20.genus_xny_a0.10.tsv	0.1		106	0	106	66	0	0.1	724.4890725705683	724.4890725705683	0.0	0.0	724.4890725705683	724.4890725705683
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	21	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample21.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample21.genus_xny_a0.10.tsv	0.1		41	0	41	29	0	0.1	391.7033044552195	391.7033044552195	0.0	0.0	391.7033044552195	391.7033044552195
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	22	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample22.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample22.genus_xny_a0.10.tsv	0.1		38	0	38	17	0	0.1	848.8703787107715	848.8703787107717	0.0	0.0	848.8703787107715	848.8703787107717
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	23	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample23.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample23.genus_xny_a0.10.tsv	0.1		36	0	36	26	0	0.1	464.9654682128142	464.9654682128142	0.0	0.0	464.9654682128142	464.9654682128142
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	24	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample24.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample24.genus_xny_a0.10.tsv	0.1		27	1	26	19	0	0.1	803.4474522446819	803.4474522446819	3.856547770774472	3.856547770774472	807.3040000154564	807.3040000154564
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	25	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample25.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample25.genus_xny_a0.10.tsv	0.1		77	1	76	44	0	0.1	648.1995145689457	648.1995145689457	1.527158056324436	1.527158056324436	649.7266726252701	649.7266726252701
genus_xny_a0.10	hmp_airskin_gtdb_source_abundance	28	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample28.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_airskin_gtdb_source_abundance.sample28.genus_xny_a0.10.tsv	0.1		15	0	15	9	0	0.1	36.13808924085987	36.13808924085986	0.0	0.0	36.13808924085987	36.13808924085986
genus_xny_a0.10	hmp_gastrooral_gtdb_source_abundance	0	/tmp/minco_candidate_preset_replay_20260629/hmp_gastrooral_gtdb_source_abundance.sample0.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_gastrooral_gtdb_source_abundance.sample0.genus_xny_a0.10.tsv	0.1		35	1	34	15	0	0.1	527.8164302688051	527.8164302688051	33.37172162017547	33.37172162017547	561.1881518889805	561.1881518889805
genus_xny_a0.10	hmp_gastrooral_gtdb_source_abundance	6	/tmp/minco_candidate_preset_replay_20260629/hmp_gastrooral_gtdb_source_abundance.sample6.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.10/hmp_gastrooral_gtdb_source_abundance.sample6.genus_xny_a0.10.tsv	0.1		52	1	51	28	0	0.1	81.90196039061986	81.90196039061986	0.5867456442384007	0.5867456442384007	82.48870603485827	82.48870603485827
genus_xny_a0.15	cami2_toy_mouse_gut	5	/tmp/minco_candidate_preset_replay_20260629/toymouse_sample5.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/cami2_toy_mouse_gut.sample5.genus_xny_a0.15.tsv	0.15		162	0	162	83	0	0.15	447.62143312003894	447.621433120039	0.0	0.0	447.62143312003894	447.621433120039
genus_xny_a0.15	cami2_toy_mouse_gut	6	/tmp/minco_candidate_preset_replay_20260629/toymouse_sample6.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/cami2_toy_mouse_gut.sample6.genus_xny_a0.15.tsv	0.15		158	1	157	90	0	0.15	471.51613109747154	471.5161310974715	1.5003643291521545	1.5003643291521545	473.0164954266237	473.01649542662364
genus_xny_a0.15	cami2_toy_mouse_gut	7	/tmp/minco_candidate_preset_replay_20260629/toymouse_sample7.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/cami2_toy_mouse_gut.sample7.genus_xny_a0.15.tsv	0.15		64	0	64	29	0	0.15	809.105830481334	809.105830481334	0.0	0.0	809.105830481334	809.105830481334
genus_xny_a0.15	cami3_toy_human_gut_gtdb_source_readmap	0	/tmp/minco_candidate_preset_replay_20260629/cami3_sample0.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/cami3_toy_human_gut_gtdb_source_readmap.sample0.genus_xny_a0.15.tsv	0.15		96	2	94	33	0	0.15	836.1992031056135	836.1992031056135	37.869789510247024	37.869789510247024	874.0689926158605	874.0689926158606
genus_xny_a0.15	cami3_toy_human_gut_gtdb_source_readmap	1	/tmp/minco_candidate_preset_replay_20260629/cami3_sample1.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/cami3_toy_human_gut_gtdb_source_readmap.sample1.genus_xny_a0.15.tsv	0.15		101	2	99	37	0	0.15	696.5458701465375	696.5458701465375	32.50918885147921	32.50918885147921	729.0550589980166	729.0550589980166
genus_xny_a0.15	cami3_toy_human_gut_gtdb_source_readmap	2	/tmp/minco_candidate_preset_replay_20260629/cami3_sample2.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/cami3_toy_human_gut_gtdb_source_readmap.sample2.genus_xny_a0.15.tsv	0.15		116	1	115	52	0	0.15	614.1982610081561	614.1982610081561	13.511133345657417	13.511133345657417	627.7093943538135	627.7093943538135
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	0	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample0.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample0.genus_xny_a0.15.tsv	0.15		36	0	36	21	0	0.15	408.9642011941639	408.964201194164	0.0	0.0	408.9642011941639	408.964201194164
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	1	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample1.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample1.genus_xny_a0.15.tsv	0.15		99	0	99	54	0	0.15	797.3620335604977	797.3620335604977	0.0	0.0	797.3620335604977	797.3620335604977
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	3	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample3.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample3.genus_xny_a0.15.tsv	0.15		47	0	47	34	0	0.15	843.9592241304858	843.9592241304858	0.0	0.0	843.9592241304858	843.9592241304858
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	4	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample4.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample4.genus_xny_a0.15.tsv	0.15		137	0	137	101	0	0.15	699.6853467325391	699.6853467325392	0.0	0.0	699.6853467325391	699.6853467325392
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	5	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample5.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample5.genus_xny_a0.15.tsv	0.15		26	0	26	14	0	0.15	573.7486646829607	573.7486646829607	0.0	0.0	573.7486646829607	573.7486646829607
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	6	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample6.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample6.genus_xny_a0.15.tsv	0.15		17	1	16	2	0	0.15	982.4895310475591	982.489531047559	12.345963447143628	12.345963447143628	994.8354944947027	994.8354944947027
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	7	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample7.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample7.genus_xny_a0.15.tsv	0.15		89	0	89	69	0	0.15	687.4666704624319	687.4666704624318	0.0	0.0	687.4666704624319	687.4666704624318
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	9	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample9.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample9.genus_xny_a0.15.tsv	0.15		102	0	102	70	0	0.15	699.3135248795265	699.3135248795267	0.0	0.0	699.3135248795265	699.3135248795267
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	10	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample10.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample10.genus_xny_a0.15.tsv	0.15		69	0	69	46	0	0.15	544.9605847625855	544.9605847625853	0.0	0.0	544.9605847625855	544.9605847625853
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	11	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample11.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample11.genus_xny_a0.15.tsv	0.15		32	0	32	20	0	0.15	721.1873437604959	721.1873437604959	0.0	0.0	721.1873437604959	721.1873437604959
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	13	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample13.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample13.genus_xny_a0.15.tsv	0.15		40	0	40	32	0	0.15	73.84212257489807	73.84212257489807	0.0	0.0	73.84212257489807	73.84212257489807
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	14	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample14.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample14.genus_xny_a0.15.tsv	0.15		32	2	30	14	0	0.15	690.5499292614517	690.5499292614514	4.808989707376749	4.808989707376749	695.3589189688282	695.3589189688282
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	15	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample15.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample15.genus_xny_a0.15.tsv	0.15		24	2	22	15	0	0.15	670.5257898257688	670.5257898257688	3.7965170219935023	3.7965170219935023	674.3223068477622	674.3223068477623
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	16	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample16.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample16.genus_xny_a0.15.tsv	0.15		10	0	10	6	0	0.15	700.4183300548	700.4183300548	0.0	0.0	700.4183300548	700.4183300548
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	17	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample17.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample17.genus_xny_a0.15.tsv	0.15		73	0	73	54	0	0.15	765.7900750735467	765.7900750735467	0.0	0.0	765.7900750735467	765.7900750735467
genus_xny_a0.15	hmp_airskin_gtdb_source_abundance	18	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample18.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.15/hmp_airskin_gtdb_source_abundance.sample18.genus_xny_a0.15.tsv	0.15		27	1	26	13	0	0.15	770.2414630299387	770.2414630299389	4.602962983066915	4.602962983066915	774.8444260130057	774.8444260130059
