method	panel	sample	source_profile	adjusted_profile	alpha	cap_sample_base_frac	called_rows	candidate_added_rows	eligible_base_rows	adjusted_base_rows	capped_genus_count	min_effective_alpha	base_raw_mass_before	base_raw_mass_after	candidate_raw_mass_before	candidate_raw_mass_after	called_raw_mass_before	called_raw_mass_after
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	11	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample11.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample11.genus_xny_a0.25.tsv	0.25		32	0	32	20	0	0.25	721.1873437604959	721.1873437604958	0.0	0.0	721.1873437604959	721.1873437604958
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	13	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample13.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample13.genus_xny_a0.25.tsv	0.25		40	0	40	32	0	0.25	73.84212257489807	73.84212257489807	0.0	0.0	73.84212257489807	73.84212257489807
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	14	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample14.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample14.genus_xny_a0.25.tsv	0.25		32	2	30	14	0	0.25	690.5499292614517	690.5499292614516	4.808989707376749	4.808989707376749	695.3589189688282	695.3589189688282
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	15	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample15.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample15.genus_xny_a0.25.tsv	0.25		24	2	22	15	0	0.25	670.5257898257688	670.5257898257687	3.7965170219935023	3.7965170219935023	674.3223068477622	674.3223068477622
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	16	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample16.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample16.genus_xny_a0.25.tsv	0.25		10	0	10	6	0	0.25	700.4183300548	700.4183300547999	0.0	0.0	700.4183300548	700.4183300547999
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	17	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample17.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample17.genus_xny_a0.25.tsv	0.25		73	0	73	54	0	0.25	765.7900750735467	765.7900750735469	0.0	0.0	765.7900750735467	765.7900750735469
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	18	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample18.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample18.genus_xny_a0.25.tsv	0.25		27	1	26	13	0	0.25	770.2414630299387	770.2414630299387	4.602962983066915	4.602962983066915	774.8444260130057	774.8444260130057
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	19	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample19.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample19.genus_xny_a0.25.tsv	0.25		151	4	147	92	0	0.25	861.9825544299003	861.9825544299003	9.08702008880001	9.08702008880001	871.0695745187003	871.0695745187003
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	20	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample20.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample20.genus_xny_a0.25.tsv	0.25		106	0	106	66	0	0.25	724.4890725705683	724.4890725705685	0.0	0.0	724.4890725705683	724.4890725705685
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	21	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample21.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample21.genus_xny_a0.25.tsv	0.25		41	0	41	29	0	0.25	391.7033044552195	391.7033044552195	0.0	0.0	391.7033044552195	391.7033044552195
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	22	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample22.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample22.genus_xny_a0.25.tsv	0.25		38	0	38	17	0	0.25	848.8703787107715	848.8703787107717	0.0	0.0	848.8703787107715	848.8703787107717
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	23	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample23.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample23.genus_xny_a0.25.tsv	0.25		36	0	36	26	0	0.25	464.9654682128142	464.9654682128142	0.0	0.0	464.9654682128142	464.9654682128142
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	24	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample24.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample24.genus_xny_a0.25.tsv	0.25		27	1	26	19	0	0.25	803.4474522446819	803.4474522446818	3.856547770774472	3.856547770774472	807.3040000154564	807.3040000154563
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	25	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample25.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample25.genus_xny_a0.25.tsv	0.25		77	1	76	44	0	0.25	648.1995145689457	648.1995145689458	1.527158056324436	1.527158056324436	649.7266726252701	649.7266726252702
genus_xny_a0.25	hmp_airskin_gtdb_source_abundance	28	/tmp/minco_candidate_preset_replay_20260629/hmp_airskin_gtdb_source_abundance.sample28.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_airskin_gtdb_source_abundance.sample28.genus_xny_a0.25.tsv	0.25		15	0	15	9	0	0.25	36.13808924085987	36.13808924085987	0.0	0.0	36.13808924085987	36.13808924085987
genus_xny_a0.25	hmp_gastrooral_gtdb_source_abundance	0	/tmp/minco_candidate_preset_replay_20260629/hmp_gastrooral_gtdb_source_abundance.sample0.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_gastrooral_gtdb_source_abundance.sample0.genus_xny_a0.25.tsv	0.25		35	1	34	15	0	0.25	527.8164302688051	527.8164302688051	33.37172162017547	33.37172162017547	561.1881518889805	561.1881518889805
genus_xny_a0.25	hmp_gastrooral_gtdb_source_abundance	6	/tmp/minco_candidate_preset_replay_20260629/hmp_gastrooral_gtdb_source_abundance.sample6.candidate_preset.tsv	/tmp/minco_candidate_preset_genus_xny_alpha_sweep_20260629/genus_xny_a0.25/hmp_gastrooral_gtdb_source_abundance.sample6.genus_xny_a0.25.tsv	0.25		52	1	51	28	0	0.25	81.90196039061986	81.90196039061988	0.5867456442384007	0.5867456442384007	82.48870603485827	82.48870603485828
