method	samples	mean_F1	pooled_TP	pooled_FP	pooled_FN	pooled_F1	mean_L1_union_pp	mean_L1_truth_only_pp	mean_Pearson_union	mean_Pearson_truth_only
sylph_gtdb_source_abundance	6,11	0.9705882352941176	49	2	0	0.98	5.133659105526774	4.377007592223747	0.9965722222341706	0.9969293372150172
minco_universal_strategy_gtdb_source_abundance	6,11	0.9610576923076923	47	1	2	0.9690721649484536	50.37327861000732	44.74590682653552	0.8648093710974591	0.9099773343508211
