panel	sample	method	truth_species	pred_species	TP	FP	FN	precision	recall	F1	L1_union_pp	Pearson_union	added_species	rule	added_rows	zero_mass_violations	profile
hmp_gastrooral_gtdb_source_abundance	0	raw_side_candidate_surface_gastrooral	34	35	33	2	1	0.9428571428571428	0.9705882352941176	0.9565217391304348	19.900922102529275	0.9549294426840412	s__Clostridium_F botulinum	profile with appended zero-mass accession-level raw-side rescue rows	1	0	/tmp/minco_raw_side_candidate_surface_hmp_gastrooral_20260629/hmp_gastrooral_sample0.raw_side_rescue.tsv
hmp_gastrooral_gtdb_source_abundance	6	raw_side_candidate_surface_gastrooral	47	52	45	7	2	0.8653846153846154	0.9574468085106383	0.9090909090909091	78.07306011011983	0.8096239564470539	s__Flavobacterium psychrophilum	profile with appended zero-mass accession-level raw-side rescue rows	1	0	/tmp/minco_raw_side_candidate_surface_hmp_gastrooral_20260629/hmp_gastrooral_sample6.raw_side_rescue.tsv
