method	panel_count	sample_count	mean_delta_F1	min_delta_F1	improved_samples	worsened_samples	mean_panel_delta_F1	min_panel_delta_F1	improved_panels	worsened_panels	mean_delta_L1_pp	max_worse_L1_pp	mean_delta_Pearson	decision
drop_xny_lt_25_and_breadth_lt_0.05	4	32	0.017674236498755134	-0.07723716445825979	10	4	-0.010104469877364186	-0.07288608475473546	1	2	-0.125756634489342	0.0	3.675170781882245e-05	f1_tradeoff_not_default
drop_xny_lt_25_and_breadth_lt_0.1	4	32	0.017674236498755134	-0.07723716445825979	10	4	-0.010104469877364186	-0.07288608475473546	1	2	-0.125756634489342	0.0	3.675170781882245e-05	f1_tradeoff_not_default
drop_xny_lt_25_and_breadth_lt_0.2	4	32	0.017674236498755134	-0.07723716445825979	10	4	-0.010104469877364186	-0.07288608475473546	1	2	-0.125756634489342	0.0	3.675170781882245e-05	f1_tradeoff_not_default
drop_xny_lt_25_and_breadth_lt_0.3	4	32	0.017674236498755134	-0.07723716445825979	10	4	-0.010104469877364186	-0.07288608475473546	1	2	-0.125756634489342	0.0	3.675170781882245e-05	f1_tradeoff_not_default
max_xny_ge_25	4	32	0.017674236498755134	-0.07723716445825979	10	4	-0.010104469877364186	-0.07288608475473546	1	2	-0.125756634489342	0.0	3.675170781882245e-05	f1_tradeoff_not_default
s_xny_ge_25	4	32	0.017674236498755134	-0.07723716445825979	10	4	-0.010104469877364186	-0.07288608475473546	1	2	-0.125756634489342	0.0	3.675170781882245e-05	f1_tradeoff_not_default
max_breadth_ge_0.02	4	32	0.017016449444787612	-0.11800887243828762	12	4	-0.016701046006206116	-0.1017988981548077	1	2	-0.6513340706689993	0.0	0.0007775859406885521	f1_tradeoff_not_default
s_breadth_ge_0.02	4	32	0.017016449444787612	-0.11800887243828762	12	4	-0.016701046006206116	-0.1017988981548077	1	2	-0.6513340706689993	0.0	0.0007775859406885521	f1_tradeoff_not_default
drop_prob_lt_0.7_and_zipaf_lt_0.2	4	32	0.0026433756537159077	-0.06005659784089723	11	4	-0.006028221849528448	-0.029485441756407882	1	2	-0.9896130134856527	0.0	0.0010687219682037861	f1_tradeoff_not_default
drop_prob_lt_0.9_and_zipaf_lt_0.2	4	32	0.002175584473001292	-0.06234440383494899	11	4	-0.0072756649981008115	-0.03528373142605623	1	2	-0.7268412563840387	0.8758692474708312	0.0007759951316166393	f1_tradeoff_not_default
drop_prob_lt_0.95_and_zipaf_lt_0.2	4	32	0.0019596519768216372	-0.06234440383494899	11	4	-0.007851484987913215	-0.037587011385305846	1	2	-0.7264626205242777	0.8758692474708312	0.0007760648511223114	f1_tradeoff_not_default
max_zip_af_ge_0.2	4	32	0.0019596519768216372	-0.06234440383494899	11	4	-0.007851484987913215	-0.037587011385305846	1	2	-0.7264626205242777	0.8758692474708312	0.0007760648511223114	f1_tradeoff_not_default
drop_prob_lt_0.5_and_zipaf_lt_0.3	4	32	3.8974139249376566e-05	-0.045207307060755264	8	4	-0.005734340083914685	-0.02311447386813059	1	2	-0.6602940085670507	0.0	0.0009010684671667615	f1_tradeoff_not_default
drop_prob_lt_0.5_and_breadth_lt_0.1	4	32	0.022744311360173516	-0.11862786745964304	14	5	-0.010273993287273187	-0.08073879203193923	2	2	-1.37879532783276	0.13738400162457864	0.0010816520029588543	f1_tradeoff_not_default
