method	samples	mean_F1	pooled_TP	pooled_FP	pooled_FN	pooled_F1	mean_L1_union_pp	mean_L1_truth_only_pp	mean_Pearson_union	mean_Pearson_truth_only
sylph_gtdb_source_abundance	21	0.9705882352941176	33	1	1	0.9705882352941176	2.197983021433104	1.9535835102321264	0.9998887705925338	0.9999037206858025
minco_current_default_gtdb_source_abundance_sample21	21	0.8800000000000001	33	8	1	0.8800000000000001	34.74496714676101	18.167816526634173	0.9626902136826684	0.991588574591961
