sample	sample_label	source_genomes_positive	source_genomes_mapped	truth_gtdb_species	truth_mass_total	truth_mass_mapped	truth_mass_mapped_pct	truth_mass_exact_accession	truth_mass_unique_assembly_core	truth_mass_ambiguous_assembly_core	truth_mass_unmapped	raw_ref_rows	raw_ref_taxids	raw_ref_taxids_gtdb_mapped	minco_reference_release	sylph_reference_release	sylph_profile	same_release_ready	release_grade_candidate
6	airskin_urogenital6	24	24	16	212.000000000002	212.000000000002	100.0	211.000000000002	1.0	0.0	0.0	160802	26168	26168	gtdb_r232	gtdb_r226_cached	/tmp/cami2_hmp_unseen_transfer_20260626/run/sylph_sample6/profile.tsv	False	False
11	airskin_airways11	76	72	33	288.0000000000212	279.16454808643323	96.93213475222663	279.16454808643323	0.0	0.0	8.835451913588	198186	36133	36133	gtdb_r232	gtdb_r226_cached	/tmp/cami2_hmp_unseen_transfer_20260626/run/sylph_sample11/profile.tsv	False	False
