panel	sample	method	truth_species	pred_species	TP	FP	FN	precision	recall	F1	L1_union_pp	Pearson_union	rescued_species	rescued_TP	rescued_FP	rule
cami2_toy_mouse_gut	6	raw_ani0.93_xny500_breadth0.10	201	159	154	5	47	0.9685534591194969	0.7661691542288557	0.8555555555555555	22.918399189062708	0.9729867507816635	2	1	1	zero-mass raw candidate retention rule raw_ani0.93_xny500_breadth0.10
cami2_toy_mouse_gut	6	raw_ani0.93_xny500_breadth0.20	201	159	154	5	47	0.9685534591194969	0.7661691542288557	0.8555555555555555	22.918399189062708	0.9729867507816635	2	1	1	zero-mass raw candidate retention rule raw_ani0.93_xny500_breadth0.20
cami2_toy_mouse_gut	6	raw_ani0.93_xny500_breadth0.30	201	159	154	5	47	0.9685534591194969	0.7661691542288557	0.8555555555555555	22.918399189062708	0.9729867507816635	2	1	1	zero-mass raw candidate retention rule raw_ani0.93_xny500_breadth0.30
cami2_toy_mouse_gut	6	raw_ani0.93_xny500_breadth0.50	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189062708	0.9729828392129994	0	0	0	zero-mass raw candidate retention rule raw_ani0.93_xny500_breadth0.50
cami2_toy_mouse_gut	6	raw_ani0.93_xny650_breadth0.05	201	159	154	5	47	0.9685534591194969	0.7661691542288557	0.8555555555555555	22.918399189062708	0.9729867507816635	2	1	1	zero-mass raw candidate retention rule raw_ani0.93_xny650_breadth0.05
cami2_toy_mouse_gut	6	raw_ani0.93_xny650_breadth0.10	201	159	154	5	47	0.9685534591194969	0.7661691542288557	0.8555555555555555	22.918399189062708	0.9729867507816635	2	1	1	zero-mass raw candidate retention rule raw_ani0.93_xny650_breadth0.10
cami2_toy_mouse_gut	6	raw_ani0.93_xny650_breadth0.20	201	159	154	5	47	0.9685534591194969	0.7661691542288557	0.8555555555555555	22.918399189062708	0.9729867507816635	2	1	1	zero-mass raw candidate retention rule raw_ani0.93_xny650_breadth0.20
cami2_toy_mouse_gut	6	raw_ani0.93_xny650_breadth0.30	201	159	154	5	47	0.9685534591194969	0.7661691542288557	0.8555555555555555	22.918399189062708	0.9729867507816635	2	1	1	zero-mass raw candidate retention rule raw_ani0.93_xny650_breadth0.30
cami2_toy_mouse_gut	6	raw_ani0.93_xny650_breadth0.50	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189062708	0.9729828392129994	0	0	0	zero-mass raw candidate retention rule raw_ani0.93_xny650_breadth0.50
cami2_toy_mouse_gut	6	raw_ani0.95_xny100_breadth0.05	201	159	155	4	46	0.9748427672955975	0.7711442786069652	0.8611111111111112	22.918399189062708	0.9729828392129994	2	2	0	zero-mass raw candidate retention rule raw_ani0.95_xny100_breadth0.05
cami2_toy_mouse_gut	6	raw_ani0.95_xny100_breadth0.10	201	159	155	4	46	0.9748427672955975	0.7711442786069652	0.8611111111111112	22.918399189062708	0.9729828392129994	2	2	0	zero-mass raw candidate retention rule raw_ani0.95_xny100_breadth0.10
cami2_toy_mouse_gut	6	raw_ani0.95_xny100_breadth0.20	201	159	155	4	46	0.9748427672955975	0.7711442786069652	0.8611111111111112	22.918399189062708	0.9729828392129994	2	2	0	zero-mass raw candidate retention rule raw_ani0.95_xny100_breadth0.20
cami2_toy_mouse_gut	6	raw_ani0.95_xny100_breadth0.30	201	158	154	4	47	0.9746835443037974	0.7661691542288557	0.8579387186629526	22.918399189062708	0.9729828392129994	1	1	0	zero-mass raw candidate retention rule raw_ani0.95_xny100_breadth0.30
cami2_toy_mouse_gut	6	raw_ani0.95_xny100_breadth0.50	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189062708	0.9729828392129994	0	0	0	zero-mass raw candidate retention rule raw_ani0.95_xny100_breadth0.50
cami2_toy_mouse_gut	6	raw_ani0.95_xny250_breadth0.05	201	159	155	4	46	0.9748427672955975	0.7711442786069652	0.8611111111111112	22.918399189062708	0.9729828392129994	2	2	0	zero-mass raw candidate retention rule raw_ani0.95_xny250_breadth0.05
