method	sample_count	mean_sample_L1_delta_pp	max_sample_worse_L1_delta_pp	improved_samples	worsened_samples	panel_count	mean_panel_L1_delta_pp	max_panel_worse_L1_delta_pp	improved_panels	worsened_panels	mean_Pearson_delta
global_raw_breadth_a0.02	32	-0.16128061546526717	0.21742023710016412	26	6	4	-0.14762026682020762	0.014369225424814225	3	1	0.0001532772133896118
global_s_norm_depth_a0.02	32	-0.13924538850775126	0.21837057044204755	26	6	4	-0.12007265613584062	0.05526417916723059	3	1	0.0001625464891378478
global_s_rel_depth_a0.02	32	-0.13924538850775126	0.21837057044204755	26	6	4	-0.12007265613584062	0.05526417916723059	3	1	0.0001625464891378478
global_raw_breadth_a0.01	32	-0.08237182109591865	0.1087101185500785	26	6	4	-0.07690952891853045	0.00718461271241555	3	1	7.907774565567988e-05
global_s_norm_depth_a0.01	32	-0.07010313723816891	0.10918528522102022	26	6	4	-0.0602843228209816	0.027588626446910958	3	1	8.3547878007878e-05
global_s_rel_depth_a0.01	32	-0.07010313723816891	0.10918528522102022	26	6	4	-0.0602843228209816	0.027588626446910958	3	1	8.3547878007878e-05
global_raw_breadth_a0.005	32	-0.04127878375716332	0.0543550592750357	26	6	4	-0.038542258147585474	0.003592306356197561	3	1	4.015279213748918e-05
global_s_norm_depth_a0.005	32	-0.03508614911780253	0.054592642610494124	26	6	4	-0.03019177377025667	0.01379431322345237	3	1	4.2345593186651764e-05
global_s_rel_depth_a0.005	32	-0.03508614911780253	0.054592642610494124	26	6	4	-0.03019177377025667	0.01379431322345237	3	1	4.2345593186651764e-05
global_raw_realaf_a0.25	32	-1.5811314174817106	2.6997149034428727	25	7	4	-1.1140561247090268	1.2111901951458617	3	1	0.001397265652763286
global_raw_xny_a0.25	32	-1.5811314174817106	2.6997149034428727	25	7	4	-1.1140561247090268	1.2111901951458617	3	1	0.001397265652763286
global_raw_breadth_a0.1	32	-0.6684523432817038	1.2899862968889089	25	7	4	-0.5281128710601967	0.24088206994896547	2	2	0.0005789075444563481
global_raw_norm_depth_a0.02	32	-0.6546635667272089	0.7353458617709148	25	7	4	-0.4037006474461672	0.5194080891634112	3	1	0.0003993558620780796
global_raw_hit_breadth_a0.02	32	-0.6406126336577268	0.7376621603731355	25	7	4	-0.39069744922766547	0.5277636704808426	3	1	0.0003868984129437869
global_raw_mean_breadth_a0.02	32	-0.6351554082329718	0.8020570830797418	25	7	4	-0.37886135255088293	0.5796001390527478	3	1	0.0002953630227094037
global_s_norm_depth_a0.1	32	-0.5780447182026217	1.2933168151895629	25	7	4	-0.4295427316995829	0.3532390921673576	2	2	0.0006363180444010491
global_s_rel_depth_a0.1	32	-0.5780447182026217	1.2933168151895629	25	7	4	-0.4295427316995829	0.3532390921673576	2	2	0.0006363180444010491
global_raw_breadth_a0.05	32	-0.36629339555202023	0.6083500862162232	25	7	4	-0.30257831840531435	0.051235036371819476	2	2	0.00034725605033258597
global_raw_norm_depth_a0.01	32	-0.3434289666290701	0.23122564907527732	25	7	4	-0.23362617432889277	0.15494023425709744	3	1	0.00022246580764020973
global_raw_hit_breadth_a0.01	32	-0.33582570219189634	0.3570175804891278	25	7	4	-0.22678556252111023	0.15907924275119148	3	1	0.00021588920900457095
global_raw_mean_breadth_a0.01	32	-0.3336432330889738	0.3159008181900447	25	7	4	-0.22182078124741947	0.18489619529863224	3	1	0.00017557133671678923
global_s_norm_depth_a0.05	32	-0.3183179945082406	0.6100153453665484	25	7	4	-0.2495157459574343	0.15924440009939733	2	2	0.00037271826379837655
global_s_rel_depth_a0.05	32	-0.3183179945082406	0.6100153453665484	25	7	4	-0.2495157459574343	0.15924440009939733	2	2	0.00037271826379837655
global_raw_norm_depth_a0.05	32	-1.420320626871718	2.5779949554528816	24	8	4	-0.7855479872106417	1.789576256031267	3	1	0.0006829737847160455
global_raw_hit_breadth_a0.05	32	-1.386256554159257	2.5824225643150402	24	8	4	-0.7547700439152449	1.8098182732843746	3	1	0.0006549398669565762
global_raw_mean_breadth_a0.05	32	-1.341052917326047	2.6251029101158725	24	8	4	-0.7208734948424222	1.9467258102656235	3	1	0.00035448225203630473
global_max_mean_breadth_a0.01	32	-0.08869475895906367	0.2391736882634241	24	8	4	-0.08966877988735494	0.04092636432275487	3	1	7.496059602250457e-05
global_realaf_norm_depth_a0.01	32	-0.06959499643460443	0.18033193488788157	24	8	4	-0.08059126037225604	0.05042155732894571	3	1	9.151203335721128e-05
global_xny_norm_depth_a0.01	32	-0.06959499643460443	0.18033193488788157	24	8	4	-0.08059126037225604	0.05042155732894571	3	1	9.151203335721128e-05
genus_raw_breadth_a0.01	32	-0.046869400533351674	0.04203099001418309	24	8	4	-0.02213551099789741	0.02303228724063011	3	1	5.069106977318924e-05
global_max_mean_breadth_a0.005	32	-0.04459307892889702	0.11958684413171383	24	8	4	-0.04499608742148087	0.020463182161370774	3	1	3.910620061070222e-05
genus_s_norm_depth_a0.01	32	-0.03974375874744654	0.0628862005150097	24	8	4	-0.010832729053775018	0.03419020499417158	3	1	4.619521646568453e-05
genus_s_rel_depth_a0.01	32	-0.03974375874744654	0.0628862005150097	24	8	4	-0.010832729053775018	0.03419020499417158	3	1	4.619521646568453e-05
global_realaf_norm_depth_a0.005	32	-0.03523860069374324	0.09016596744393723	24	8	4	-0.04063343977110328	0.0247334540403088	3	1	4.6949635873951706e-05
global_xny_norm_depth_a0.005	32	-0.03523860069374324	0.09016596744393723	24	8	4	-0.04063343977110328	0.0247334540403088	3	1	4.6949635873951706e-05
genus_raw_breadth_a0.005	32	-0.02366159646298302	0.021015495007091545	24	8	4	-0.011143387564385793	0.011516143620315056	3	1	2.55858748445352e-05
genus_realaf_norm_depth_a0.005	32	-0.023660450337644356	0.034113255185630464	24	8	4	-0.00781670693483989	0.024011900006190245	3	1	2.613776439337398e-05
genus_xny_norm_depth_a0.005	32	-0.023660450337644356	0.034113255185630464	24	8	4	-0.00781670693483989	0.024011900006190245	3	1	2.613776439337398e-05
genus_s_norm_depth_a0.005	32	-0.020118735961730083	0.03144310025749064	24	8	4	-0.0055034478382184615	0.017095102497078685	3	1	2.3339988461851258e-05
genus_s_rel_depth_a0.005	32	-0.020118735961730083	0.03144310025749064	24	8	4	-0.0055034478382184615	0.017095102497078685	3	1	2.3339988461851258e-05
global_raw_norm_depth_a0.1	32	-1.7936868780426765	6.123469676317798	23	9	4	-0.40479975354634	4.551758767776725	3	1	0.00046934904448142634
global_raw_hit_breadth_a0.1	32	-1.7170576208018422	6.131899757658429	23	9	4	-0.3944468285108409	4.584036732639127	3	1	0.000411508900097151
global_max_mean_breadth_a0.05	32	-0.34359808243560813	1.358698735413391	23	9	4	-0.2799712590554303	0.26533826361648405	2	2	0.0002479029545099723
global_realaf_norm_depth_a0.05	32	-0.23258884446979547	0.9016596744394256	23	9	4	-0.23876746548672362	0.27977274308083455	2	2	0.0003642310294445991
global_xny_norm_depth_a0.05	32	-0.23258884446979547	0.9016596744394256	23	9	4	-0.23876746548672362	0.27977274308083455	2	2	0.0003642310294445991
global_max_mean_breadth_a0.02	32	-0.16261708615580633	0.5043825307477654	23	9	4	-0.1493375606900862	0.08626311130913678	3	1	0.0001370214494550992
global_realaf_norm_depth_a0.02	32	-0.12385363028910784	0.36066386977577736	23	9	4	-0.1328300684499697	0.1017977639061991	3	1	0.00017354839978556136
global_xny_norm_depth_a0.02	32	-0.12385363028910784	0.36066386977577736	23	9	4	-0.1328300684499697	0.1017977639061991	3	1	0.00017354839978556136
genus_raw_breadth_a0.02	32	-0.09121053326835876	0.08406198002840881	23	9	4	-0.04342826606300269	0.04606457448127621	3	1	9.946309493490471e-05
genus_s_norm_depth_a0.02	32	-0.07695537871469513	0.1257724010300194	23	9	4	-0.020799882500480538	0.06838040998834316	3	1	9.045428852498191e-05
genus_s_rel_depth_a0.02	32	-0.07695537871469513	0.1257724010300194	23	9	4	-0.020799882500480538	0.06838040998834316	3	1	9.045428852498191e-05
genus_realaf_norm_depth_a0.01	32	-0.04477396618370977	0.06822651037124672	23	9	4	-0.014784435705822292	0.04802380001239026	3	1	5.139776388582082e-05
genus_xny_norm_depth_a0.01	32	-0.04477396618370977	0.06822651037124672	23	9	4	-0.014784435705822292	0.04802380001239026	3	1	5.139776388582082e-05
global_raw_mean_breadth_a0.1	32	-1.5294479226843232	6.221913188215952	22	10	4	-0.20977671972842138	4.863300612974126	3	1	-0.00037011335687328617
global_realaf_norm_depth_a0.1	32	-0.31897902210840057	1.9013240848839175	22	10	4	-0.3563236081928929	0.710725056855703	2	2	0.0005053552265744839
global_xny_norm_depth_a0.1	32	-0.31897902210840057	1.9013240848839175	22	10	4	-0.3563236081928929	0.710725056855703	2	2	0.0005053552265744839
genus_raw_breadth_a0.05	32	-0.20927387428835284	0.21015495007104334	22	10	4	-0.09784614820934348	0.11516143620320296	3	1	0.000234339439902434
genus_s_norm_depth_a0.05	32	-0.1732402426961253	0.3144310025750201	22	10	4	-0.04104961346322325	0.1709510249708437	3	1	0.00021167370491038257
genus_s_rel_depth_a0.05	32	-0.1732402426961253	0.3144310025750201	22	10	4	-0.04104961346322325	0.1709510249708437	3	1	0.00021167370491038257
genus_realaf_norm_depth_a0.05	32	-0.15195387274446484	0.3411325518562194	22	10	4	-0.036347784998488716	0.24011900006193176	3	1	0.0002220524601116089
genus_xny_norm_depth_a0.05	32	-0.15195387274446484	0.3411325518562194	22	10	4	-0.036347784998488716	0.24011900006193176	3	1	0.0002220524601116089
genus_realaf_norm_depth_a0.02	32	-0.08351363457705427	0.13645302074246501	22	10	4	-0.025835629194763232	0.09604760002476098	3	1	9.929018465702766e-05
genus_xny_norm_depth_a0.02	32	-0.08351363457705427	0.13645302074246501	22	10	4	-0.025835629194763232	0.09604760002476098	3	1	9.929018465702766e-05
genus_max_mean_breadth_a0.005	32	-0.027483011231386717	0.06121546925832888	22	10	4	-0.007091310345773632	0.033186381815391464	3	1	2.283896558877979e-05
genus_s_norm_depth_a0.25	32	-0.4771400779456721	1.5721550128751574	21	11	4	0.01488897838885217	0.8547551248542442	2	2	0.0005886507225567848
genus_s_rel_depth_a0.25	32	-0.4771400779456721	1.5721550128751574	21	11	4	0.01488897838885217	0.8547551248542442	2	2	0.0005886507225567848
genus_raw_breadth_a0.1	32	-0.3552025002932266	0.4203099001420867	21	11	4	-0.15825499041977878	0.23195742174955125	3	1	0.00042146131633020653
genus_s_norm_depth_a0.1	32	-0.28493647819320345	0.6288620051500544	21	11	4	-0.046443681911700785	0.3419020499416945	3	1	0.00037554879766846586
genus_s_rel_depth_a0.1	32	-0.28493647819320345	0.6288620051500544	21	11	4	-0.046443681911700785	0.3419020499416945	3	1	0.00037554879766846586
genus_realaf_norm_depth_a0.1	32	-0.18720701991108224	0.6822651037124103	21	11	4	-0.004914590579479544	0.4814828248298797	3	1	0.0003576769477438013
genus_xny_norm_depth_a0.1	32	-0.18720701991108224	0.6822651037124103	21	11	4	-0.004914590579479544	0.4814828248298797	3	1	0.0003576769477438013
global_prob_norm_depth_a0.02	32	-0.0703076817544945	0.3707747195818456	21	11	4	-0.09584403308150743	0.12385157185521933	3	1	0.00016245366972461595
genus_prob_norm_depth_a0.02	32	-0.06163816740735767	0.20832262012909553	21	11	4	-0.011883362197218084	0.12538893987738664	3	1	7.484731136369119e-05
genus_max_mean_breadth_a0.01	32	-0.05229752099628626	0.12243093851665776	21	11	4	-0.013139973543508321	0.06637276363077138	3	1	4.444600377226729e-05
global_prob_norm_depth_a0.01	32	-0.03996302924027051	0.18396733331603699	21	11	4	-0.05276230415001637	0.05713330985285481	3	1	8.491614262024633e-05
genus_prob_norm_depth_a0.01	32	-0.033577093956133286	0.10416131006456908	21	11	4	-0.006968008304651968	0.06269446993871064	3	1	3.898847839287761e-05
genus_max_hit_breadth_a0.01	32	-0.03097132731054289	0.059782221883693865	21	11	4	-0.006824184772610448	0.03620274397352663	3	1	4.2441962476068296e-05
genus_max_norm_depth_a0.01	32	-0.023971146088160034	0.0961208150292947	21	11	4	-0.0011294134949667856	0.057623420466504705	3	1	2.841948724642898e-05
genus_max_rel_depth_a0.01	32	-0.023971146088160034	0.0961208150292947	21	11	4	-0.0011294134949667856	0.057623420466504705	3	1	2.841948724642898e-05
global_prob_norm_depth_a0.005	32	-0.0206543505058899	0.09198366665800606	21	11	4	-0.026845958793975618	0.028089330302265125	3	1	4.338499999522946e-05
genus_prob_norm_depth_a0.005	32	-0.01742013913077481	0.05208065503225612	21	11	4	-0.003701750947797556	0.03134723496933667	3	1	1.98858870867763e-05
genus_max_hit_breadth_a0.005	32	-0.0163402564092045	0.02989111094181851	21	11	4	-0.00525716201036385	0.018101371986752213	3	1	2.1504362682618627e-05
genus_max_norm_depth_a0.005	32	-0.01240577060969647	0.048060407514626036	21	11	4	-0.0007101001726293379	0.028811710233243915	3	1	1.4497347803336946e-05
genus_max_rel_depth_a0.005	32	-0.01240577060969647	0.048060407514626036	21	11	4	-0.0007101001726293379	0.028811710233243915	3	1	1.4497347803336946e-05
global_raw_breadth_a0.25	32	-1.0452072500122935	3.3348949289069623	20	12	4	-0.6603369647969126	1.2810829368398409	2	2	0.000652060037617877
global_s_norm_depth_a0.25	32	-0.8919501635618898	3.343221224658606	20	12	4	-0.5610655770279432	1.3526407122370188	2	2	0.0008247524189010924
global_s_rel_depth_a0.25	32	-0.8919501635618898	3.343221224658606	20	12	4	-0.5610655770279432	1.3526407122370188	2	2	0.0008247524189010924
genus_raw_breadth_a0.25	32	-0.639988791974688	1.050774750355174	20	12	4	-0.2508950490943032	0.5831041256552965	3	1	0.0007096403730675119
global_max_mean_breadth_a0.1	32	-0.528999475084486	2.790683595283255	20	12	4	-0.38421001706939595	0.8158343567210595	2	2	0.00019361272870863783
genus_max_mean_breadth_a0.05	32	-0.18935433973244037	0.6121546925833599	20	12	4	-0.027071840572253605	0.3318638181538951	3	1	0.00017334086499061138
genus_max_mean_breadth_a0.02	32	-0.09826313632491299	0.24486187703334394	20	12	4	-0.021614228625341486	0.13274552726156053	3	1	8.397695426253654e-05
genus_max_hit_breadth_a0.02	32	-0.05791625959370422	0.11956444376730246	20	12	4	-0.008906607530443138	0.07240548794701152	2	2	8.261793056219685e-05
genus_max_norm_depth_a0.02	32	-0.04398868351533536	0.1922416300585894	20	12	4	-0.0004427791168545303	0.1152468409330174	3	1	5.4539674423197126e-05
genus_max_rel_depth_a0.02	32	-0.04398868351533536	0.1922416300585894	20	12	4	-0.0004427791168545303	0.1152468409330174	3	1	5.4539674423197126e-05
global_max_norm_depth_a0.01	32	-0.027356473808231058	0.17984627007969323	20	12	4	-0.04679882624243317	0.04506597621911901	3	1	8.492005107406733e-05
