sample	method	truth_gtdb_species	pred_gtdb_species	TP	FP	FN	precision	recall	F1	L1_union_pp	L1_truth_only_pp	Pearson_union	Pearson_truth_only	panel	collapse_rule	kept_rows	dropped_rows	dropped_fraction	dropped_abundance_fraction	official_L1_pp	official_Pearson	current_F1	current_official_L1_pp	current_official_Pearson	delta_F1	delta_official_L1_pp	delta_official_Pearson
5	current_calls	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.185888179619205	15.414228172608885	0.9913799211896311	0.9917478920123491	cami2_toy_mouse_gut	max	162	0	0.0	0.0	15.414228172608885	0.9917478920123491	0.8722222222222222	15.414228172608885	0.9917478920123491	0.0	0.0	0.0
5	drop_prob_lt_0.5_and_breadth_lt_0.1	198	156	151	5	47	0.967948717948718	0.7626262626262627	0.8531073446327684	16.97366383249021	15.192572889813361	0.9913896396649524	0.9917600067929	cami2_toy_mouse_gut	max	156	6	0.037037037037037035	0.00529503319597814	15.192572889813361	0.9917600067929	0.8722222222222222	15.414228172608885	0.9917478920123491	-0.01911487758945385	-0.22165528279552404	1.2114780550853688e-05
5	drop_prob_lt_0.5_and_breadth_lt_0.2	198	155	150	5	48	0.967741935483871	0.7575757575757576	0.8498583569405099	17.08898162713842	15.30579412781155	0.9913874308380709	0.9917583271952705	cami2_toy_mouse_gut	max	155	7	0.043209876543209874	0.006464543028089448	15.30579412781155	0.9917583271952705	0.8722222222222222	15.414228172608885	0.9917478920123491	-0.022363865281712303	-0.10843404479733465	1.0435182921320063e-05
5	drop_prob_lt_0.5_and_realaf_lt_0.3	198	156	151	5	47	0.967948717948718	0.7626262626262627	0.8531073446327684	16.97366383249021	15.192572889813361	0.9913896396649524	0.9917600067929	cami2_toy_mouse_gut	max	156	6	0.037037037037037035	0.00529503319597814	15.192572889813361	0.9917600067929	0.8722222222222222	15.414228172608885	0.9917478920123491	-0.01911487758945385	-0.22165528279552404	1.2114780550853688e-05
5	drop_prob_lt_0.5_and_xny_lt_500	198	155	150	5	48	0.967741935483871	0.7575757575757576	0.8498583569405099	17.08898162713842	15.30579412781155	0.9913874308380709	0.9917583271952705	cami2_toy_mouse_gut	max	155	7	0.043209876543209874	0.006464543028089448	15.30579412781155	0.9917583271952705	0.8722222222222222	15.414228172608885	0.9917478920123491	-0.022363865281712303	-0.10843404479733465	1.0435182921320063e-05
5	drop_prob_lt_0.7_and_breadth_lt_0.1	198	146	143	3	55	0.9794520547945206	0.7222222222222222	0.8313953488372093	16.884534952723765	15.138758312754899	0.9914114113690218	0.9917868929840844	cami2_toy_mouse_gut	max	146	16	0.09876543209876543	0.013231866520727682	15.138758312754899	0.9917868929840844	0.8722222222222222	15.414228172608885	0.9917478920123491	-0.040826873385012896	-0.2754698598539864	3.900097173525907e-05
5	drop_prob_lt_0.7_and_breadth_lt_0.2	198	140	137	3	61	0.9785714285714285	0.6919191919191919	0.8106508875739645	17.265232919372583	15.491397669945853	0.9914809192612296	0.9918635013699584	cami2_toy_mouse_gut	max	140	22	0.13580246913580246	0.0288406112966082	15.491397669945853	0.9918635013699584	0.8722222222222222	15.414228172608885	0.9917478920123491	-0.0615713346482577	0.07716949733696765	0.00011560935760923652
5	drop_prob_lt_0.7_and_realaf_lt_0.3	198	141	138	3	60	0.9787234042553191	0.696969696969697	0.8141592920353982	17.340463025924898	15.574314611820906	0.9914427291842917	0.9918233664361744	cami2_toy_mouse_gut	max	141	21	0.12962962962962962	0.02461381912360487	15.574314611820906	0.9918233664361744	0.8722222222222222	15.414228172608885	0.9917478920123491	-0.05806293018682407	0.16008643921202115	7.547442382527247e-05
5	max_real_min_af_ge_0.02	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.185888179619205	15.414228172608885	0.9913799211896311	0.9917478920123491	cami2_toy_mouse_gut	max	162	0	0.0	0.0	15.414228172608885	0.9917478920123491	0.8722222222222222	15.414228172608885	0.9917478920123491	0.0	0.0	0.0
5	max_xny_ge_10	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.185888179619205	15.414228172608885	0.9913799211896311	0.9917478920123491	cami2_toy_mouse_gut	max	162	0	0.0	0.0	15.414228172608885	0.9917478920123491	0.8722222222222222	15.414228172608885	0.9917478920123491	0.0	0.0	0.0
5	min_breadth_ge_0.02	198	158	155	3	43	0.9810126582278481	0.7828282828282829	0.8707865168539327	16.980457596305207	15.24208791235534	0.9913798645779036	0.9917504208710632	cami2_toy_mouse_gut	max	158	4	0.024691358024691357	0.0017032403131061941	15.24208791235534	0.9917504208710632	0.8722222222222222	15.414228172608885	0.9917478920123491	-0.0014357053682895193	-0.17214026025354556	2.5288587141014673e-06
5	min_xny_ge_25	198	156	153	3	45	0.9807692307692307	0.7727272727272727	0.864406779661017	16.97347876535681	15.23411145038529	0.991379350612436	0.9917501627580702	cami2_toy_mouse_gut	max	156	6	0.037037037037037035	0.0022758231181896986	15.23411145038529	0.9917501627580702	0.8722222222222222	15.414228172608885	0.9917478920123491	-0.007815442561205255	-0.18011672222359465	2.27074572101138e-06
5	s_xny_ge_10	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.185888179619205	15.414228172608885	0.9913799211896311	0.9917478920123491	cami2_toy_mouse_gut	max	162	0	0.0	0.0	15.414228172608885	0.9917478920123491	0.8722222222222222	15.414228172608885	0.9917478920123491	0.0	0.0	0.0
6	current_calls	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189063045	20.062955823580815	0.9729828392129993	0.9737545137280396	cami2_toy_mouse_gut	max	157	0	0.0	0.0	20.062955823580815	0.9737545137280396	0.8547486033519553	20.062955823580815	0.9737545137280396	0.0	0.0	0.0
6	drop_prob_lt_0.5_and_breadth_lt_0.1	201	153	149	4	52	0.9738562091503268	0.7412935323383084	0.8418079096045198	23.061627191714113	20.200339825205393	0.9729772536754926	0.9737510659217373	cami2_toy_mouse_gut	max	153	4	0.025477707006369428	0.0020424376435899155	20.200339825205393	0.9737510659217373	0.8547486033519553	20.062955823580815	0.9737545137280396	-0.012940693747435561	0.13738400162457864	-3.4478063022369554e-06
6	drop_prob_lt_0.5_and_breadth_lt_0.2	201	152	148	4	53	0.9736842105263158	0.736318407960199	0.8385269121813033	23.14340176291022	20.2806279975024	0.972974871679122	0.9737492262558903	cami2_toy_mouse_gut	max	152	5	0.03184713375796178	0.0025605935104493194	20.2806279975024	0.9737492262558903	0.8547486033519553	20.062955823580815	0.9737545137280396	-0.016221691170652086	0.217672173921585	-5.287472149229089e-06
6	drop_prob_lt_0.5_and_realaf_lt_0.3	201	152	148	4	53	0.9736842105263158	0.736318407960199	0.8385269121813033	23.14340176291022	20.2806279975024	0.972974871679122	0.9737492262558903	cami2_toy_mouse_gut	max	152	5	0.03184713375796178	0.0025605935104493194	20.2806279975024	0.9737492262558903	0.8547486033519553	20.062955823580815	0.9737545137280396	-0.016221691170652086	0.217672173921585	-5.287472149229089e-06
6	drop_prob_lt_0.5_and_xny_lt_500	201	150	146	4	55	0.9733333333333334	0.7263681592039801	0.8319088319088319	23.676026365962866	20.795586546838873	0.9729499445569064	0.9737307600629468	cami2_toy_mouse_gut	max	150	7	0.044585987261146494	0.008677998920790766	20.795586546838873	0.9737307600629468	0.8547486033519553	20.062955823580815	0.9737545137280396	-0.022839771443123436	0.7326307232580582	-2.375366509277388e-05
