panel	sample	method	truth_species	pred_species	TP	FP	FN	precision	recall	F1	union_L1_pp	truth_only_L1_pp	official_L1_kind	official_L1_pp	Pearson_union	Pearson_truth_only	official_Pearson_kind	official_Pearson	matched_abs_error_pp	missing_truth_mass_pp	extra_pred_mass_pp	truth_mass_detected_pct	pred_mass_total_pct	pred_mass_on_truth_pct	pred_mass_extra_pct	truth_source	pred_source	prediction_rule
hmp_airskin_gtdb_source_abundance	5	sylph_gtdb_source_abundance	26	27	25	2	1	0.9259259259259259	0.9615384615384616	0.9433962264150944	5.965327211488682	4.378524037882335	union	5.965327211488682	0.9982783007541336	0.9989834528921162	union	0.9982783007541336	2.9396751170190143	1.4388489208633206	1.5868031736063473	98.56115107913669	100.0	98.41319682639364	1.5868031736063473	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample5/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	5	oracle_fixed_calls_truth_mass	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	1.4388489208633206	1.4388489208633206	union	1.4388489208633206	0.9993994787406888	0.9993955872868624	union	0.9993994787406888	0.0	1.4388489208633206	0.0	98.56115107913669	98.56115107913669	98.56115107913669	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin5_20260627/minco_sample5_current_default.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	5	oracle_fixed_calls_truth_renorm	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	2.8776978417266297	2.8776978417266297	union	2.8776978417266297	0.9993994787406888	0.9993955872868616	union	0.9993994787406888	1.4388489208633093	1.4388489208633206	0.0	98.56115107913669	100.0	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin5_20260627/minco_sample5_current_default.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	5	oracle_current_tp_abundance_renorm	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	9.493060030193659	9.493060030193659	union	9.493060030193659	0.9984761591578553	0.998481384852526	union	0.9984761591578553	8.054211109330337	1.4388489208633206	0.0	98.56115107913669	100.00000000000004	100.00000000000004	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin5_20260627/minco_sample5_current_default.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	6	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	16	16	15	1	1	0.9375	0.9375	0.9375	23.215391722468834	12.202962601464076	union	23.215391722468834	0.9122239933982665	0.9760025717718567	union	0.9122239933982665	10.316170148633907	1.886792452830171	11.012429121004756	98.11320754716984	100.0	88.98757087899523	11.012429121004756	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample6_current_exact.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	6	sylph_gtdb_source_abundance	16	18	16	2	0	0.8888888888888888	1.0	0.9411764705882353	3.4030134955207005	1.889710468914646	union	3.4030134955207005	0.9989848198040682	0.9996990497657611	union	0.9989848198040682	1.889710468914646	0.0	1.5133030266060536	100.0	100.0	98.48669697339396	1.5133030266060536	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample6/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	6	oracle_fixed_calls_truth_mass	16	16	15	1	1	0.9375	0.9375	0.9375	1.886792452830171	1.886792452830171	union	1.886792452830171	0.9986214133285191	0.9985898587818763	union	0.9986214133285191	0.0	1.886792452830171	0.0	98.11320754716984	98.11320754716984	98.11320754716984	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample6_current_exact.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	6	oracle_fixed_calls_truth_renorm	16	16	15	1	1	0.9375	0.9375	0.9375	3.7735849056603348	3.7735849056603348	union	3.7735849056603348	0.9986214133285193	0.9985898587818764	union	0.9986214133285193	1.8867924528301636	1.886792452830171	0.0	98.11320754716984	99.99999999999999	99.99999999999999	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample6_current_exact.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	6	oracle_current_tp_abundance_renorm	16	16	15	1	1	0.9375	0.9375	0.9375	16.801623315301377	16.801623315301377	union	16.801623315301377	0.9767425898966853	0.9760025717718568	union	0.9767425898966853	14.914830862471206	1.886792452830171	0.0	98.11320754716984	100.00000000000003	100.00000000000003	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample6_current_exact.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	7	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	75	89	69	20	6	0.7752808988764045	0.92	0.8414634146341463	27.60939968724819	23.569124165375882	union	27.60939968724819	0.9875542782678018	0.9880750272858687	union	0.9875542782678018	22.843841979863015	0.7252821855128652	4.040275521872296	99.27471781448712	100.0	95.95972447812771	4.040275521872296	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin7_20260627/minco_sample7_current_default.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	7	sylph_gtdb_source_abundance	75	77	73	4	2	0.948051948051948	0.9733333333333334	0.9605263157894737	5.2057183591225575	4.843116546113492	union	5.2057183591225575	0.9994444134687459	0.9994491106272495	union	0.9994444134687459	4.740275129128977	0.10284141698451588	0.36260181300906513	99.89715858301548	100.00000000000003	99.63739818699091	0.36260181300906513	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample7/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	7	oracle_fixed_calls_truth_mass	75	89	69	20	6	0.7752808988764045	0.92	0.8414634146341463	0.7252821855128653	0.7252821855128653	union	0.7252821855128653	0.9999635785404646	0.9999634957107232	union	0.9999635785404646	0.0	0.7252821855128652	0.0	99.27471781448712	99.27471781448712	99.27471781448712	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin7_20260627/minco_sample7_current_default.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	7	oracle_fixed_calls_truth_renorm	75	89	69	20	6	0.7752808988764045	0.92	0.8414634146341463	1.4505643710257536	1.4505643710257536	union	1.4505643710257536	0.9999635785404666	0.9999634957107224	union	0.9999635785404666	0.7252821855128884	0.7252821855128652	0.0	99.27471781448712	100.00000000000004	100.00000000000004	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin7_20260627/minco_sample7_current_default.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	7	oracle_current_tp_abundance_renorm	75	89	69	20	6	0.7752808988764045	0.92	0.8414634146341463	22.132286545617333	22.132286545617333	union	22.132286545617333	0.9881522030985246	0.988075027285869	union	0.9881522030985246	21.407004360104466	0.7252821855128652	0.0	99.27471781448712	99.99999999999997	99.99999999999997	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin7_20260627/minco_sample7_current_default.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	9	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	96	102	92	10	4	0.9019607843137255	0.9583333333333334	0.9292929292929293	31.5269302502451	22.68679514645173	union	31.5269302502451	0.9866666556242835	0.9927120918834786	union	0.9866666556242835	22.615939364749455	0.07085578170228189	8.840135103793365	99.92914421829767	100.0	91.15986489620667	8.840135103793365	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	9	sylph_gtdb_source_abundance	96	95	93	2	3	0.9789473684210527	0.96875	0.9738219895287958	7.687184035528116	7.589384133328019	union	7.687184035528116	0.9980983985941578	0.9980969824028046	union	0.9980983985941578	7.526106721409328	0.06327741191868606	0.09779990220009781	99.93672258808127	100.0	99.90220009779992	0.09779990220009781	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample9/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	9	oracle_fixed_calls_truth_mass	96	102	92	10	4	0.9019607843137255	0.9583333333333334	0.9292929292929293	0.0708557817022819	0.0708557817022819	union	0.0708557817022819	0.9999992866977729	0.9999992848575797	union	0.9999992866977729	0.0	0.07085578170228189	0.0	99.92914421829767	99.92914421829767	99.92914421829767	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	9	oracle_fixed_calls_truth_renorm	96	102	92	10	4	0.9019607843137255	0.9583333333333334	0.9292929292929293	0.14171156340461766	0.14171156340461766	union	0.14171156340461766	0.9999992866977737	0.9999992848575814	union	0.9999992866977737	0.07085578170233578	0.07085578170228189	0.0	99.92914421829767	100.00000000000017	100.00000000000017	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	9	oracle_current_tp_abundance_renorm	96	102	92	10	4	0.9019607843137255	0.9583333333333334	0.9292929292929293	20.04455318162547	20.04455318162547	union	20.04455318162547	0.9926908134343586	0.9927120918834789	union	0.9926908134343586	19.973697399923193	0.07085578170228189	0.0	99.92914421829767	99.99999999999999	99.99999999999999	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	10	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	69	69	63	6	6	0.9130434782608695	0.9130434782608695	0.9130434782608695	20.729208359157216	18.003822216673814	union	20.729208359157216	0.9889496865549153	0.9899775618885672	union	0.9889496865549153	16.253928579088633	1.7498936375851832	2.7253861424834	98.25010636241487	99.99999999999999	97.27461385751664	2.7253861424834	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	10	sylph_gtdb_source_abundance	69	67	64	3	5	0.9552238805970149	0.927536231884058	0.9411764705882353	11.172737974136306	8.571835373233707	union	11.172737974136306	0.9931350210509233	0.9957695941224082	union	0.9931350210509233	6.607562539691031	1.9642728335426771	2.6009026009026015	98.03572716645735	100.0	97.3990973990974	2.6009026009026015	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample10/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	10	oracle_fixed_calls_truth_mass	69	69	63	6	6	0.9130434782608695	0.9130434782608695	0.9130434782608695	1.7498936375851832	1.7498936375851832	union	1.7498936375851832	0.9994638261280365	0.9994604980160303	union	0.9994638261280365	0.0	1.7498936375851832	0.0	98.25010636241487	98.25010636241487	98.25010636241487	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	10	oracle_fixed_calls_truth_renorm	69	69	63	6	6	0.9130434782608695	0.9130434782608695	0.9130434782608695	3.499787275170315	3.499787275170315	union	3.499787275170315	0.9994638261280369	0.9994604980160305	union	0.9994638261280369	1.7498936375851315	1.7498936375851832	0.0	98.25010636241487	99.99999999999994	99.99999999999994	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	10	oracle_current_tp_abundance_renorm	69	69	63	6	6	0.9130434782608695	0.9130434782608695	0.9130434782608695	18.391767666266084	18.391767666266084	union	18.391767666266084	0.9900609374838072	0.9899775618885671	union	0.9900609374838072	16.641874028680903	1.7498936375851832	0.0	98.25010636241487	99.99999999999997	99.99999999999997	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	11	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	33	32	32	0	1	1.0	0.9696969696969697	0.9846153846153847	22.345748750639075	22.345748750639075	union	22.345748750639075	0.9390039844436855	0.9390039844436855	union	0.9390039844436855	22.340466337091087	0.005282413547989002	0.0	99.994717586452	100.00000000000003	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	11	sylph_gtdb_source_abundance	33	33	33	0	0	1.0	1.0	1.0	6.864304715532985	6.864304715532985	union	6.864304715532985	0.9941596246642731	0.9941596246642731	union	0.9941596246642731	6.864304715532985	0.0	0.0	99.99999999999999	100.0	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample11/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	11	oracle_fixed_calls_truth_mass	33	32	32	0	1	1.0	0.9696969696969697	0.9846153846153847	0.005282413547989002	0.005282413547989002	union	0.005282413547989002	0.9999999866162944	0.9999999866162944	union	0.9999999866162944	0.0	0.005282413547989002	0.0	99.994717586452	99.994717586452	99.994717586452	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	11	oracle_fixed_calls_truth_renorm	33	32	32	0	1	1.0	0.9696969696969697	0.9846153846153847	0.010564827095989205	0.010564827095989205	union	0.010564827095989205	0.9999999866162949	0.9999999866162949	union	0.9999999866162949	0.005282413548000204	0.005282413547989002	0.0	99.994717586452	100.0	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	11	oracle_current_tp_abundance_renorm	33	32	32	0	1	1.0	0.9696969696969697	0.9846153846153847	22.345748750639075	22.345748750639075	union	22.345748750639075	0.9390039844436855	0.9390039844436855	union	0.9390039844436855	22.340466337091087	0.005282413547989002	0.0	99.994717586452	100.0	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	13	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	40	40	37	3	3	0.925	0.925	0.925	54.74798404447642	54.19229885851238	union	54.74798404447642	0.9105244185423927	0.9100458154509377	union	0.9105244185423927	54.169833689375025	0.02246516913736668	0.5556851859640413	99.97753483086265	100.0	99.44431481403595	0.5556851859640413	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/minco_sample13_current_default.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	13	sylph_gtdb_source_abundance	40	41	40	1	0	0.975609756097561	1.0	0.9876543209876543	8.344358782582342	8.299658693182161	union	8.344358782582342	0.997402892612516	0.9973977617370005	union	0.997402892612516	8.299658693182163	0.0	0.0447000894001788	100.0	100.0	99.95529991059985	0.0447000894001788	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample13/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	13	oracle_fixed_calls_truth_mass	40	40	37	3	3	0.925	0.925	0.925	0.02246516913736668	0.02246516913736668	union	0.02246516913736668	0.9999999683225155	0.9999999683092081	union	0.9999999683225155	0.0	0.02246516913736668	0.0	99.97753483086265	99.97753483086265	99.97753483086265	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/minco_sample13_current_default.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	13	oracle_fixed_calls_truth_renorm	40	40	37	3	3	0.925	0.925	0.925	0.04493033827472121	0.04493033827472121	union	0.04493033827472121	0.999999968322515	0.9999999683092081	union	0.999999968322515	0.022465169137354538	0.02246516913736668	0.0	99.97753483086265	99.99999999999999	99.99999999999999	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/minco_sample13_current_default.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	13	oracle_current_tp_abundance_renorm	40	40	37	3	3	0.925	0.925	0.925	54.385039070110416	54.385039070110416	union	54.385039070110416	0.9104490787468468	0.9100458154509373	union	0.9104490787468468	54.36257390097307	0.02246516913736668	0.0	99.97753483086265	100.00000000000003	100.00000000000003	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/minco_sample13_current_default.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
