panel	sample	policy	profile	rows	called	candidate_rescue_added	candidate_surface_added	candidate_added	candidate_added_called	candidate_added_raw_mass	candidate_added_abundance	surface_switch_values	abundance_policy_values	guard_blocked_values	guard_blocked_rows	surface_called_species_n_max	surface_max_called_species_values
cami3_toy_human_gut_gtdb_source_readmap	1	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/cami3_toy_human_gut_gtdb_source_readmap.sample1.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	102	102	2	1	3	3	0.0	0.0	accession-current-or-ani93-xny650-br20	zero	False	0	101	250
cami3_toy_human_gut_gtdb_source_readmap	1	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/cami3_toy_human_gut_gtdb_source_readmap.sample1.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	102	102	2	1	3	3	33.445346500956155	0.0458160944107723	accession-current-or-ani93-xny650-br20	normalized-depth-alpha2	False	0	101	250
cami3_toy_human_gut_gtdb_source_readmap	2	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/cami3_toy_human_gut_gtdb_source_readmap.sample2.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	116	116	1	0	1	1	0.0	0.0	accession-current-or-ani93-xny650-br20	zero	False	0	116	250
cami3_toy_human_gut_gtdb_source_readmap	2	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/cami3_toy_human_gut_gtdb_source_readmap.sample2.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	116	116	1	0	1	1	13.511133345657417	0.0215245039618472	accession-current-or-ani93-xny650-br20	normalized-depth-alpha2	False	0	116	250
marine_setup_truth_profile_rescore	3	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/marine_setup_truth_profile_rescore.sample3.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	348	348	0	0	0	0	0.0	0.0	accession-current-or-ani93-xny650-br20	zero	True	348	348	250
marine_setup_truth_profile_rescore	3	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/marine_setup_truth_profile_rescore.sample3.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	348	348	0	0	0	0	0.0	0.0	accession-current-or-ani93-xny650-br20	normalized-depth-alpha2	True	348	348	250
marine_setup_truth_profile_rescore	4	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/marine_setup_truth_profile_rescore.sample4.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	263	263	0	0	0	0	0.0	0.0	accession-current-or-ani93-xny650-br20	zero	True	263	263	250
marine_setup_truth_profile_rescore	4	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/marine_setup_truth_profile_rescore.sample4.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	263	263	0	0	0	0	0.0	0.0	accession-current-or-ani93-xny650-br20	normalized-depth-alpha2	True	263	263	250
marine_setup_truth_profile_rescore	5	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/marine_setup_truth_profile_rescore.sample5.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	296	296	0	0	0	0	0.0	0.0	accession-current-or-ani93-xny650-br20	zero	True	296	296	250
marine_setup_truth_profile_rescore	5	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/marine_setup_truth_profile_rescore.sample5.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	296	296	0	0	0	0	0.0	0.0	accession-current-or-ani93-xny650-br20	normalized-depth-alpha2	True	296	296	250
cami3_source_readmap_extension_after_recovery	3	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/cami3_source_readmap_extension_after_recovery.sample3.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	80	80	0	0	0	0	0.0	0.0	accession-current-or-ani93-xny650-br20	zero	False	0	80	250
cami3_source_readmap_extension_after_recovery	3	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/cami3_source_readmap_extension_after_recovery.sample3.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	80	80	0	0	0	0	0.0	0.0	accession-current-or-ani93-xny650-br20	normalized-depth-alpha2	False	0	80	250
cami3_source_readmap_extension_after_recovery	4	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/cami3_source_readmap_extension_after_recovery.sample4.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	66	66	1	1	2	2	0.0	0.0	accession-current-or-ani93-xny650-br20	zero	False	0	65	250
cami3_source_readmap_extension_after_recovery	4	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/cami3_source_readmap_extension_after_recovery.sample4.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	66	66	1	1	2	2	38.14149063824067	0.0486103050726195	accession-current-or-ani93-xny650-br20	normalized-depth-alpha2	False	0	65	250
cami3_source_readmap_extension_after_recovery	5	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/cami3_source_readmap_extension_after_recovery.sample5.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	76	76	0	1	1	1	0.0	0.0	accession-current-or-ani93-xny650-br20	zero	False	0	75	250
cami3_source_readmap_extension_after_recovery	5	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/cami3_source_readmap_extension_after_recovery.sample5.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	76	76	0	1	1	1	6.596099780622274	0.0071544450688339	accession-current-or-ani93-xny650-br20	normalized-depth-alpha2	False	0	75	250
