method	samples	mean_F1	pooled_TP	pooled_FP	pooled_FN	pooled_F1	mean_L1_union_pp	mean_L1_truth_only_pp	mean_Pearson_union	mean_Pearson_truth_only
sylph_gtdb_source_abundance	0,1,3,5,6,11,13,18,21,22,25,28	0.9605683025680732	378	14	11	0.9679897567221512	4.082661329849862	3.500677283256675	0.9986779928010022	0.9989769018180413
minco_current_default_gtdb_source_abundance_sample1_0_3_5_6_11_13_18_21_22_25_28	0,1,3,5,6,11,13,18,21,22,25,28	0.8635861063936305	368	124	21	0.8354143019296253	22.48748602439845	16.308983752810832	0.9719650910145848	0.9825286637795189
