method	rule_type	feature1	op1	threshold1	feature2	op2	threshold2	sample_count	switched_samples	mean_sample_delta_L1_pp	max_sample_worse_L1_pp	improved_samples	worsened_samples	mean_panel_delta_L1_pp	max_panel_worse_L1_pp	improved_panels	worsened_panels
base_global_xny_a0.10	two_feature_and	reported_ani_median	<=	1.0	s_xny_mean	<=	848.9395833333334	32	28	-0.707338025763232	0.8259990627319382	24	4	-0.5472265983980508	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	reported_ani_median	<=	1.0	xny_max_median	<=	922.05	32	28	-0.707338025763232	0.8259990627319382	24	4	-0.5472265983980508	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	reported_ani_median	<=	1.0	xny_max_mean	<=	848.9395833333334	32	28	-0.707338025763232	0.8259990627319382	24	4	-0.5472265983980508	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	s_xny_median	<=	922.05	s_xny_mean	<=	848.9395833333334	32	28	-0.707338025763232	0.8259990627319382	24	4	-0.5472265983980508	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	s_xny_median	<=	922.05	xny_max_median	<=	922.05	32	28	-0.707338025763232	0.8259990627319382	24	4	-0.5472265983980508	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	s_xny_median	<=	922.05	xny_max_mean	<=	848.9395833333334	32	28	-0.707338025763232	0.8259990627319382	24	4	-0.5472265983980508	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	s_xny_mean	<=	848.9395833333334	xny_max_median	<=	922.05	32	28	-0.707338025763232	0.8259990627319382	24	4	-0.5472265983980508	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	s_xny_mean	<=	848.9395833333334	xny_max_mean	<=	848.9395833333334	32	28	-0.707338025763232	0.8259990627319382	24	4	-0.5472265983980508	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	xny_max_median	<=	922.05	xny_max_mean	<=	848.9395833333334	32	28	-0.707338025763232	0.8259990627319382	24	4	-0.5472265983980508	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	max_species_per_genus	>=	6.0	s_breadth_median	<=	0.7391689	32	24	-0.706234121755655	0.031727930329179	22	2	-0.6070877287197289	-0.0380794357240637	4	0
base_global_xny_a0.10	two_feature_and	max_species_per_genus	>=	5.0	s_breadth_median	<=	0.7391689	32	27	-0.7039731179001909	0.8259990627319382	24	3	-0.5461049624437038	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	max_species_per_genus	>=	5.0	n_candidate_calls	<=	2.0	32	30	-0.7039690063825125	0.8259990627319382	26	4	-0.546103591937811	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	max_species_per_genus	>=	6.0	u_xny_median	<=	650.0500000000001	32	23	-0.7031379027303504	0.031727930329179	21	2	-0.5947028526185101	0.0114600686808117	3	1
base_global_xny_a0.10	two_feature_and	max_species_per_genus	>=	6.0	u_breadth_median	<=	0.65005	32	23	-0.7031379027303504	0.031727930329179	21	2	-0.5947028526185101	0.0114600686808117	3	1
base_global_xny_a0.10	two_feature_and	u_depth_median	<=	1.0558000000000005	u_xny_median	<=	650.0500000000001	32	26	-0.7014978067606816	0.8259990627319382	23	3	-0.53392705563775	0.20754499792517936	2	2
base_global_xny_a0.10	two_feature_and	u_depth_median	<=	1.0558000000000005	u_breadth_median	<=	0.65005	32	26	-0.7014978067606816	0.8259990627319382	23	3	-0.53392705563775	0.20754499792517936	2	2
base_global_xny_a0.10	two_feature_and	max_species_per_genus	>=	6.0	s_zip_median	<=	0.8330524499999999	32	24	-0.6988868185019756	0.2856267231103935	22	2	-0.5959120902817379	0.0	3	0
base_global_xny_a0.10	two_feature_and	s_depth_median	<=	5.294014250000002	probability_mean	<=	0.8603437614614962	32	27	-0.6988686470234268	0.8259990627319382	24	3	-0.544403472151449	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	u_depth_median	<=	1.0558000000000005	s_xny_median	<=	922.05	32	26	-0.6985426567986842	0.8259990627319382	23	3	-0.5442948087432015	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	u_depth_median	<=	1.0558000000000005	s_xny_mean	<=	848.9395833333334	32	26	-0.6985426567986842	0.8259990627319382	23	3	-0.5442948087432015	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	u_depth_median	<=	1.0558000000000005	xny_max_median	<=	922.05	32	26	-0.6985426567986842	0.8259990627319382	23	3	-0.5442948087432015	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	u_depth_median	<=	1.0558000000000005	xny_max_mean	<=	848.9395833333334	32	26	-0.6985426567986842	0.8259990627319382	23	3	-0.5442948087432015	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	max_species_per_genus	>=	6.0	s_depth_median	<=	5.294014250000002	32	24	-0.6983422875145024	0.031727930329179	22	2	-0.6044571173060114	-0.0380794357240637	4	0
base_global_xny_a0.10	two_feature_and	s_xny_median	<=	922.05	s_breadth_median	<=	0.7391689	32	26	-0.6979217489128888	0.8259990627319382	23	3	-0.5440878394479364	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	s_xny_mean	<=	848.9395833333334	s_breadth_median	<=	0.7391689	32	26	-0.6979217489128888	0.8259990627319382	23	3	-0.5440878394479364	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	xny_max_median	<=	922.05	s_breadth_median	<=	0.7391689	32	26	-0.6979217489128888	0.8259990627319382	23	3	-0.5440878394479364	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	xny_max_mean	<=	848.9395833333334	s_breadth_median	<=	0.7391689	32	26	-0.6979217489128888	0.8259990627319382	23	3	-0.5440878394479364	0.20754499792517936	3	1
base_global_xny_a0.10	two_feature_and	max_species_per_genus	>=	5.0	s_zip_median	<=	0.8330524499999999	32	27	-0.6972467225323069	0.8259990627319382	24	3	-0.5351362933009778	0.20754499792517936	2	1
base_global_xny_a0.10	two_feature_and	max_species_per_genus	>=	6.0	s_breadth_median	<=	0.6811482000000001	32	22	-0.6970865337430483	0.031727930329179	20	2	-0.5926857296227427	0.0114600686808117	3	1
