method	samples	mean_F1	pooled_TP	pooled_FP	pooled_FN	pooled_F1	mean_L1_union_pp	mean_L1_truth_only_pp	mean_Pearson_union	mean_Pearson_truth_only
sylph_gtdb_source_abundance	0,5,6,11,13,18,21,22,25,28	0.9547281056853001	281	13	10	0.9606837606837607	4.385160011387876	3.709299200516143	0.9984302474822077	0.9987881201232476
minco_current_default_gtdb_source_abundance_sample25_0_5_6_11_13_18_21_22_28	0,5,6,11,13,18,21,22,25,28	0.8725586468212926	272	74	19	0.8540031397174255	23.907328161300352	17.50534915989738	0.9669162601908752	0.9793134648069401
