panel	sample	method	delta_F1	delta_L1_union_pp	delta_Pearson_union	TP_delta	FP_delta	FN_delta	rescued_species	rescued_TP	rescued_FP
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny100_breadth0.05	-0.16410256410256419	0.0	0.004908412263991413	0	13	0	13	0	13
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny100_breadth0.10	-0.0832069339111593	0.0	0.0027736502077848613	0	6	0	6	0	6
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny250_breadth0.05	-0.10790305584826132	0.0	0.0034754340585881893	0	8	0	8	0	8
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny250_breadth0.10	-0.07032967032967041	0.0	0.0023879040547957198	0	5	0	5	0	5
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny100_breadth0.05	-0.14251012145748987	0.0	0.004382720702790555	0	11	0	11	0	11
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny100_breadth0.10	-0.07032967032967041	0.0	0.0023879040547957198	0	5	0	5	0	5
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny250_breadth0.05	-0.0832069339111593	0.0	0.0027736502077848613	0	6	0	6	0	6
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny250_breadth0.10	-0.05707915273132669	0.0	0.0019757391185982742	0	4	0	4	0	4
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.97_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny500_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny500_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.93_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny500_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny500_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	11	raw_ani0.95_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_default_major	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny100_breadth0.05	-0.0805555555555556	0.0	0.0008994144669868254	1	9	-1	10	1	9
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny100_breadth0.10	-0.04127906976744178	0.0	0.0005425440218640443	1	5	-1	6	1	5
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny100_breadth0.20	-0.020238095238095277	0.0	0.00034011006790057863	1	3	-1	4	1	3
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny250_breadth0.05	-0.030882352941176472	0.0	0.00044354540598179337	1	4	-1	5	1	4
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny250_breadth0.10	-0.030882352941176472	0.0	0.00044354540598179337	1	4	-1	5	1	4
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny250_breadth0.20	-0.020238095238095277	0.0	0.00034011006790057863	1	3	-1	4	1	3
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny500_breadth0.05	-0.009337349397590455	0.0	0.00023193410543842496	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny500_breadth0.10	-0.009337349397590455	0.0	0.00023193410543842496	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny500_breadth0.20	-0.009337349397590455	0.0	0.00023193410543842496	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny650_breadth0.05	0.013271604938271508	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny650_breadth0.10	0.013271604938271508	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny650_breadth0.20	0.013271604938271508	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny100_breadth0.05	-0.04404761904761911	0.0	0.00044354540598179337	0	4	0	4	0	4
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny100_breadth0.10	-0.011419753086419848	0.0	0.00011868534594816627	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny100_breadth0.05	-0.022560975609756118	0.0	0.000231934105438536	0	2	0	2	0	2
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.97_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny500_breadth0.20_depth2	-0.009337349397590455	0.0	0.00023193410543842496	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny500_breadth0.20_depth5	-0.009337349397590455	0.0	0.00023193410543842496	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny650_breadth0.20_depth2	0.013271604938271508	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny650_breadth0.20_depth5	0.013271604938271508	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.93_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny500_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny500_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	13	raw_ani0.95_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_default_major	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny100_breadth0.05	-0.009609949123798756	0.0	-4.557961302942282e-06	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny100_breadth0.10	-0.009609949123798756	0.0	-4.557961302942282e-06	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny100_breadth0.20	-0.009609949123798756	0.0	-4.557961302942282e-06	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny250_breadth0.05	-0.009609949123798756	0.0	-4.557961302942282e-06	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny250_breadth0.10	-0.009609949123798756	0.0	-4.557961302942282e-06	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny250_breadth0.20	-0.009609949123798756	0.0	-4.557961302942282e-06	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny500_breadth0.05	0.0192869666861486	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny500_breadth0.10	0.0192869666861486	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny500_breadth0.20	0.0192869666861486	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny650_breadth0.05	0.0192869666861486	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny650_breadth0.10	0.0192869666861486	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny650_breadth0.20	0.0192869666861486	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.95_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.97_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny500_breadth0.20_depth2	0.0192869666861486	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny500_breadth0.20_depth5	0.0192869666861486	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	14	raw_ani0.93_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
