panel	sample	method	delta_F1	delta_L1_union_pp	delta_Pearson_union	TP_delta	FP_delta	FN_delta	rescued_species	rescued_TP	rescued_FP
cami3_toy_human_gut_gtdb_source_readmap	2	raw_ani0.95_xny500_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
cami3_toy_human_gut_gtdb_source_readmap	2	raw_ani0.95_xny500_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
cami3_toy_human_gut_gtdb_source_readmap	2	raw_ani0.95_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
cami3_toy_human_gut_gtdb_source_readmap	2	raw_ani0.95_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
cami3_toy_human_gut_gtdb_source_readmap	2	raw_ani0.95_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
cami3_toy_human_gut_gtdb_source_readmap	2	raw_ani0.95_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
cami3_toy_human_gut_gtdb_source_readmap	2	raw_ani0.95_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
cami3_toy_human_gut_gtdb_source_readmap	2	raw_ani0.95_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
marine_setup_truth_profile_rescore	3	raw_default_major	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny100_breadth0.05	0.03616333415328388	0.0	0.0011575340436611459	46	35	-46	81	46	35
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny100_breadth0.10	0.032879652316992525	0.0	0.0009413720522503111	39	28	-39	67	39	28
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny100_breadth0.20	0.0285395763656634	0.0	0.0005536544052846537	28	16	-28	44	28	16
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny100_breadth0.30	0.026550928963797626	0.0	0.00031683423960182644	22	9	-22	31	22	9
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny100_breadth0.50	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny250_breadth0.05	0.022709493895934574	0.0	0.0007825320590981732	29	23	-29	52	29	23
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny250_breadth0.10	0.022709493895934574	0.0	0.0007825320590981732	29	23	-29	52	29	23
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny250_breadth0.20	0.0285395763656634	0.0	0.0005536544052846537	28	16	-28	44	28	16
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny250_breadth0.30	0.026550928963797626	0.0	0.00031683423960182644	22	9	-22	31	22	9
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny250_breadth0.50	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny500_breadth0.05	0.01310268678689741	0.0	0.0003853315927102585	15	11	-15	26	15	11
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny500_breadth0.10	0.01310268678689741	0.0	0.0003853315927102585	15	11	-15	26	15	11
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny500_breadth0.20	0.0141750141750141	0.0	0.00035116759898556893	15	10	-15	25	15	10
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny500_breadth0.30	0.01632838706009443	0.0	0.00028233025198298733	15	8	-15	23	15	8
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny500_breadth0.50	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny650_breadth0.05	0.014628562634064757	0.0	7.165082386495492e-05	10	2	-10	12	10	2
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny650_breadth0.10	0.014628562634064757	0.0	7.165082386495492e-05	10	2	-10	12	10	2
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny650_breadth0.20	0.014628562634064757	0.0	7.165082386495492e-05	10	2	-10	12	10	2
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny650_breadth0.30	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny650_breadth0.50	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny100_breadth0.05	0.04477322163697495	0.0	0.0007179254933264989	42	21	-42	63	42	21
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny100_breadth0.10	0.04035964035964035	0.0	0.0006198407952420215	37	18	-37	55	37	18
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny100_breadth0.20	0.03341020681446216	0.0	0.00035116759898567995	27	10	-27	37	27	10
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny100_breadth0.30	0.026550928963797626	0.0	0.00031683423960182644	22	9	-22	31	22	9
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny100_breadth0.50	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny250_breadth0.05	0.030176446070485752	0.0	0.00045315647151511484	27	13	-27	40	27	13
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny250_breadth0.10	0.030176446070485752	0.0	0.00045315647151511484	27	13	-27	40	27	13
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny250_breadth0.20	0.03341020681446216	0.0	0.00035116759898567995	27	10	-27	37	27	10
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny250_breadth0.30	0.026550928963797626	0.0	0.00031683423960182644	22	9	-22	31	22	9
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny250_breadth0.50	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny500_breadth0.05	0.0152502436670231	0.0	0.00031683423960182644	15	9	-15	24	15	9
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny500_breadth0.10	0.0152502436670231	0.0	0.00031683423960182644	15	9	-15	24	15	9
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny500_breadth0.20	0.01632838706009443	0.0	0.00028233025198298733	15	8	-15	23	15	8
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny500_breadth0.30	0.01632838706009443	0.0	0.00028233025198298733	15	8	-15	23	15	8
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny500_breadth0.50	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny650_breadth0.05	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny650_breadth0.10	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny650_breadth0.20	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny650_breadth0.30	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny650_breadth0.50	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny100_breadth0.05	0.04372740120771623	0.0	0.0004193274709296535	35	12	-35	47	35	12
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny100_breadth0.10	0.04171480693219842	0.0	0.0003853315927102585	33	11	-33	44	33	11
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny100_breadth0.20	0.03508844097079378	0.0	0.0002476543609725157	26	7	-26	33	26	7
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny100_breadth0.30	0.028205756507643343	0.0	0.00021280527867695298	21	6	-21	27	21	6
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny100_breadth0.50	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny250_breadth0.05	0.03508844097079378	0.0	0.0002476543609725157	26	7	-26	33	26	7
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny250_breadth0.10	0.03508844097079378	0.0	0.0002476543609725157	26	7	-26	33	26	7
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny250_breadth0.20	0.03508844097079378	0.0	0.0002476543609725157	26	7	-26	33	26	7
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny250_breadth0.30	0.028205756507643343	0.0	0.00021280527867695298	21	6	-21	27	21	6
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny250_breadth0.50	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny500_breadth0.05	0.017945542196223463	0.0	0.0001777817042980523	14	5	-14	19	14	5
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny500_breadth0.10	0.017945542196223463	0.0	0.0001777817042980523	14	5	-14	19	14	5
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny500_breadth0.20	0.017945542196223463	0.0	0.0001777817042980523	14	5	-14	19	14	5
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny500_breadth0.30	0.017945542196223463	0.0	0.0001777817042980523	14	5	-14	19	14	5
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny500_breadth0.50	0.016283716283716387	0.0	7.165082386495492e-05	11	2	-11	13	11	2
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny650_breadth0.05	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny650_breadth0.10	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny650_breadth0.20	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny650_breadth0.30	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.97_xny650_breadth0.50	0.0157236702691248	0.0	3.5916009564762597e-05	10	1	-10	11	10	1
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny500_breadth0.20_depth2	0.006960392145577421	0.0	0.00021280527867695298	8	6	-8	14	8	6
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny500_breadth0.20_depth5	0.0023102245943472655	0.0	3.5916009564762597e-05	2	1	-2	3	2	1
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny500_breadth0.30_depth2	0.00912649936033716	0.0	0.000142582323986562	8	4	-8	12	8	4
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny500_breadth0.30_depth5	0.0034018979625674017	0.0	0.0	2	0	-2	2	2	0
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny650_breadth0.20_depth2	0.00963566819920414	0.0	7.165082386495492e-05	7	2	-7	9	7	2
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny650_breadth0.20_depth5	0.0023102245943472655	0.0	3.5916009564762597e-05	2	1	-2	3	2	1
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny650_breadth0.30_depth2	0.010728414047916246	0.0	3.5916009564762597e-05	7	1	-7	8	7	1
marine_setup_truth_profile_rescore	3	raw_ani0.93_xny650_breadth0.30_depth5	0.0034018979625674017	0.0	0.0	2	0	-2	2	2	0
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny500_breadth0.20_depth2	0.00912649936033716	0.0	0.000142582323986562	8	4	-8	12	8	4
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny500_breadth0.20_depth5	0.0034018979625674017	0.0	0.0	2	0	-2	2	2	0
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny500_breadth0.30_depth2	0.00912649936033716	0.0	0.000142582323986562	8	4	-8	12	8	4
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny500_breadth0.30_depth5	0.0034018979625674017	0.0	0.0	2	0	-2	2	2	0
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny650_breadth0.20_depth2	0.010728414047916246	0.0	3.5916009564762597e-05	7	1	-7	8	7	1
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny650_breadth0.20_depth5	0.0034018979625674017	0.0	0.0	2	0	-2	2	2	0
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny650_breadth0.30_depth2	0.010728414047916246	0.0	3.5916009564762597e-05	7	1	-7	8	7	1
marine_setup_truth_profile_rescore	3	raw_ani0.95_xny650_breadth0.30_depth5	0.0034018979625674017	0.0	0.0	2	0	-2	2	2	0
marine_setup_truth_profile_rescore	4	raw_default_major	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny100_breadth0.05	0.04025183927560838	0.0	0.0009748818105187462	36	25	-36	61	36	25
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny100_breadth0.10	0.04166666666666663	0.0	0.0009389172730897011	36	24	-36	60	36	24
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny100_breadth0.20	0.023799062683069527	0.0	0.0007181415483884512	23	18	-23	41	23	18
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny100_breadth0.30	0.023550724637681042	0.0	0.00033007482818836476	16	8	-16	24	16	8
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny100_breadth0.50	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny250_breadth0.05	0.01744016345592525	0.0	0.000829612357648779	22	21	-22	43	22	21
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny250_breadth0.10	0.01744016345592525	0.0	0.000829612357648779	22	21	-22	43	22	21
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny250_breadth0.20	0.02171361502347413	0.0	0.0007181415483884512	22	18	-22	40	22	18
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny250_breadth0.30	0.023550724637681042	0.0	0.00033007482818836476	16	8	-16	24	16	8
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny250_breadth0.50	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny500_breadth0.05	0.007603406326034068	0.0	0.0004097943792663594	10	10	-10	20	10	10
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny500_breadth0.10	0.007603406326034068	0.0	0.0004097943792663594	10	10	-10	20	10	10
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny500_breadth0.20	0.010531135531135605	0.0	0.0003300748281881427	10	8	-10	18	10	8
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny500_breadth0.30	0.012003058103975617	0.0	0.00028980525166533155	10	7	-10	17	10	7
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny500_breadth0.50	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny650_breadth0.05	0.015024783147459697	0.0	8.424504867932114e-05	8	2	-8	10	8	2
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny650_breadth0.10	0.015024783147459697	0.0	8.424504867932114e-05	8	2	-8	10	8	2
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny650_breadth0.20	0.015024783147459697	0.0	8.424504867932114e-05	8	2	-8	10	8	2
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny650_breadth0.30	0.015024783147459697	0.0	8.424504867932114e-05	8	2	-8	10	8	2
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny650_breadth0.50	0.016527001862197355	0.0	4.2269909718450904e-05	8	1	-8	9	8	1
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny100_breadth0.05	0.047711571675302156	0.0	0.0006804921385948903	34	17	-34	51	34	17
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny100_breadth0.10	0.047711571675302156	0.0	0.0006804921385948903	34	17	-34	51	34	17
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny100_breadth0.20	0.030397390272835167	0.0	0.0004884395375613915	22	12	-22	34	22	12
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny100_breadth0.30	0.025030248033877656	0.0	0.00028980525166533155	16	7	-16	23	16	7
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny100_breadth0.50	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny250_breadth0.05	0.0253848431024275	0.0	0.0005660318773348383	21	14	-21	35	21	14
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny250_breadth0.10	0.0253848431024275	0.0	0.0005660318773348383	21	14	-21	35	21	14
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny250_breadth0.20	0.028297682709447325	0.0	0.0004884395375613915	21	12	-21	33	21	12
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny250_breadth0.30	0.025030248033877656	0.0	0.00028980525166533155	16	7	-16	23	16	7
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny250_breadth0.50	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny500_breadth0.05	0.010531135531135605	0.0	0.00033007482818836476	10	8	-10	18	10	8
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny500_breadth0.10	0.010531135531135605	0.0	0.00033007482818836476	10	8	-10	18	10	8
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny500_breadth0.20	0.012003058103975617	0.0	0.00028980525166533155	10	7	-10	17	10	7
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny500_breadth0.30	0.012003058103975617	0.0	0.00028980525166533155	10	7	-10	17	10	7
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny500_breadth0.50	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny650_breadth0.05	0.015024783147459697	0.0	8.424504867932114e-05	8	2	-8	10	8	2
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny650_breadth0.10	0.015024783147459697	0.0	8.424504867932114e-05	8	2	-8	10	8	2
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny650_breadth0.20	0.015024783147459697	0.0	8.424504867932114e-05	8	2	-8	10	8	2
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny650_breadth0.30	0.015024783147459697	0.0	8.424504867932114e-05	8	2	-8	10	8	2
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny650_breadth0.50	0.016527001862197355	0.0	4.2269909718450904e-05	8	1	-8	9	8	1
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny100_breadth0.05	0.05394736842105252	0.0	0.0004097943792663594	32	10	-32	42	32	10
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny100_breadth0.10	0.05394736842105252	0.0	0.0004097943792663594	32	10	-32	42	32	10
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny100_breadth0.20	0.0327060931899642	0.0	0.00037007027416458005	21	9	-21	30	21	9
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny100_breadth0.30	0.027346130408287594	0.0	0.0001673232624854748	15	4	-15	19	15	4
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny100_breadth0.50	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny250_breadth0.05	0.03059545182525436	0.0	0.00037007027416458005	20	9	-20	29	20	9
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny250_breadth0.10	0.03059545182525436	0.0	0.00037007027416458005	20	9	-20	29	20	9
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny250_breadth0.20	0.03059545182525436	0.0	0.00037007027416458005	20	9	-20	29	20	9
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny250_breadth0.30	0.027346130408287594	0.0	0.0001673232624854748	15	4	-15	19	15	4
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny250_breadth0.50	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny500_breadth0.05	0.014248305606900713	0.0	0.0001673232624854748	9	4	-9	13	9	4
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny500_breadth0.10	0.014248305606900713	0.0	0.0001673232624854748	9	4	-9	13	9	4
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny500_breadth0.20	0.014248305606900713	0.0	0.0001673232624854748	9	4	-9	13	9	4
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny500_breadth0.30	0.014248305606900713	0.0	0.0001673232624854748	9	4	-9	13	9	4
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny500_breadth0.50	0.018742255266418817	0.0	4.2269909718450904e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny650_breadth0.05	0.016527001862197355	0.0	4.2269909718450904e-05	8	1	-8	9	8	1
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny650_breadth0.10	0.016527001862197355	0.0	4.2269909718450904e-05	8	1	-8	9	8	1
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny650_breadth0.20	0.016527001862197355	0.0	4.2269909718450904e-05	8	1	-8	9	8	1
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny650_breadth0.30	0.016527001862197355	0.0	4.2269909718450904e-05	8	1	-8	9	8	1
marine_setup_truth_profile_rescore	4	raw_ani0.97_xny650_breadth0.50	0.016527001862197355	0.0	4.2269909718450904e-05	8	1	-8	9	8	1
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny500_breadth0.20_depth2	0.010551447935920999	0.0	0.0002084323557506318	8	5	-8	13	8	5
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny500_breadth0.20_depth5	-0.002192982456140302	0.0	0.00012592848956161085	1	3	-1	4	1	3
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny500_breadth0.30_depth2	0.012037037037036957	0.0	0.0001673232624854748	8	4	-8	12	8	4
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny500_breadth0.30_depth5	-0.0007062146892656829	0.0	8.424504867932114e-05	1	2	-1	3	1	2
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny650_breadth0.20_depth2	0.012802607076349948	0.0	8.424504867932114e-05	7	2	-7	9	7	2
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny650_breadth0.20_depth5	0.0007861635220125507	0.0	4.2269909718006815e-05	1	1	-1	2	1	1
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny650_breadth0.30_depth2	0.012802607076349948	0.0	8.424504867932114e-05	7	2	-7	9	7	2
marine_setup_truth_profile_rescore	4	raw_ani0.93_xny650_breadth0.30_depth5	0.0007861635220125507	0.0	4.2269909718006815e-05	1	1	-1	2	1	1
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny500_breadth0.20_depth2	0.012037037037036957	0.0	0.0001673232624854748	8	4	-8	12	8	4
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny500_breadth0.20_depth5	-0.0007062146892656829	0.0	8.424504867932114e-05	1	2	-1	3	1	2
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny500_breadth0.30_depth2	0.012037037037036957	0.0	0.0001673232624854748	8	4	-8	12	8	4
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny500_breadth0.30_depth5	-0.0007062146892656829	0.0	8.424504867932114e-05	1	2	-1	3	1	2
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny650_breadth0.20_depth2	0.012802607076349948	0.0	8.424504867932114e-05	7	2	-7	9	7	2
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny650_breadth0.20_depth5	0.0007861635220125507	0.0	4.2269909718006815e-05	1	1	-1	2	1	1
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny650_breadth0.30_depth2	0.012802607076349948	0.0	8.424504867932114e-05	7	2	-7	9	7	2
marine_setup_truth_profile_rescore	4	raw_ani0.95_xny650_breadth0.30_depth5	0.0007861635220125507	0.0	4.2269909718006815e-05	1	1	-1	2	1	1
marine_setup_truth_profile_rescore	5	raw_default_major	0.01647456777749945	0.0	1.6909637201467653e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny100_breadth0.05	0.06875908383532969	0.0	0.00042494120328362417	56	27	-56	83	56	27
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny100_breadth0.10	0.0608576040960197	0.0	0.0003358777844589822	47	21	-47	68	47	21
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny100_breadth0.20	0.03782898023620651	0.0	0.00018083091038800791	27	11	-27	38	27	11
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny100_breadth0.30	0.02550125537561576	0.0	0.0001000265216057894	17	6	-17	23	17	6
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny100_breadth0.50	0.01647456777749945	0.0	1.6909637201467653e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny250_breadth0.05	0.025559041585899833	0.0	0.00024387356429733664	23	15	-23	38	23	15
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny250_breadth0.10	0.025559041585899833	0.0	0.00024387356429733664	23	15	-23	38	23	15
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny250_breadth0.20	0.029870614455279942	0.0	0.00016485038696145704	22	10	-22	32	22	10
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny250_breadth0.30	0.02550125537561576	0.0	0.0001000265216057894	17	6	-17	23	17	6
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny250_breadth0.50	0.01647456777749945	0.0	1.6909637201467653e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny500_breadth0.05	0.010206987980507898	0.0	0.0001000265216057894	9	6	-9	15	9	6
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny500_breadth0.10	0.010206987980507898	0.0	0.0001000265216057894	9	6	-9	15	9	6
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny500_breadth0.20	0.010206987980507898	0.0	0.0001000265216057894	9	6	-9	15	9	6
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny500_breadth0.30	0.010206987980507898	0.0	0.0001000265216057894	9	6	-9	15	9	6
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny500_breadth0.50	0.01647456777749945	0.0	1.6909637201467653e-05	9	1	-9	10	9	1
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny650_breadth0.05	0.012013029315961044	0.0	5.0440207570612294e-05	8	3	-8	11	8	3
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny650_breadth0.10	0.012013029315961044	0.0	5.0440207570612294e-05	8	3	-8	11	8	3
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny650_breadth0.20	0.012013029315961044	0.0	5.0440207570612294e-05	8	3	-8	11	8	3
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny650_breadth0.30	0.012013029315961044	0.0	5.0440207570612294e-05	8	3	-8	11	8	3
marine_setup_truth_profile_rescore	5	raw_ani0.93_xny650_breadth0.50	0.014529883248545428	0.0	1.6909637201467653e-05	8	1	-8	9	8	1
marine_setup_truth_profile_rescore	5	raw_ani0.95_xny100_breadth0.05	0.07676486485193756	0.0	0.00024387356429733664	52	15	-52	67	52	15
marine_setup_truth_profile_rescore	5	raw_ani0.95_xny100_breadth0.10	0.06854954198362118	0.0	0.00019672275783100268	45	12	-45	57	45	12
