method	samples	mean_F1	pooled_TP	pooled_FP	pooled_FN	pooled_F1	mean_L1_union_pp	mean_L1_truth_only_pp	mean_Pearson_union	mean_Pearson_truth_only
sylph_gtdb_source_abundance	0,5,6,11,22,28	0.9366610559371291	134	10	7	0.9403508771929825	4.4316408048276035	3.372706034158259	0.9980355730682101	0.9986296415404555
minco_current_default_gtdb_source_abundance_sample0_5_6_11_22_28	0,5,6,11,22,28	0.8761983736329721	132	31	9	0.8684210526315789	18.946744288800957	12.871775939640024	0.9694565125871405	0.9839924537262837
