panel	sample	method	truth_species	pred_species	TP	FP	FN	precision	recall	F1	L1_union_pp	Pearson_union	rescued_species	rescued_TP	rescued_FP	rule
cami2_toy_mouse_gut	5	current_default	198	162	157	5	41	0.9691358024691358	0.7929292929292929	0.8722222222222222	17.185888179619642	0.991379921189631	0	0	0	current selected default profile
cami2_toy_mouse_gut	5	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_zero	198	163	158	5	40	0.9693251533742331	0.797979797979798	0.8753462603878116	17.185888179619642	0.991379921189631	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=zero
cami2_toy_mouse_gut	5	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_normalized-depth-alpha2	198	163	158	5	40	0.9693251533742331	0.797979797979798	0.8753462603878116	17.09845022563252	0.9913926334261759	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=normalized-depth-alpha2
cami2_toy_mouse_gut	6	current_default	201	157	153	4	48	0.9745222929936306	0.7611940298507462	0.8547486033519553	22.918399189062708	0.9729828392129994	0	0	0	current selected default profile
cami2_toy_mouse_gut	6	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_zero	201	159	154	5	47	0.9685534591194969	0.7661691542288557	0.8555555555555555	22.91839918906267	0.9729867507816637	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=zero
cami2_toy_mouse_gut	6	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_normalized-depth-alpha2	201	159	154	5	47	0.9685534591194969	0.7661691542288557	0.8555555555555555	22.661203952635223	0.9730395469652541	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=normalized-depth-alpha2
cami2_toy_mouse_gut	7	current_default	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.915674132242972	0.9984269486093541	0	0	0	current selected default profile
cami2_toy_mouse_gut	7	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_zero	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.915674132242972	0.9984269486093541	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=zero
cami2_toy_mouse_gut	7	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_normalized-depth-alpha2	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.915674132242972	0.9984269486093541	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=normalized-depth-alpha2
hmp_airskin_gtdb_source_abundance	0	current_default	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635746	0.9895037710483946	0	0	0	current selected default profile
hmp_airskin_gtdb_source_abundance	0	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_zero	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635746	0.9895037710483946	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=zero
hmp_airskin_gtdb_source_abundance	0	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_normalized-depth-alpha2	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635746	0.9895037710483946	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=normalized-depth-alpha2
hmp_airskin_gtdb_source_abundance	1	current_default	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.105883690092575	0.9973939434154936	0	0	0	current selected default profile
hmp_airskin_gtdb_source_abundance	1	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_zero	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.105883690092575	0.9973939434154936	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=zero
hmp_airskin_gtdb_source_abundance	1	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_normalized-depth-alpha2	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.105883690092575	0.9973939434154936	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=normalized-depth-alpha2
hmp_airskin_gtdb_source_abundance	3	current_default	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	12.670666989685852	0.9970245468507751	0	0	0	current selected default profile
hmp_airskin_gtdb_source_abundance	3	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_zero	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	12.670666989685852	0.9970245468507751	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=zero
hmp_airskin_gtdb_source_abundance	3	wrapper_accession-current-or-ani93-xny650-br20_maxcalls250_normalized-depth-alpha2	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	12.670666989685852	0.9970245468507751	0	0	0	wrapper emitted accession-current-or-ani93-xny650-br20; max_called_species=250; policy=normalized-depth-alpha2
hmp_airskin_gtdb_source_abundance	4	current_default	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	0.9883782682234047	0	0	0	current selected default profile
