method	panels	mean_panel_pooled_F1	mean_panel_official_L1_pp	mean_panel_Pearson_union	total_TP	total_FP	total_FN	total_rescued_TP	total_rescued_FP	mean_delta_F1	min_delta_F1	mean_delta_L1_pp	total_TP_delta	total_FP_delta	total_FN_delta	improved_samples_F1	worsened_samples_F1	unchanged_samples_F1	worsened_panels_F1
cross_rescue_ani0.95_xny50_br0.2_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.86605672273441	37.0063459363136	0.9188808707914341	1745	405	194	18	17	0.001286973983211561	-0.014061562205264444	0.0	18.0	17.0	-18.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny50_br0.2_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.86605672273441	37.0063459363136	0.9188808707914341	1745	405	194	18	17	0.001286973983211561	-0.014061562205264444	0.0	18.0	17.0	-18.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny50_br0.2_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8688914383999713	37.0063459363136	0.9187756523654473	1741	394	198	14	6	0.002142921827100998	-0.004417320546352688	0.0	14.0	6.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny50_br0.2_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny50_br0.2_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny50_br0.3_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8695991701491184	37.0063459363136	0.9187707082638791	1742	394	197	15	6	0.002468783578730125	-0.004417320546352688	0.0	15.0	6.0	-15.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny50_br0.3_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8695991701491184	37.0063459363136	0.9187707082638791	1742	394	197	15	6	0.002468783578730125	-0.004417320546352688	0.0	15.0	6.0	-15.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny50_br0.3_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.86957415212484	37.0063459363136	0.9187350750485594	1740	391	199	13	3	0.0024271715823206523	-0.004417320546352688	0.0	13.0	3.0	-13.0	9.0	1.0	22.0	0.0
cross_rescue_ani0.95_xny50_br0.3_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny50_br0.3_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny50_br0.5_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny50_br0.5_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny50_br0.5_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny50_br0.5_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny50_br0.5_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny700_br0.01_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.01_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.01_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.01_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.01_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny700_br0.05_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.05_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.05_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.05_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.05_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny700_br0.15_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.15_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.15_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.15_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.15_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny700_br0.1_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.1_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.1_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.1_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.1_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny700_br0.2_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.2_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.2_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.2_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.2_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny700_br0.3_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.3_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.3_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.3_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny700_br0.3_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny700_br0.5_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny700_br0.5_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny700_br0.5_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny700_br0.5_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny700_br0.5_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.97_xny100_br0.01_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8193725385022215	37.0063459363136	0.9198126797194338	1734	555	205	7	167	-0.0288265013529565	-0.24898320070733881	0.0	7.0	167.0	-7.0	1.0	10.0	21.0	4.0
cross_rescue_ani0.97_xny100_br0.01_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8499249558343343	37.0063459363136	0.9191593192515164	1732	436	207	5	48	-0.009004747896547243	-0.0803571428571428	0.0	5.0	48.0	-5.0	2.0	6.0	24.0	3.0
cross_rescue_ani0.97_xny100_br0.01_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8664973252580245	37.0063459363136	0.9187541105945182	1731	393	208	4	5	0.0005511391770546999	-0.0035644425124973234	0.0	4.0	5.0	-4.0	2.0	3.0	27.0	1.0
cross_rescue_ani0.97_xny100_br0.01_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8681717971241963	37.0063459363136	0.9186780411220128	1731	388	208	4	0	0.00119776446939222	0.0	0.0	4.0	0.0	-4.0	4.0	0.0	28.0	0.0
cross_rescue_ani0.97_xny100_br0.01_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.97_xny100_br0.05_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8328937161542422	37.0063459363136	0.9195313300407373	1733	491	206	6	103	-0.01871140489391474	-0.14251012145748987	0.0	6.0	103.0	-6.0	1.0	10.0	21.0	4.0
cross_rescue_ani0.97_xny100_br0.05_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.850616989852497	37.0063459363136	0.9191471690433114	1732	433	207	5	45	-0.00836492492471777	-0.0803571428571428	0.0	5.0	45.0	-5.0	2.0	6.0	24.0	3.0
cross_rescue_ani0.97_xny100_br0.05_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8664973252580245	37.0063459363136	0.9187541105945182	1731	393	208	4	5	0.0005511391770546999	-0.0035644425124973234	0.0	4.0	5.0	-4.0	2.0	3.0	27.0	1.0
cross_rescue_ani0.97_xny100_br0.05_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8681717971241963	37.0063459363136	0.9186780411220128	1731	388	208	4	0	0.00119776446939222	0.0	0.0	4.0	0.0	-4.0	4.0	0.0	28.0	0.0
cross_rescue_ani0.97_xny100_br0.05_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.97_xny100_br0.15_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8575585771611862	37.0063459363136	0.918984820905342	1731	415	208	4	27	-0.0031933866231716526	-0.02840909090909094	0.0	4.0	27.0	-4.0	1.0	5.0	26.0	2.0
cross_rescue_ani0.97_xny100_br0.15_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8585003254713556	37.0063459363136	0.9189724832883577	1731	412	208	4	24	-0.0028543313734021164	-0.02840909090909094	0.0	4.0	24.0	-4.0	1.0	5.0	26.0	2.0
cross_rescue_ani0.97_xny100_br0.15_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8664973252580245	37.0063459363136	0.9187541105945182	1731	393	208	4	5	0.0005511391770546999	-0.0035644425124973234	0.0	4.0	5.0	-4.0	2.0	3.0	27.0	1.0
cross_rescue_ani0.97_xny100_br0.15_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8681717971241963	37.0063459363136	0.9186780411220128	1731	388	208	4	0	0.00119776446939222	0.0	0.0	4.0	0.0	-4.0	4.0	0.0	28.0	0.0
cross_rescue_ani0.97_xny100_br0.15_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.97_xny100_br0.1_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8477536453321285	37.0063459363136	0.9192364107186713	1731	443	208	4	55	-0.01062722812621578	-0.10416666666666663	0.0	4.0	55.0	-4.0	1.0	7.0	24.0	4.0
cross_rescue_ani0.97_xny100_br0.1_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8539259034396639	37.0063459363136	0.9191228024013737	1731	427	208	4	39	-0.007163102431899191	-0.0803571428571428	0.0	4.0	39.0	-4.0	1.0	6.0	25.0	3.0
cross_rescue_ani0.97_xny100_br0.1_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8664973252580245	37.0063459363136	0.9187541105945182	1731	393	208	4	5	0.0005511391770546999	-0.0035644425124973234	0.0	4.0	5.0	-4.0	2.0	3.0	27.0	1.0
cross_rescue_ani0.97_xny100_br0.1_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8681717971241963	37.0063459363136	0.9186780411220128	1731	388	208	4	0	0.00119776446939222	0.0	0.0	4.0	0.0	-4.0	4.0	0.0	28.0	0.0
cross_rescue_ani0.97_xny100_br0.1_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
