panel	sample	gtdb_species	truth_abundance	truth_abundance_pct	high_truth_abundance	candidate_present	profile_path	candidate_called	candidate_probability	candidate_threshold	candidate_abundance	candidate_abundance_raw	candidate_best_XnY	candidate_best_breadth	candidate_best_real_min_af	candidate_best_depth	candidate_best_zip_af	candidate_best_zip_aaf_ani	mapping_method	taxid	species_name
cami2_toy_mouse_gut	6	s__Bacteroides cellulosilyticus	0.00034192505426450357	0.03419250542645036	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0282391938749073	0.35	0.0	0.4516946604235577	101.0	0.050765	0.101	0.06309	0.139674	0.910525	species_name	s__Bacteroides cellulosilyticus	s__Bacteroides cellulosilyticus
cami2_toy_mouse_gut	6	s__Lachnoanaerobaculum orale	0.00034099805625840355	0.034099805625840356	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0180283710948595	0.35	0.0	0.3270331361515895	87.0	0.048297	0.087	0.055244	0.20082	0.92703	species_name	s__Lachnoanaerobaculum orale	s__Lachnoanaerobaculum orale
cami2_toy_mouse_gut	5	s__Oscillibacter welbionis	0.0002775850104096024	0.02775850104096024	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.196860192695765	0.35	0.0	1.97910248674056	95.0	0.054271	0.095	0.124632	0.199394	0.926706	species_name	s__Oscillibacter welbionis	s__Oscillibacter welbionis
cami2_toy_mouse_gut	5	s__Blautia sp900120295	0.0002775850104096024	0.02775850104096024	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.3080768780349731	0.35	0.0	0.4363293580852269	121.0	0.089275	0.121	0.110164	0.252479	0.937435	species_name	s__Blautia sp900120295	s__Blautia sp900120295
cami2_toy_mouse_gut	5	s__Faecalibacterium tardum	0.0002775850104096024	0.02775850104096024	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0476510709969423	0.35	0.0	5.187002724060739	352.0	0.073739	0.352	0.384637	0.074154	0.881745	species_name	s__Faecalibacterium tardum	s__Faecalibacterium tardum
hmp_airskin_gtdb_source_abundance	15	s__Haemophilus influenzae	0.0002757563023261003	0.02757563023261003	False	False	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/minco_sample15_current_default.tsv	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
hmp_airskin_gtdb_source_abundance	4	s__Pasteurella multocida_A	0.0002741625449041012	0.027416254490410123	False	False	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
cami2_toy_mouse_gut	6	s__Lacticaseibacillus rhamnosus	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.5347524718130758	0.35	0.0	0.5970864398093083	104.0	0.092986	0.104	0.123493	0.259456	0.938674	species_name	s__Lacticaseibacillus rhamnosus	s__Lacticaseibacillus rhamnosus
cami2_toy_mouse_gut	6	s__Enterocloster bolteae	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0164059891795508	0.35	0.0	3.4467583198051948	174.0	0.076337	0.174	0.27177	0.078848	0.884535	species_name	s__Enterocloster bolteae	s__Enterocloster bolteae
cami2_toy_mouse_gut	6	s__Tannerella forsythia	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0803240715802473	0.35	0.0	2.137709385506302	85.0	0.059557	0.085	0.144336	0.084918	0.887906	species_name	s__Tannerella forsythia	s__Tannerella forsythia
cami2_toy_mouse_gut	6	s__Bacteroides sp019412865	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0947254405681979	0.35	0.0	1.6523693356503142	360.0	0.096763	0.36	0.197782	1.0	1.0	species_name	s__Bacteroides sp019412865	s__Bacteroides sp019412865
cami2_toy_mouse_gut	6	s__Alloprevotella rava	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0403445571009189	0.35	0.0	5.019114905308606	76.0	0.050618	0.076	0.255749	0.050955	0.86469	species_name	s__Alloprevotella rava	s__Alloprevotella rava
cami2_toy_mouse_gut	6	s__Lactobacillus apis_A	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0623049705923335	0.35	0.0	0.7749276259883913	58.0	0.037441	0.058	0.053804	0.087821	0.889434	species_name	s__Lactobacillus apis_A	s__Lactobacillus apis_A
cami2_toy_mouse_gut	6	s__Blautia sp900120295	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.703943185182999	0.35	0.0	0.369702642634383	92.0	0.069668	0.092	0.083338	0.257754	0.938375	species_name	s__Blautia sp900120295	s__Blautia sp900120295
cami2_toy_mouse_gut	6	s__Bacteroides bouchesdurhonensis	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.5812532840410665	0.35	0.0	0.5563297300066601	133.0	0.0583	0.133	0.076013	0.17027	0.919529	species_name	s__Bacteroides bouchesdurhonensis	s__Bacteroides bouchesdurhonensis
cami2_toy_mouse_gut	6	s__Bacteroides pyogenes_A	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.257391215469492	0.35	0.0	0.7615042245021122	90.0	0.056527	0.09	0.080756	1.0	1.0	species_name	s__Bacteroides pyogenes_A	s__Bacteroides pyogenes_A
cami2_toy_mouse_gut	6	s__Faecalimonas phoceensis	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.5978253483015917	0.35	0.0	0.2452094101461088	84.0	0.046153	0.084	0.052043	1.0	1.0	species_name	s__Faecalimonas phoceensis	s__Faecalimonas phoceensis
cami2_toy_mouse_gut	6	s__Lactobacillus sp910589675	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0032724290326975	0.35	0.0	0.2374114793223522	53.0	0.010803	0.053	0.012136	0.051118	0.864836	species_name	s__Lactobacillus sp910589675	s__Lactobacillus sp910589675
cami2_toy_mouse_gut	6	s__Ligilactobacillus salivarius	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.360532199990464	0.35	0.0	0.3038747045452828	38.0	0.034701	0.038	0.04024	0.132423	0.908102	species_name	s__Ligilactobacillus salivarius	s__Ligilactobacillus salivarius
cami2_toy_mouse_gut	6	s__Flavonifractor plautii	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.4193919642641434	0.35	0.0	0.7369326710682076	62.0	0.042726	0.062	0.060385	0.329802	0.949579	species_name	s__Flavonifractor plautii	s__Flavonifractor plautii
cami2_toy_mouse_gut	6	s__Pseudobutyrivibrio ruminis	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.262095346618565	0.35	0.0	0.2047724040965664	54.0	0.023179	0.054	0.025633	1.0	1.0	species_name	s__Pseudobutyrivibrio ruminis	s__Pseudobutyrivibrio ruminis
cami2_toy_mouse_gut	6	s__Bacteroides eggerthii	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.6141025452891045	0.35	0.0	0.7335087829982064	109.0	0.057671	0.109	0.081385	0.242807	0.93566	species_name	s__Bacteroides eggerthii	s__Bacteroides eggerthii
cami2_toy_mouse_gut	6	s__Alloprevotella tannerae	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0414162825283261	0.35	0.0	3.558797378315212	124.0	0.076486	0.124	0.280177	0.090563	0.890831	species_name	s__Alloprevotella tannerae	s__Alloprevotella tannerae
