method	samples	mean_F1	pooled_TP	pooled_FP	pooled_FN	pooled_F1	mean_L1_union_pp	mean_L1_truth_only_pp	mean_Pearson_union	mean_Pearson_truth_only
sylph_gtdb_source_abundance	0,1,3,5,6,11,13,17,18,21,22,24,25,28	0.9586283765971667	451	19	13	0.9657387580299786	3.9666651054889384	3.3724644000372543	0.9988182525506455	0.9990887595673554
minco_current_default_gtdb_source_abundance_sample24_0_1_3_5_6_11_13_17_18_21_22_25_28	0,1,3,5,6,11,13,17,18,21,22,24,25,28	0.860373816393711	439	152	25	0.8322274881516587	22.153668593909206	16.179637622093768	0.9753061999620574	0.9844191209713292
