sample	method	truth_gtdb_species	pred_gtdb_species	TP	FP	FN	precision	recall	F1	L1_union_pp	L1_truth_only_pp	Pearson_union	Pearson_truth_only	pred_rows_called	pred_rows_unmapped	pred_rows_ref_mapped	pred_rows_fallback_mapped	minco_profile	sylph_reference_release	release_grade_candidate
1	minco_guarded_candidate_zero_gastrooral_sample1_source_abundance	39	42	36	6	3	0.8571428571428571	0.9230769230769231	0.888888888888889	18.585816400529993	12.077219689172997	0.985647746301886	0.9929554027290614	42	0	42.0	0.0	/tmp/minco_current_code_hmp_gastrooral_sample1_20260630/minco_sample1_guarded_candidate_zero.tsv		
1	sylph_gtdb_r232_gastrooral_source_abundance	39	42	38	4	1	0.9047619047619048	0.9743589743589743	0.9382716049382716	8.099610014595344	5.3344127797925776	0.9986541312423596	0.9996871507410113	42	0				gtdb_r232_chunked	True
